vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
3N1AB6AP2CL759773|2012|Nissan|Sentra|2.0 SR CVT|Excellent Price|$598 off avg. list price|5499|91771|West Covina|CA|White|Black|no|2|personal
JTEEW21A160018129|2006|Toyota|Highlander|Hybrid Limited 4WD|Excellent Price|$1505 off avg. list price|6300|132956|Gastonia|NC|Blue|Gray|2|2|personal
55SWF4KB9HU185577|2017|Mercedes-Benz|C-Class|C 300 4MATIC Sedan|Excellent Price|$1046 off avg. list price|24991|37291|Chicopee|MA|Gray|Black|no|3|personal
5J6RE3H49BL040669|2011|Honda|CR-V|SE FWD|Excellent Price|$684 off avg. list price|7800|103187|Fort Pierce|FL|White|Black|no|1|personal
WBA4J3C50JBG90961|2018|BMW|4 Series|430i xDrive Gran Coupe|Excellent Price|$2540 off avg. list price|28449|14835|Portland|OR|White|Black|no|1|personal
JN8AT2MV9HW269236|2017|Nissan|Rogue|2017.5 S AWD|Excellent Price|$931 off avg. list price|13641|52002|Columbus|OH|Red|Black|no|1|personal
1GNSKHKC5KR406922|2019|Chevrolet|Suburban|LT 4WD|Excellent Price|$2027 off avg. list price|39998|20358|Milwaukie|OR|Silver|Black|no|1|personal
KNDJP3A5XK7663632|2019|Kia|Soul|+ Automatic|Great Price|$226 off avg. list price|12839|42844|Streetsboro|OH|Silver|Black|1|1|personal
3C6UR5DJ2KG697801|2019|Ram|2500|Big Horn Crew Cab 6'4" Box 4WD|Great Price|$469 off avg. list price|40500|9196|Phoenix|AZ|White|Black|no|1|personal
5XXGT4L35KG348848|2019|Kia|Optima|LX|Great Price|$200 off avg. list price|13831|29844|Ocala|FL|Silver|Black|no|2|personal
55SWF4KB0HU203903|2017|Mercedes-Benz|C-Class|C 300 4MATIC Sedan|Excellent Price|$1701 off avg. list price|25200|37040|Washington|PA|Silver|Black|no|1|personal
3FA6P0LU9KR206611|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1141 off avg. list price|16995|31123|Tigard|OR|Gray|Unknown|no|1|personal
1C3AN65LX5X043243|2005|Chrysler|Crossfire|Limited Roadster|Excellent Price|$1196 off avg. list price|6987|80626|Sacremento|CA|Black|Gray|no|4|fleet
3GCPCSEC1EG497325|2014|Chevrolet|Silverado 1500|LTZ with 1LZ Crew Cab Short Box 2WD|Great Price|$841 off avg. list price|21999|133738|Hanford|CA|White|Black|1|2|personal
KMHD74LF3HU066949|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (Ulsan) (alt)|Great Price||11991|38507|Pearland|TX|Silver|Gray|no|1|personal
1FATP8UH5K5172253|2019|Ford|Mustang|EcoBoost Premium Convertible|Great Price|$292 off avg. list price|25919|29290|Des Moines|IA|Black|Black|no|1|personal
KNDJP3A50K7675045|2019|Kia|Soul|+ Automatic|Great Price|$586 off avg. list price|14490|39492|Henderson|NV|White|Black|no|1|personal
1G1PC5SB3E7232990|2014|Chevrolet|Cruze|LT with 1LT Automatic|Excellent Price|$1009 off avg. list price|5650|84065|Marietta|GA|Blue|Black|3|3|fleet
5NMS2CAD5KH130106|2019|Hyundai|Santa Fe|SE 2.4L AWD|Fair Price|$93 off avg. list price|20785|15940|Gainesville|FL|Silver|Unknown|no|1|personal
1FADP3E22EL401148|2014|Ford|Focus|S Sedan|Excellent Price|$785 off avg. list price|6495|79816|Doylestown|PA|Silver|Black|no|2|fleet
1GKKNMLS3KZ182567|2019|GMC|Acadia|SLT with SLT-1 FWD|Excellent Price|$1680 off avg. list price|25490|22465|Orlando|FL|Silver|Black|no|2|personal
JTKKU4B41AJ057221|2010|Scion|xD|Base Automatic|Excellent Price|$948 off avg. list price|4599|93241|Bedford|OH|Silver|Black|no|2|personal
WBXPC93419WJ29189|2009|BMW|X3|xDrive30i AWD|Excellent Price||7700|102971|Rockwall|TX|Black|Black|no|4|fleet
5XXGT4L36KG319861|2019|Kia|Optima|LX|Great Price||13484|37220|Carrolton|TX|Blue|Black|no|1|personal
1N4BL4EV0KC258926|2019|Nissan|Altima|SL FWD|Great Price|$687 off avg. list price|18450|27326|Phoenix|AZ|Silver|Black|no|1|fleet
1N4BL4BV4KC119550|2019|Nissan|Altima|S FWD|Great Price|$396 off avg. list price|16497|25056|Oakland|CA|Black|Black|no|1|fleet
55SWF4JB5HU203140|2017|Mercedes-Benz|C-Class|C 300 Sedan RWD|Great Price||24955|17248|Dallas|TX|Gray|Black|no|1|personal
1N4AL2EP3AC147643|2010|Nissan|Altima|2.5 S Coupe CVT|Excellent Price||5997|117755|Carrollton|TX|Black|Black|no|4|personal
JTEBU5JR4K5636865|2019|Toyota|4Runner|SR5 4WD|Great Price|$337 off avg. list price|32482|38943|Tulsa|OK|Silver|Black|no|1|personal
2C4RDGCG1KR750254|2019|Dodge|Grand Caravan|SXT|Great Price|$259 off avg. list price|19900|19507|Grand Island|NE|Black|Black|no|1|personal
WMWZF3C53DT489963|2013|MINI|Clubman|FWD|Excellent Price||5600|124276|San Antonio|TX|Blue|Black|no|2|personal
4T1B11HK3KU742532|2019|Toyota|Camry|L Automatic|Great Price|$684 off avg. list price|18978|50191|Hammond|LA|White|Gray|no|1|personal
2HGFB2F51CH603401|2012|Honda|Civic|LX Sedan Automatic|Great Price||6495|141083|Garland|TX|White|Gray|1|1|personal
1N6AD0ER6KN704349|2019|Nissan|Frontier|SV Crew Cab 2WD Automatic|Great Price||19995|37459|Addison|TX|Red|Gray|no|2|personal
1FT7W2BT3EEA74572|2014|Ford|Super Duty F-250|King Ranch Crew Cab Standard Bed 4WD|Excellent Price||17990|226505|Mansfield|TX|White|Unknown|no|1|fleet
JTHBK1EG2B2447255|2011|Lexus|ES|ES 350|Excellent Price|$831 off avg. list price|10998|102329|Mission Viejo|CA|Black|Black|no|2|personal
4T1BE46K89U862555|2009|Toyota|Camry|I4 Automatic|Excellent Price||6795|107890|Dallas|TX|White|Gray|no|2|personal
4T1B11HK2KU763646|2019|Toyota|Camry|SE Automatic|Great Price|$692 off avg. list price|21294|14538|Freehold|NJ|Silver|Black|no|1|personal
2C3CDXBG4KH644186|2019|Dodge|Charger|SXT RWD|Excellent Price|$831 off avg. list price|19255|33875|Fishers|IN|Red|Black|no|1|personal
JF1GE60649H507161|2009|Subaru|Impreza|2.5i with Sat/Navigation Sedan Auto|||4660|113406|Tooele|UT|Blue|Black|no||personal
2G1FC1E31F9300681|2015|Chevrolet|Camaro|LT with 1LT Coupe|Excellent Price|$2433 off avg. list price|14999|31785|Anchorage|AK|Black|Black|no|2|personal
JM3KFACL4H0140865|2017|Mazda|CX-5|Touring FWD|Great Price|$382 off avg. list price|17929|34415|Port Richey|FL|White|Beige|no|1|personal
2HGFC4B80KH306272|2019|Honda|Civic|Sport Coupe CVT|||13800|849|Houston|TX|Red|Black|1|1|personal
JTMDWRFV0KD509802|2019|Toyota|RAV4|Hybrid Limited AWD|Great Price|$1336 off avg. list price|34948|4908|Vancouver|WA|Black|Brown|1|1|personal
5YFBU4EE6CP053952|2012|Toyota|Corolla|S Automatic|Excellent Price|$890 off avg. list price|6995|120000|Phoenix|AZ|Black|Black|no|4|personal
5XXGT4L38LG382641|2020|Kia|Optima|LX Automatic|Great Price|$345 off avg. list price|17877|11452|Bethlehem|PA|Silver|Black|1|1|personal
JTDEPRAE0LJ023177|2020|Toyota|Corolla|LE CVT|Fair Price||16664|21612|Houston|TX|White|Black|no|1|personal
1HGCR2F38HA093485|2017|Honda|Accord|LX Sedan CVT|Excellent Price||14777|59767|El Paso|TX|Gray|Unknown|no|1|personal
JTHBJ46G172148267|2007|Lexus|ES|ES 350|Excellent Price|$781 off avg. list price|7555|97338|Chicago|IL|Silver|Gray|no|2|personal
1GKS1GKC9KR376608|2019|GMC|Yukon|XL SLT 2WD|Great Price|$1312 off avg. list price|43685|19147|Clearwater|FL|White|Black|no|1|personal
5N1AT2MV3HC784144|2017|Nissan|Rogue|S AWD|Excellent Price|$685 off avg. list price|15990|41149|Centennial|CO|White|Black|no|1|personal
1C6RR7KT3KS615685|2019|Ram|1500 Classic|Express Crew Cab 5'7" Box 4WD|Excellent Price|$1952 off avg. list price|31942|4605|Bristol|CT|Black|Black|no|1|personal
1G1ZU67N67F130154|2007|Chevrolet|Malibu Maxx|LTZ|||2995|112752|Laurel|MD|Gray|Gray|1|1|personal
5NPD84LF3LH570678|2020|Hyundai|Elantra|SEL IVT (SULEV)|Great Price|$595 off avg. list price|15595|3142|Downey|CA|Silver|Black|no|1|personal
JTJBARBZ0H2120089|2017|Lexus|NX|NX Turbo AWD|Excellent Price||24900|38126|Dallas|TX|White|Black|no|1|personal
5FNRL5H32HB015316|2017|Honda|Odyssey|SE|Excellent Price|$1134 off avg. list price|22890|31321|Charlotte|NC|Gray|Gray|no|1|fleet
3N1CN7AP6KL824340|2019|Nissan|Versa|SV Sedan CVT|Great Price|$302 off avg. list price|11495|36750|Taylor|MI|Gray|Black|1|1|personal
3N1CN7APXKL824809|2019|Nissan|Versa|SV Sedan CVT|Great Price|$317 off avg. list price|11966|36638|Benton|AR|Gray|Black|1|1|personal
1NXBR32E47Z914257|2007|Toyota|Corolla|LE Automatic|Excellent Price||3995|177526|Garland|TX|Gray|Gray|no|2|personal
5NPEB4AC3BH293365|2011|Hyundai|Sonata|GLS 2.4L Automatic (PZEV)|Excellent Price|$737 off avg. list price|6695|99336|Mesa|AZ|Red|Brown|no|2|fleet
55SWF4KB7HU209844|2017|Mercedes-Benz|C-Class|C 300 4MATIC Sedan|Excellent Price|$1524 off avg. list price|25900|44607|Washington|PA|Black|Black|no|1|personal
1N4AL2EP2CC223534|2012|Nissan|Altima|2.5 S Coupe CVT|Excellent Price|$820 off avg. list price|6792|113881|Portland|OR|Red|Black|no|6|fleet
JM3KFBDL6H0150012|2017|Mazda|CX-5|Grand Touring AWD|Great Price|$331 off avg. list price|22480|27420|Longwood|FL|Black|Black|1|1|personal
4T1B11HK1KU205531|2019|Toyota|Camry|LE Automatic|Great Price|$362 off avg. list price|17988|31002|Phoenix|AZ|Black|Gray|no|1|personal
JTJGA31U240033955|2004|Lexus|RX|RX 330 FWD|Excellent Price|$708 off avg. list price|5499|176677|Lynnwood|WA|Blue|Unknown|no|4|personal
1FA6P8CF3K5186388|2019|Ford|Mustang|GT Premium Fastback|Excellent Price|$1242 off avg. list price|30698|26147|Tracy|CA|White|Black|no|1|personal
1VWLA7A33KC009835|2019|Volkswagen|Passat|2.0T Wolfsburg Edition|Great Price|$635 off avg. list price|16135|27113|Tracy|CA|Black|Beige|no|1|personal
1FATP8UH6K5170933|2019|Ford|Mustang|EcoBoost Premium Convertible|Great Price|$1027 off avg. list price|25995|15575|Waipahu|HI|Red|Black|1|1|fleet
1G1ZD5ST6LF072198|2020|Chevrolet|Malibu|LT|Great Price|$187 off avg. list price|17000|5998|Jacksonville|FL|Gray|Black|no|1|personal
2C4RC1BG6KR537513|2019|Chrysler|Pacifica|Touring L|Excellent Price|$1436 off avg. list price|20993|44813|Fort Wayne|IN|White|Black|no|1|personal
3KPFL4A73HE020489|2017|Kia|Forte|S Sedan Automatic|Excellent Price|$1149 off avg. list price|10977|32714|Rockville|MD|Gray|Black|no|1|personal
4JGDF6EE5HA881139|2017|Mercedes-Benz|GLS|GLS 450 4MATIC|Great Price|$720 off avg. list price|49997|18875|Long Island City|NY|White|Black|no|1|personal
3VWFD7AT6KM711313|2019|Volkswagen|Beetle|S Coupe|Excellent Price|$1787 off avg. list price|13861|19177|Sanford|FL|Black|Black|no|1|personal
WBAVC93567KX61989|2007|BMW|3 Series|328xi Sedan AWD|Excellent Price|$1546 off avg. list price|7498|54910|Selma|NC|Silver|Unknown|2|3|fleet
SAJWA6ET9H8K40952|2017|Jaguar|F-TYPE|Premium Convertible RWD Automatic|Excellent Price|$4884 off avg. list price|39087|25659|Wichita|KS|White|Unknown|no|1|fleet
2T3YL4DV2CW001321|2012|Toyota|RAV4|EV FWD|Excellent Price||12990|95150|Blue Mound|TX|Silver|Gray|no|2|personal
2C4RC1BG9ER165198|2014|Chrysler|Town & Country|Touring|Excellent Price|$469 off avg. list price|6989|152997|Knoxville|TN|Silver|Black|no|2|personal
3N1CN7AP4EL814278|2014|Nissan|Versa|1.6 SV CVT|Excellent Price|$600 off avg. list price|5996|74596|Temecula|CA|Black|Black|no|3|personal
1HGCR2F76HA270084|2017|Honda|Accord|EX Sedan CVT|Great Price||17268|30539|Waco|TX|White|Beige|2|1|personal
WBAWL73508PX55196|2008|BMW|3 Series|335i Convertible|Excellent Price|$1233 off avg. list price|6999|106000|Oakland|CA|White|Unknown|no|4|personal
2C4RDGCG8KR707529|2019|Dodge|Grand Caravan|SXT|Great Price||17779|21849|San Antonio|TX|Silver|Black|no|1|personal
2C4RC1BG8GR295850|2016|Chrysler|Town & Country|Touring|Excellent Price|$950 off avg. list price|10500|109775|Kearney|MO|Black|Black|no|2|personal
4T1BK1FK8CU502104|2012|Toyota|Camry|XLE V6 Automatic|Excellent Price|$1192 off avg. list price|11995|70952|Santa Ana|CA|White|Unknown|no|2|personal
JTDKN3DU8A5160835|2010|Toyota|Prius|Two|Excellent Price|$808 off avg. list price|5750|141134|Santa Monica|CA|Black|Unknown|1|3|personal
3C4PDDEG7KT759041|2019|Dodge|Journey|GT AWD|Great Price|$229 off avg. list price|18699|25152|Victorville|CA|White|Black|no|1|personal
3FA6P0D9XKR187870|2019|Ford|Fusion|Titanium AWD|Great Price|$579 off avg. list price|18999|30001|Norman|OK|White|Brown|no|1|personal
1G11Z5SA9KU141893|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$1147 off avg. list price|18497|13372|Sumter|SC|White|Black|no|1|personal
3C6UR5DJ4KG700049|2019|Ram|2500|Big Horn Crew Cab 6'4" Box 4WD|Great Price|$497 off avg. list price|40073|5130|Phoenix|AZ|Black|Black|no|1|personal
3FA6P0RU8KR273370|2019|Ford|Fusion|Hybrid Titanium FWD|Great Price|$583 off avg. list price|19500|14469|Olathe|KS|Black|Black|no|1|personal
1GKS1GKC6KR351617|2019|GMC|Yukon|XL SLT 2WD|Great Price||42598|22071|Baytown|TX|White|Black|no|1|personal
1N4BL4CV0KC167786|2019|Nissan|Altima|SR FWD|Great Price|$314 off avg. list price|16729|35017|Upper Marlboro|MD|White|Black|no|2|personal
4JGDF6EE4HA753930|2017|Mercedes-Benz|GLS|GLS 450 4MATIC|Great Price|$737 off avg. list price|39530|39453|Fishers|IN|Gray|Black|2|1|personal
KNMAT2MT9KP525841|2019|Nissan|Rogue|SV FWD|Great Price|$237 off avg. list price|16477|33720|Buford|GA|Silver|Black|no|1|personal
1C3CCCAB0FN751685|2015|Chrysler|200|Limited FWD|Excellent Price|$1133 off avg. list price|6499|130144|Murfreesboro|TN|Silver|Black|no|2|fleet
5NPD84LF5KH437211|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$234 off avg. list price|13304|28777|Tempe|AZ|Gray|Gray|no|1|personal
WBSBR93453PK03780|2003|BMW|M3|Convertible|||8495|113156|Lakewood|CO|Silver|Gray|no|5|personal
3C4PDCGG6KT861597|2019|Dodge|Journey|Crossroad FWD|Excellent Price|$890 off avg. list price|18831|7802|Chatom|AL|Silver|Black|1|1|fleet
1FADP3K27EL150356|2014|Ford|Focus|SE Hatchback|Excellent Price|$374 off avg. list price|5785|113892|Pensacola|FL|White|Unknown|no|4|personal
2HGFC3B79HH354279|2017|Honda|Civic|EX-L Coupe CVT|Excellent Price|$1035 off avg. list price|16997|28656|Cincinnati|OH|Black|Black|1|1|personal
5XXGT4L38KG342560|2019|Kia|Optima|LX|Great Price|$609 off avg. list price|15495|22348|Carson|CA|Silver|Black|no|1|fleet
1FDWF36L0XEC60001|1999|Ford|Super Duty F-350 Chassis Cab|Reg Cab 141" WB XL|Excellent Price|$796 off avg. list price|4900|119410|Rushville|IN|White|Gray|no|10|personal
1N4AL3AP6FN921388|2015|Nissan|Altima|2.5 S|Excellent Price||10275|62260|Webster|TX|White|Beige|no|1|personal
5XXGM4A78FG450413|2015|Kia|Optima|LX|Excellent Price|$756 off avg. list price|9998|76168|Metairie|LA|White|Beige|1|1|personal
5NPD84LF8HH181199|2017|Hyundai|Elantra|Value Edition 2.0L Sedan Automatic|Excellent Price||11995|43940|Plano|TX|Red|Black|no|2|personal
KMHD84LF2KU737113|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$184 off avg. list price|12777|38804|Phoenix|AZ|Red|Gray|no|1|personal
3GNAXUEV8LS506479|2020|Chevrolet|Equinox|LT with 1LT AWD|Great Price|$395 off avg. list price|23900|14225|Watertown|NY|Blue|Black|no|1|personal
JA4NW61S93J039055|2003|Mitsubishi|Montero|20th Anniversary|Excellent Price|$942 off avg. list price|7710|109881|Columbia|SC|Black|Black|no|2|personal
5N1DR2MN5KC595983|2019|Nissan|Pathfinder|SV FWD|Excellent Price|$1303 off avg. list price|18999|28960|Phoenix|AZ|Gray|Black|1|1|fleet
5N1AT2MV7HC844149|2017|Nissan|Rogue|2017.5 SV AWD|Excellent Price|$803 off avg. list price|17980|27011|Burbank|IL|Gray|Black|no|1|personal
1N4BL4EV6KC158524|2019|Nissan|Altima|SL FWD|Great Price||17987|26129|Amarillo|TX|Gray|Black|no|1|personal
5N1AR2MM9GC622524|2016|Nissan|Pathfinder|SV 4WD|Excellent Price||17000|56998|Manor|TX|Blue|Black|no|2|personal
WDCTG4GB0JJ441253|2018|Mercedes-Benz|GLA|GLA 250 4MATIC|Fair Price|$55 off avg. list price|27822|8740|Fishers|IN|White|Black|no|1|personal
KNMAT2MVXHP511876|2017|Nissan|Rogue|SV AWD|Great Price|$328 off avg. list price|17443|28338|Harrisburg|PA|White|Black|no|1|personal
WBAVM1C52FV317004|2015|BMW|X1|sDrive28i RWD|Excellent Price||11650|60687|Houston|TX|Gray|Black|1|2|personal
KNMAT2MV5HP522803|2017|Nissan|Rogue|S AWD|Great Price|$556 off avg. list price|15947|46022|Easton|PA|Black|Black|no|1|personal
1GKLRNED3AJ165892|2010|GMC|Acadia|FWD 4dr SLT2|Excellent Price||6995|149939|Dallas|TX|White|Beige|no|4|personal
5FNYF28747B037059|2007|Honda|Pilot|EX-L with Navigation FWD|Excellent Price|$515 off avg. list price|3652|188664|Tooele|UT|White|Green|no|2|personal
KNDJP3A50E7025457|2014|Kia|Soul|+ Automatic|Excellent Price|$564 off avg. list price|9498|73235|Bellflower|CA|White|Black|no|2|personal
5NPD74LFXHH138485|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Great Price|$323 off avg. list price|8999|79922|Baltimore|MD|Blue|Gray|no|3|personal
3N1AB7AP9KY215522|2019|Nissan|Sentra|S CVT|Great Price|$299 off avg. list price|13988|36123|Olympia|WA|White|Black|no|1|personal
3C6UR5DL9KG625902|2019|Ram|2500|Big Horn Crew Cab 6'4" Box 4WD|Fair Price|$89 off avg. list price|42600|47585|Mobile|AL|White|Black|no|1|personal
1N4AL3APXDC187363|2013|Nissan|Altima|2.5 SV Sedan|Excellent Price|$453 off avg. list price|7159|110014|Ocala|FL|Red|Black|no|1|personal
3C6UR5DJ1KG698003|2019|Ram|2500|Big Horn Crew Cab 6'4" Box 4WD|Great Price|$840 off avg. list price|38500|11964|Phoenix|AZ|Red|Black|no|1|personal
1FM5K7DH5HGA73355|2017|Ford|Explorer|XLT FWD|Excellent Price|$2934 off avg. list price|12995|134482|Raleigh|NC|Red|Black|3|1|personal
5NMS2CAD3KH077180|2019|Hyundai|Santa Fe|SE 2.4L AWD|Great Price||20495|19517|Conroe|TX|Gray|Unknown|no|1|personal
KNDJP3A51K7681825|2019|Kia|Soul|+ Automatic|Fair Price|$39 off avg. list price|12899|29510|Margate|FL|White|Black|no|1|personal
3N1AB7AP3FY353627|2015|Nissan|Sentra|S CVT|Excellent Price|$793 off avg. list price|6221|74514|Longwood|FL|Black|Black|no|1|personal
KNMAT2MT2KP536311|2019|Nissan|Rogue|SV FWD|Great Price|$506 off avg. list price|17889|35258|Columbia|SC|Gray|Black|no|1|personal
JM1GJ1V55E1113742|2014|Mazda|Mazda6|i Touring Automatic|Excellent Price|$1006 off avg. list price|8997|106072|Bend|OR|Gray|Black|no|1|personal
JM3KFADL0H0128646|2017|Mazda|CX-5|Grand Touring FWD|Great Price||19499|37676|Conroe|TX|Gray|Black|no|1|fleet
1C4HJXEG9KW563126|2019|Jeep|Wrangler|Unlimited Moab|Great Price|$983 off avg. list price|39950|16311|Mount Vernon|WA|White|Black|no||personal
1C6RR6TT0KS697206|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 2WD|Excellent Price|$1518 off avg. list price|27994|12132|Little Rock|AR|Silver|Black|no|1|personal
JN8AT2MT8HW140774|2017|Nissan|Rogue|S FWD|Excellent Price|$706 off avg. list price|14577|46103|Dickson|TN|Gray|Black|no|2|personal
1N6AD0ER4KN768860|2019|Nissan|Frontier|SL Crew Cab 2WD Automatic|Great Price|$843 off avg. list price|23410|14669|Montclair|CA|White|Gray|no|1|personal
1C6RR7TTXKS659147|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 4WD|Excellent Price|$1381 off avg. list price|30727|21785|Muncie|IN|Silver|Black|no|1|personal
55SWF4KB4HU202320|2017|Mercedes-Benz|C-Class|C 300 4MATIC Sedan|Excellent Price|$1111 off avg. list price|20499|40356|Norristown|PA|Gray|Beige|1|2|fleet
WMWSU3C5XBT182097|2011|MINI|Hardtop|Hardtop 2-Door|Excellent Price|$1080 off avg. list price|5790|99545|Philadelphia|PA|White|Black|no|3|personal
4JGDF6EEXHA828274|2017|Mercedes-Benz|GLS|GLS 450 4MATIC|Great Price|$1404 off avg. list price|42987|33252|Barrington|IL|White|Brown|no|1|personal
1GNSKHKC4KR381530|2019|Chevrolet|Suburban|LT 4WD|Fair Price|$139 off avg. list price|46669|17348|Wendell|NC|Silver|Black|no|1|personal
JHLRD1864WC058181|1998|Honda|CR-V|EX 4WD Automatic|Excellent Price|$1558 off avg. list price|6995|28612|Bensenville|IL|Silver|Gray|no|1|personal
5TDYK3DCXGS695761|2016|Toyota|Sienna|XLE 8-Passenger FWD|||16999|36576|Woods Cross|UT|Beige|Unknown|no|1|personal
1J8GR48K08C234319|2008|Jeep|Grand Cherokee|Laredo 4WD|Excellent Price|$743 off avg. list price|4995|123826|Clearwater|FL|Black|Gray|1|2|personal
1N4BL4EV9KC191081|2019|Nissan|Altima|SL FWD|Great Price|$332 off avg. list price|19277|39437|Michigan City|IN|Gray|Black|no|1|personal
1N4BL4EVXKC195575|2019|Nissan|Altima|SL FWD|Great Price|$621 off avg. list price|19995|36181|Fresno|CA|Black|Black|no|1|fleet
4T1BF3EK3BU615927|2011|Toyota|Camry|I4 Automatic|Excellent Price|$908 off avg. list price|5499|167256|Greensboro|NC|Blue|Unknown|2|2|personal
2G1WB5EK4A1217528|2010|Chevrolet|Impala|LT|Excellent Price|$512 off avg. list price|5575|124783|Puyallup|WA|Black|Black|no|3|personal
1D4GP25B25B320645|2005|Dodge|Caravan|SE SWB|Excellent Price|$405 off avg. list price|1999|169644|Tulsa|OK|Black|Brown|no|3|personal
1FTEW1C45KKC52696|2019|Ford|F-150|XLT SuperCrew 5.5' Box 2WD|||30000|28797|Little Rock|AR|Gray|Gray|no|1|personal
WDDWF4JB8JR398898|2018|Mercedes-Benz|C-Class|C 300 Sedan RWD|Excellent Price||22700|16828|Plano|TX|White|Black|no|1|personal
2G61M5S37K9150521|2019|Cadillac|XTS|Luxury FWD|Great Price|$974 off avg. list price|25498|29639|Jacksonville|NC|Black|Black|no|1|personal
4T1B11HK9KU285323|2019|Toyota|Camry|SE Automatic|Great Price|$633 off avg. list price|20250|7804|Lugoff|SC|Red|Black|no|1|personal
3FA6P0RU4KR235831|2019|Ford|Fusion|Hybrid Titanium FWD|Great Price|$435 off avg. list price|18989|21088|Parma|OH|Black|Unknown|no|1|personal
KNMAT2MV5KP507094|2019|Nissan|Rogue|SV AWD|Great Price|$575 off avg. list price|18518|28244|Sevierville|TN|Black|Black|no|1|personal
KNDJP3A54G7375452|2016|Kia|Soul|! Automatic|Excellent Price|$1502 off avg. list price|13654|40200|Tulsa|OK|Gray|Gray|no|1|personal
5NPD84LF3KH428166|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$584 off avg. list price|11779|36347|Conyers|GA|Silver|Black|no|1|personal
1N4AL3AP9JC115906|2018|Nissan|Altima|2.5 S|Excellent Price|$1940 off avg. list price|10777|74300|Las Vegas|NV|Black|Black|no|1|fleet
NM0LS7F70F1215107|2015|Ford|Transit Connect Van|XLT LWB|Excellent Price|$930 off avg. list price|9850|102492|Chantilly|VA|White|Gray|1|1|personal
5NPD84LF6HH119834|2017|Hyundai|Elantra|Value Edition 2.0L Sedan Automatic|Great Price||12500|40658|Houston|TX|Black|Beige|2|1|personal
KM8J3CA21HU401313|2017|Hyundai|Tucson|Sport AWD|Excellent Price||18980|16719|Stafford|TX|Red|Black|no|1|personal
1GNSKHKC9KR377540|2019|Chevrolet|Suburban|LT 4WD|Great Price|$391 off avg. list price|45000|31084|Colville|WA|Black|Black|no|1|personal
1N4BL4CV1KC150849|2019|Nissan|Altima|SR FWD|Excellent Price|$1010 off avg. list price|16495|20259|Dumfries|VA|White|Black|no|1|personal
1C6RR6TT6KS512382|2019|Ram|1500 Classic|Big Horn Crew Cab 6'4" Box 2WD|Excellent Price|$1228 off avg. list price|27998|13828|Henderson|TN|Silver|Black|no|1|personal
5NPE24AF8HH490549|2017|Hyundai|Sonata|Base 2.4L (PZEV)|Excellent Price|$1518 off avg. list price|10500|74750|San Jose|CA|White|Gray|no|2|personal
19UUA5649XA044946|1999|Acura|TL|3.2L|Excellent Price|$421 off avg. list price|2746|155209|Puyallup|WA|Black|Beige|1|5|fleet
JTEBU5JRXK5647322|2019|Toyota|4Runner|SR5 4WD|Great Price|$849 off avg. list price|29987|25441|Jacksonville|FL|White|Beige|no|1|personal
5NPD84LF5KH485517|2019|Hyundai|Elantra|SEL 2.0L Automatic|Great Price|$347 off avg. list price|15977|21023|Greeley|CO|Blue|Gray|no|1|personal
3TMDZ5BN4GM001303|2016|Toyota|Tacoma|TRD Off Road Double Cab 6.1' Bed V6 4WD Automatic|Excellent Price|$2783 off avg. list price|24995|72546|Huntington Station|NY|Black|Red|no|1|personal
5NPDH4AE6GH773581|2016|Hyundai|Elantra|SE Sedan Automatic|Excellent Price|$671 off avg. list price|5500|78395|Orlando|FL|White|Beige|1|3|fleet
5N1DL0MN9HC516913|2017|INFINITI|QX60|3.5 FWD|Great Price|$638 off avg. list price|24000|30580|Melbourne|FL|Black|Gray|no|1|personal
JN8AZ1MW7AW140239|2010|Nissan|Murano|SL AWD|Excellent Price|$1094 off avg. list price|6500|159619|Ansonia|CT|Silver|Black|1|3|personal
KNDMC233176011087|2007|Hyundai|Entourage|GLS|Excellent Price|$459 off avg. list price|3500|153536|King George|VA|Black|Beige|1|2|personal
5NMS3CAD9KH007292|2019|Hyundai|Santa Fe|SEL 2.4L AWD|Excellent Price|$1518 off avg. list price|21249|23235|Bloomfield|NJ|Gray|Unknown|1|1|personal
1FDWE3FL0FDA30322|2015|Ford|Econoline Commercial Cutaway|E-350 138" DRW|Excellent Price|$5378 off avg. list price|22500|32384|Hiawatha|IA|White|Unknown|no|1|personal
4T1B61HK7KU216373|2019|Toyota|Camry|XSE Automatic|Excellent Price|$1205 off avg. list price|28977|13830|Madison|TN|White|Red|no|1|personal
3GKALMEV7KL315511|2019|GMC|Terrain|SLE FWD|Excellent Price|$1734 off avg. list price|19988|3937|Valencia|CA|White|Black|no|1|personal
