vin,year,make,model,trim,pricecategory,price,mileage,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,cartype,ReliabilityRank,CostOfLivingRank,CostOfLivingIndex,TransportationIndex,BrandPercentSales,BrandAvgDaysToTurn,CarClass,ReviewScore,AvgMPG
2T2BZMCA3HC134167,2017,LEXUS,RX,RX 350 AWD,EXCELLENT PRICE,30485,34390,ENGLEWOOD,NJ,WHITE,BLACK,0,1,PERSONAL,Y,SUV,2.0,43,122.4,108.7,1.6699578894174951,54.30769230769231,,,
1HGCR2F32HA132393,2017,HONDA,ACCORD,LX SEDAN CVT,GREAT PRICE,16399,33876,SEA GIRT,NJ,BLACK,GRAY,0,1,PERSONAL,Y,SEDAN,18.0,43,122.4,108.7,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
2CNDL13F686310764,2008,CHEVROLET,EQUINOX,LS AWD,EXCELLENT PRICE,5995,107328,SEATTLE,WA,SILVER,GRAY,1,4,FLEET,Y,SUV,9.0,39,112.2,118.6,11.692583720044867,78.23076923076923,AFFORDABLE COMPACT SUVS,8.4,29.0
3GYEK62N44G325211,2004,CADILLAC,ESCALADE EXT,AWD,NAN,5995,175103,WESTMINSTER,CO,BLACK,GRAY,0,2,PERSONAL,N,PICKUP,12.0,33,103.2,105.8,0.8453554773218747,80.23076923076923,,,
1C4HJXDN0KW594572,2019,JEEP,WRANGLER,UNLIMITED SPORT S,EXCELLENT PRICE,33000,13684,MATTOON,IL,BLACK,BLACK,0,1,PERSONAL,Y,SUV,26.0,9,89.7,104.8,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.1,21.0
2T2ZK1BA1AC040782,2010,LEXUS,RX,RX 350 FWD,EXCELLENT PRICE,10323,111940,PLANO,TX,BLACK,GRAY,0,2,PERSONAL,N,SUV,2.0,14,91.7,91.1,1.6699578894174951,54.30769230769231,,,
2T2ZZMCA4HC044881,2017,LEXUS,RX,RX 350 FWD,EXCELLENT PRICE,25000,71300,INDIANAPOLIS,IN,WHITE,BLACK,0,1,PERSONAL,Y,SUV,2.0,7,89.5,98.3,1.6699578894174951,54.30769230769231,,,
WA1LGAFE7DD000359,2013,AUDI,Q7,PREMIUM PLUS 3.0T QUATTRO,EXCELLENT PRICE,12995,100789,KENNESAW,GA,GRAY,BLACK,0,2,PERSONAL,Y,SUV,15.0,10,90.0,96.4,1.2036513555233697,55.38461538461539,LUXURY MIDSIZE SUVS,8.1,22.0
5NPD84LF1KH432944,2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,GREAT PRICE,15000,30271,ALEXANDER CITY,AL,GRAY,BLACK,1,1,PERSONAL,Y,HATCHBACK,13.0,8,89.6,93.2,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
3C4NJDDB4KT665298,2019,JEEP,COMPASS,TRAILHAWK 4WD,GREAT PRICE,19900,34699,FORT WORTH,TX,BLACK,BLACK,0,1,PERSONAL,N,SUV,26.0,14,91.7,91.1,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.0,27.5
KM8J23A40KU925970,2019,HYUNDAI,TUCSON,SE FWD,GREAT PRICE,16000,32448,HOUSTON,TX,SILVER,GRAY,0,1,PERSONAL,N,SUV,13.0,14,91.7,91.1,4.156328806440607,79.07692307692308,AFFORDABLE COMPACT SUVS,7.9,26.5
2HGFB2F57EH518775,2014,HONDA,CIVIC,LX SEDAN CVT,EXCELLENT PRICE,7500,139335,MURFREESBORO,TN,BLUE,UNKNOWN,0,2,FLEET,Y,SEDAN,18.0,11,90.0,87.9,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
1GNSKHKC8KR160190,2019,CHEVROLET,SUBURBAN,LT 4WD,GREAT PRICE,37999,42320,SAN DIEGO,CA,BLACK,BLACK,0,1,FLEET,Y,SUV,9.0,49,142.7,133.0,11.692583720044867,78.23076923076923,AFFORDABLE LARGE SUVS,7.6,18.5
4JGCB6FB0AA101890,2010,MERCEDES-BENZ,RCLASS,R 350 4MATIC,EXCELLENT PRICE,9980,92628,CONWAY,SC,WHITE,GRAY,1,5,PERSONAL,Y,WAGON,22.0,23,95.5,92.9,2.208680273976825,57.92307692307692,,,
1N4BL4BV7KN312974,2019,NISSAN,ALTIMA,S FWD,GREAT PRICE,17595,11377,O'FALLON,IL,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,9,89.7,104.8,6.28802759768661,76.23076923076923,AFFORDABLE MIDSIZE CARS,7.7,33.5
JN8AY2ND5K9089331,2019,NISSAN,ARMADA,SL RWD,EXCELLENT PRICE,32050,36706,STAFFORD,TX,BLACK,BLACK,0,1,PERSONAL,N,SUV,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE LARGE SUVS,7.4,16.5
4JGDA5HB0HA908905,2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,GREAT PRICE,36900,9900,FLORHAM PARK,NJ,BLACK,BLACK,0,1,PERSONAL,Y,SUV,22.0,43,122.4,108.7,2.208680273976825,57.92307692307692,,,
5XXGT4L3XLG381989,2020,KIA,OPTIMA,LX AUTOMATIC,GREAT PRICE,18557,2537,BARRE,VT,GRAY,BLACK,0,1,PERSONAL,Y,SEDAN,14.0,41,116.7,116.4,3.9890632445645786,73.38461538461539,AFFORDABLE MIDSIZE CARS,8.4,28.5
2C4RDGCG8KR513843,2019,DODGE,GRAND CARAVAN,SXT,GREAT PRICE,14980,40614,AUSTIN,TX,GRAY,BLACK,0,1,PERSONAL,N,VAN/MINIVAN,25.0,14,91.7,91.1,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
5TDBY5G11KS168775,2019,TOYOTA,SEQUOIA,SR5 4WD,EXCELLENT PRICE,37991,1830,SPRING,TX,SILVER,GRAY,0,1,PERSONAL,N,SUV,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,AFFORDABLE LARGE SUVS,7.8,15.0
KNMAT2MT7KP540368,2019,NISSAN,ROGUE,SV FWD,GREAT PRICE,15884,40795,HOUSTON,TX,WHITE,BLACK,0,1,PERSONAL,N,SUV,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
5N1AT2MT7KC705306,2019,NISSAN,ROGUE,SV FWD,GREAT PRICE,18990,22709,SACRAMENTO,CA,BLUE,BLACK,0,1,PERSONAL,Y,SUV,16.0,49,142.7,133.0,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
3N1AB7AP9KY279558,2019,NISSAN,SENTRA,SV CVT,GREAT PRICE,12489,35640,ORLANDO,FL,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,27,99.2,98.7,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
KMHD84LF0KU746828,2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,GREAT PRICE,13901,38427,GREENWOOD,IN,GRAY,GRAY,0,1,PERSONAL,Y,HATCHBACK,13.0,7,89.5,98.3,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
WDDZF4KB2HA022069,2017,MERCEDES-BENZ,ECLASS,E 300 SPORT 4MATIC SEDAN,EXCELLENT PRICE,31995,26028,PORTLAND,OR,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,22.0,48,134.3,133.2,2.208680273976825,57.92307692307692,,,
3KPFL4A75JE201325,2018,KIA,FORTE,LX SEDAN AUTOMATIC,EXCELLENT PRICE,10025,75652,COLUMBIA,SC,WHITE,BLACK,0,2,PERSONAL,Y,SEDAN,14.0,23,95.5,92.9,3.9890632445645786,73.38461538461539,AFFORDABLE SMALL CARS,8.4,36.0
4JGDA5HB7HA931579,2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,GREAT PRICE,33880,23123,BELLEVUE,WA,WHITE,BEIGE,0,1,PERSONAL,Y,SUV,22.0,39,112.2,118.6,2.208680273976825,57.92307692307692,,,
5NPD84LF4KH467817,2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,EXCELLENT PRICE,13000,29955,BOERNE,TX,GRAY,GRAY,0,1,PERSONAL,N,HATCHBACK,13.0,14,91.7,91.1,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.1,31.0
WDCTG4GB9JU000221,2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,GREAT PRICE,27500,13016,HOFFMAN ESTATES,IL,WHITE,BLACK,0,1,PERSONAL,Y,SUV,22.0,9,89.7,104.8,2.208680273976825,57.92307692307692,,,
3N1CN7AP7EL816333,2014,NISSAN,VERSA,1.6 S MANUAL,NAN,4695,73345,LAS VEGAS,NV,BLACK,BLACK,0,2,PERSONAL,N,SEDAN,16.0,38,108.8,120.4,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,6.9,35.0
2G1WW12E359274452,2005,CHEVROLET,MONTE CARLO,LS,EXCELLENT PRICE,3700,116483,ELMHURST,IL,SILVER,BLACK,0,1,PERSONAL,Y,COUPE,9.0,9,89.7,104.8,11.692583720044867,78.23076923076923,,,
3C4NJCCB8KT659905,2019,JEEP,COMPASS,LIMITED FWD,EXCELLENT PRICE,17220,27315,FONTANA,CA,SILVER,BLACK,0,1,PERSONAL,Y,SUV,26.0,49,142.7,133.0,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.0,27.5
3C4NJDDBXKT665368,2019,JEEP,COMPASS,TRAILHAWK 4WD,EXCELLENT PRICE,18688,36371,HOUSTON,TX,BLACK,BLACK,0,1,PERSONAL,N,SUV,26.0,14,91.7,91.1,5.534839958792396,74.23076923076923,AFFORDABLE COMPACT SUVS,7.0,27.5
5N1AT2MV7KC749713,2019,NISSAN,ROGUE,SV AWD,EXCELLENT PRICE,20000,17496,ORLANDO,FL,SILVER,UNKNOWN,0,1,PERSONAL,Y,SUV,16.0,27,99.2,98.7,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
3GNAXUEV3LS508558,2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,EXCELLENT PRICE,20000,20265,OMAHA,NE,GRAY,BLACK,0,1,PERSONAL,Y,SUV,9.0,17,92.8,94.4,11.692583720044867,78.23076923076923,AFFORDABLE COMPACT SUVS,8.4,29.0
3C6UR5DJXKG696850,2019,RAM,2500,"BIG HORN CREW CAB 6'4"" BOX 4WD",GREAT PRICE,42500,9074,JACKSONVILLE,FL,WHITE,BLACK,0,1,PERSONAL,Y,PICKUP,19.0,27,99.2,98.7,4.144945910843808,98.15384615384616,,,
2C3CCAEG7KH722634,2019,CHRYSLER,300,LIMITED RWD,EXCELLENT PRICE,23454,7831,YULEE,FL,RED,BLACK,0,1,PERSONAL,Y,SEDAN,31.0,27,99.2,98.7,0.6898618253052382,94.76923076923077,AFFORDABLE LARGE CARS,8.0,20.5
4JGDA5HB1HA914020,2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,GREAT PRICE,39206,23834,ROCKLIN,CA,GRAY,BLACK,0,1,PERSONAL,Y,SUV,22.0,49,142.7,133.0,2.208680273976825,57.92307692307692,,,
WBALL5C54DJ103976,2013,BMW,Z4,ROADSTER SDRIVE28I,EXCELLENT PRICE,13500,105604,PHOENIX,AZ,BLACK,ORANGE,0,5,PERSONAL,Y,CONVERTIBLE,8.0,29,100.1,105.6,1.7781767945930906,74.0,LUXURY SPORTS CARS,7.7,28.5
JN8AT2MT3KW504817,2019,NISSAN,ROGUE,SV FWD (ALT),GREAT PRICE,15995,39236,ARLINGTON,TX,WHITE,BLACK,1,1,PERSONAL,N,SUV,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
1HGCR2F58HA170552,2017,HONDA,ACCORD,SPORT SEDAN CVT,EXCELLENT PRICE,17477,25907,ROCKVILLE,MD,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,18.0,45,128.0,102.1,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
4JGDA5HB3HA881862,2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,EXCELLENT PRICE,24495,54288,GREAT NECK,NY,BLACK,BLACK,0,2,PERSONAL,Y,SUV,22.0,50,155.9,110.8,2.208680273976825,57.92307692307692,,,
1FM5K8GT9KGA10420,2019,FORD,EXPLORER,SPORT 4WD,EXCELLENT PRICE,31999,22950,WOODS CROSS,UT,BLACK,UNKNOWN,2,1,PERSONAL,Y,SUV,10.0,26,96.9,105.3,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE SUVS,7.3,20.5
1GAZGPFGXK1245023,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,23999,23437,CARTERSVILLE,GA,WHITE,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,10,90.0,96.4,11.692583720044867,78.23076923076923,,,
KM8J3CA40HU591753,2017,HYUNDAI,TUCSON,SE AWD,EXCELLENT PRICE,15995,16558,ENGLEWOOD,CO,BLACK,BLACK,0,1,PERSONAL,Y,SUV,13.0,33,103.2,105.8,4.156328806440607,79.07692307692308,AFFORDABLE COMPACT SUVS,7.9,26.5
1HGCR2F31HA247910,2017,HONDA,ACCORD,LX SEDAN CVT,EXCELLENT PRICE,15477,36222,MICHIGAN CITY,IN,BLUE,BLACK,1,2,PERSONAL,Y,SEDAN,18.0,7,89.5,98.3,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
3FA6P0D92KR123872,2019,FORD,FUSION,TITANIUM AWD,EXCELLENT PRICE,20999,41754,PRINCETON,WV,BLACK,BLACK,1,1,PERSONAL,Y,SEDAN,10.0,16,92.4,83.4,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
1C6RR7TT1KS541035,2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",EXCELLENT PRICE,27999,22330,HAYWARD,CA,WHITE,BLACK,0,1,PERSONAL,Y,PICKUP,19.0,49,142.7,133.0,4.144945910843808,98.15384615384616,,,
5N1DR2MM2KC643138,2019,NISSAN,PATHFINDER,SV 4WD,EXCELLENT PRICE,22399,29039,MYRTLE BEACH,SC,GRAY,BLACK,0,1,PERSONAL,Y,SUV,16.0,23,95.5,92.9,6.28802759768661,76.23076923076923,AFFORDABLE MIDSIZE SUVS,7.4,23.5
5XXGT4L36LG429035,2020,KIA,OPTIMA,LX AUTOMATIC,GREAT PRICE,17990,5452,GAINESVILLE,FL,GRAY,BLACK,0,1,PERSONAL,Y,SEDAN,14.0,27,99.2,98.7,3.9890632445645786,73.38461538461539,AFFORDABLE MIDSIZE CARS,8.4,28.5
1GNSKBKC7KR361835,2019,CHEVROLET,TAHOE,LT 4WD,GREAT PRICE,42500,23867,SCOTTSDALE,AZ,SILVER,BLACK,0,1,PERSONAL,Y,SUV,9.0,29,100.1,105.6,11.692583720044867,78.23076923076923,AFFORDABLE LARGE SUVS,7.9,18.5
19XFC2F50HE209872,2017,HONDA,CIVIC,LX SEDAN CVT,EXCELLENT PRICE,14962,31228,PATCHOGUE,NY,WHITE,GRAY,0,1,PERSONAL,Y,SEDAN,18.0,50,155.9,110.8,8.336902292535045,48.69230769230769,AFFORDABLE SMALL CARS,8.2,34.0
1GNSKHKC1KR175825,2019,CHEVROLET,SUBURBAN,LT 4WD,EXCELLENT PRICE,39654,31885,GLADSTONE,OR,WHITE,BLACK,0,1,PERSONAL,Y,SUV,9.0,48,134.3,133.2,11.692583720044867,78.23076923076923,AFFORDABLE LARGE SUVS,7.6,18.5
1HGCT1B43HA000690,2017,HONDA,ACCORD,LX-S WITH HONDA SENSING COUPE CVT,EXCELLENT PRICE,13985,54961,DULUTH,GA,WHITE,UNKNOWN,0,1,FLEET,Y,SEDAN,18.0,10,90.0,96.4,8.336902292535045,48.69230769230769,AFFORDABLE MIDSIZE CARS,8.1,34.0
5TDZA22C26S411610,2006,TOYOTA,SIENNA,XLE 7-PASSENGER FWD,EXCELLENT PRICE,2495,210678,ANTIOCH,IL,WHITE,BEIGE,1,3,FLEET,Y,VAN/MINIVAN,5.0,9,89.7,104.8,12.1872269830779,43.23076923076923,MINIVANS,8.1,23.0
3N1AB7AP8KY265134,2019,NISSAN,SENTRA,S CVT,EXCELLENT PRICE,11988,42091,GEORGETOWN,TX,GRAY,BLACK,0,1,PERSONAL,N,SEDAN,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
3N1AB7AP9KY279124,2019,NISSAN,SENTRA,SV CVT,GREAT PRICE,12724,36475,SEVIERVILLE,TN,SILVER,BLACK,0,0,PERSONAL,Y,SEDAN,16.0,11,90.0,87.9,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
1GCRYDED8LZ134905,2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,GREAT PRICE,32885,15331,LUMBERTON,NJ,BLACK,BLACK,0,1,PERSONAL,Y,PICKUP,9.0,43,122.4,108.7,11.692583720044867,78.23076923076923,FULL SIZE TRUCKS,8.4,21.5
3N1CN7AP8KL838496,2019,NISSAN,VERSA,SV SEDAN CVT,EXCELLENT PRICE,11700,6517,VIRGINIA BEACH,VA,GRAY,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,31,101.4,93.8,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,6.9,35.0
2C4RDGCG9KR723285,2019,DODGE,GRAND CARAVAN,SXT,EXCELLENT PRICE,17750,18949,GILBERT,AZ,WHITE,BLACK,1,1,PERSONAL,Y,VAN/MINIVAN,25.0,29,100.1,105.6,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
3FA6P0LU6KR204671,2019,FORD,FUSION,HYBRID SE FWD,GREAT PRICE,15993,37025,TULSA,OK,WHITE,UNKNOWN,0,1,PERSONAL,Y,SEDAN,10.0,3,86.7,93.0,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
KNMAT2MTXKP544933,2019,NISSAN,ROGUE,SV FWD,GREAT PRICE,17999,37468,FT. MYERS,FL,WHITE,BLACK,0,1,PERSONAL,Y,SUV,16.0,27,99.2,98.7,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
2D4RN3D16AR389444,2010,DODGE,GRAND CARAVAN,HERO,NAN,4000,127738,CAPE CORAL,FL,SILVER,GRAY,1,1,PERSONAL,N,VAN/MINIVAN,25.0,27,99.2,98.7,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
4T1B11HK4KU693308,2019,TOYOTA,CAMRY,SE AUTOMATIC,EXCELLENT PRICE,17700,36868,BOERNE,TX,SILVER,BLACK,0,1,PERSONAL,N,SEDAN,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
JN8AS5MT5FW164354,2015,NISSAN,ROGUE SELECT,S FWD,EXCELLENT PRICE,7995,83162,RALEIGH,NC,WHITE,GRAY,0,2,PERSONAL,Y,SUV,16.0,22,95.5,93.6,6.28802759768661,76.23076923076923,,,
1GAZGPFG4K1209960,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,EXCELLENT PRICE,23651,18643,LAKEWOOD,NJ,WHITE,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,43,122.4,108.7,11.692583720044867,78.23076923076923,,,
4T1B11HK6KU256488,2019,TOYOTA,CAMRY,LE AUTOMATIC,EXCELLENT PRICE,16499,36408,BOURBONNAIS,IL,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,5.0,9,89.7,104.8,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
KNDJP3A54K7646244,2019,KIA,SOUL,+ AUTOMATIC,GREAT PRICE,15273,18430,FT. WALTON BEACH,FL,BLUE,BLACK,0,1,PERSONAL,Y,WAGON,14.0,27,99.2,98.7,3.9890632445645786,73.38461538461539,AFFORDABLE SMALL CARS,8.5,28.5
3N1AB7AP7KL620260,2019,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,12099,29667,VICTORVILLE,CA,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,16.0,49,142.7,133.0,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
2C4RDGCG7KR636131,2019,DODGE,GRAND CARAVAN,SXT,GREAT PRICE,18467,31523,LITTLETON,CO,BLUE,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,33,103.2,105.8,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
55SWF4JBXHU196606,2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,EXCELLENT PRICE,21885,31777,HENDERSON,NV,WHITE,BEIGE,0,1,PERSONAL,Y,SEDAN,22.0,38,108.8,120.4,2.208680273976825,57.92307692307692,,,
1G1ZD5STXKF139075,2019,CHEVROLET,MALIBU,LT WITH 1LT,EXCELLENT PRICE,12900,35333,PALM BEACH GARDENS,FL,BLACK,BLACK,0,1,PERSONAL,Y,SEDAN,9.0,27,99.2,98.7,11.692583720044867,78.23076923076923,AFFORDABLE MIDSIZE CARS,7.8,32.5
55SWF4JB1HU184845,2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,EXCELLENT PRICE,19998,31325,PALMETTO BAY,FL,RED,BLACK,1,1,PERSONAL,Y,SEDAN,22.0,27,99.2,98.7,2.208680273976825,57.92307692307692,,,
2C4RDGCG8KR580636,2019,DODGE,GRAND CARAVAN,SXT,GREAT PRICE,17995,35827,PRICE,UT,SILVER,BLACK,0,1,FLEET,Y,VAN/MINIVAN,25.0,26,96.9,105.3,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
2FMDK3KC1DBE31080,2013,FORD,EDGE,LIMITED FWD,NAN,7195,140464,PLANTATION,FL,BLACK,BLACK,0,2,PERSONAL,N,SUV,10.0,27,99.2,98.7,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE SUVS,7.9,25.5
5YFEPRAE1LP011437,2020,TOYOTA,COROLLA,LE CVT,GREAT PRICE,16988,20430,NORTH DARTMOUTH,MA,WHITE,BLACK,0,1,PERSONAL,Y,HATCHBACK,5.0,47,129.7,111.9,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
1C6RR6TT5KS686802,2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",EXCELLENT PRICE,27598,11428,FORT SMITH,AR,WHITE,BLACK,0,1,PERSONAL,Y,PICKUP,19.0,5,88.2,89.8,4.144945910843808,98.15384615384616,,,
3N1AB7AP9HY359399,2017,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,10499,30815,HUMBLE,TX,SILVER,BLACK,1,1,PERSONAL,N,SEDAN,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
3GNCA23B59S591829,2009,CHEVROLET,HHR,LT WITH 1LT,EXCELLENT PRICE,4899,100058,TEMPE,AZ,RED,BEIGE,0,2,PERSONAL,Y,WAGON,9.0,29,100.1,105.6,11.692583720044867,78.23076923076923,,,
3FA6P0LU1KR181977,2019,FORD,FUSION,HYBRID SE FWD,GREAT PRICE,15784,32763,SANTA CLARA,CA,WHITE,BLACK,0,1,PERSONAL,Y,SEDAN,10.0,49,142.7,133.0,13.832688602095642,71.61538461538461,AFFORDABLE MIDSIZE CARS,8.2,26.0
5XXGT4L32KG371827,2019,KIA,OPTIMA,LX,EXCELLENT PRICE,14677,12635,AKRON,OH,BLUE,BLACK,0,1,PERSONAL,Y,SEDAN,14.0,15,92.1,105.1,3.9890632445645786,73.38461538461539,AFFORDABLE MIDSIZE CARS,8.4,28.5
2T3YF4DV2AW032055,2010,TOYOTA,RAV4,LIMITED I4 FWD,EXCELLENT PRICE,5700,168221,SAN ANTONIO,TX,WHITE,GRAY,2,2,PERSONAL,N,SUV,5.0,14,91.7,91.1,12.1872269830779,43.23076923076923,AFFORDABLE COMPACT SUVS,7.9,30.5
2C4RDGCG7KR545778,2019,DODGE,GRAND CARAVAN,SXT,GREAT PRICE,16000,45034,JACKSONVILLE,FL,BLACK,BLACK,0,1,PERSONAL,Y,VAN/MINIVAN,25.0,27,99.2,98.7,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
KNDJP3A54K7650956,2019,KIA,SOUL,+ AUTOMATIC,GREAT PRICE,13577,33859,HUNTSVILLE,AL,BLUE,BLACK,0,1,FLEET,Y,WAGON,14.0,8,89.6,93.2,3.9890632445645786,73.38461538461539,AFFORDABLE SMALL CARS,8.5,28.5
JTDEPRAE2LJ078083,2020,TOYOTA,COROLLA,LE CVT,GREAT PRICE,18588,6124,HONOLULU,HI,WHITE,GRAY,0,1,PERSONAL,Y,HATCHBACK,5.0,52,197.6,146.6,12.1872269830779,43.23076923076923,HATCHBACKS,7.9,32.0
2C3CCABG4KH569098,2019,CHRYSLER,300,S RWD,EXCELLENT PRICE,22112,27155,FORT SMITH,AR,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,31.0,5,88.2,89.8,0.6898618253052382,94.76923076923077,AFFORDABLE LARGE CARS,8.0,20.5
3N1AB7APXKY417849,2019,NISSAN,SENTRA,SV CVT,EXCELLENT PRICE,13491,11616,HOUSTON,TX,WHITE,BLACK,0,1,PERSONAL,N,SEDAN,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE SMALL CARS,7.2,33.0
2C4RDGCGXKR562235,2019,DODGE,GRAND CARAVAN,SXT,GREAT PRICE,15700,43395,SPRINGFIELD,VA,GRAY,BLACK,0,2,PERSONAL,Y,VAN/MINIVAN,25.0,31,101.4,93.8,2.126715603110482,98.53846153846153,MINIVANS,6.8,21.0
5N1DR2MNXKC605195,2019,NISSAN,PATHFINDER,SL FWD,EXCELLENT PRICE,21970,40657,AUSTIN,TX,GRAY,BLACK,0,1,PERSONAL,N,SUV,16.0,14,91.7,91.1,6.28802759768661,76.23076923076923,AFFORDABLE MIDSIZE SUVS,7.4,23.5
1GAZGPFG2K1175260,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,GREAT PRICE,22500,41460,GRAPEVINE,TX,WHITE,GRAY,0,1,FLEET,N,VAN/MINIVAN,9.0,14,91.7,91.1,11.692583720044867,78.23076923076923,,,
1GAZGPFG0K1297311,2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,GREAT PRICE,23751,30271,OCALA,FL,WHITE,GRAY,0,1,PERSONAL,Y,VAN/MINIVAN,9.0,27,99.2,98.7,11.692583720044867,78.23076923076923,,,
3KPC24A32KE050545,2019,HYUNDAI,ACCENT,SE AUTOMATIC,EXCELLENT PRICE,11995,36011,MINOT,ND,BLUE,BLACK,0,2,PERSONAL,Y,SEDAN,13.0,25,96.5,102.6,4.156328806440607,79.07692307692308,AFFORDABLE SMALL CARS,8.3,33.0
4T1B11HK8KU204764,2019,TOYOTA,CAMRY,LE AUTOMATIC,EXCELLENT PRICE,16499,32508,VICTORVILLE,CA,SILVER,BLACK,0,1,PERSONAL,Y,SEDAN,5.0,49,142.7,133.0,12.1872269830779,43.23076923076923,AFFORDABLE MIDSIZE CARS,8.7,35.0
KNMAT2MT9KP514984,2019,NISSAN,ROGUE,SV FWD,GREAT PRICE,17490,29067,CHANDLER,AZ,BLACK,BLACK,0,1,PERSONAL,Y,SUV,16.0,29,100.1,105.6,6.28802759768661,76.23076923076923,AFFORDABLE COMPACT SUVS,7.4,29.5
