year,make,model,trim,odometer,state,colorexterior,colorinterior,accidenthist,owner,usage,price
2015,AUDI,A4,PREMIUM PLUS SEDAN 2.0T FRONTTRAK CVT,70241,FL,WHITE,BLACK,N,2,FLEET,14251
2019,KIA,SOUL,BASE AUTOMATIC,34080,OK,BLACK,GRAY,N,1,PERSONAL,11748
2019,DODGE,GRAND CARAVAN,SXT,35800,FL,WHITE,BLACK,N,1,PERSONAL,16890
2015,NISSAN,ROGUE,SL AWD,132196,FL,SILVER,BLACK,Y,2,FLEET,7999
2019,NISSAN,FRONTIER,SV CREW CAB 2WD AUTOMATIC,26324,CA,GRAY,GRAY,N,1,PERSONAL,20288
2019,TOYOTA,CAMRY,LE AUTOMATIC,20999,TX,BLUE,BLACK,N,1,PERSONAL,17991
2017,NISSAN,ROGUE,SV AWD,33039,OH,WHITE,BLACK,N,1,PERSONAL,16995
2019,NISSAN,ALTIMA,S FWD,9127,FL,WHITE,BLACK,N,1,PERSONAL,18027
2019,FORD,FIESTA,SE SEDAN,31138,FL,WHITE,BLACK,N,1,PERSONAL,9334
2019,CHEVROLET,SUBURBAN,LT 4WD,33470,TN,GRAY,BLACK,N,1,PERSONAL,40499
2017,MERCEDES-BENZ,CCLASS,C 300 4MATIC SEDAN,50186,NY,SILVER,UNKNOWN,Y,1,PERSONAL,18795
2017,HYUNDAI,TUCSON,SE PLUS FWD,29391,FL,WHITE,BEIGE,N,1,PERSONAL,17398
2019,KIA,SOUL,#NAME?,31235,LA,WHITE,BLACK,N,1,PERSONAL,14234
2019,NISSAN,ROGUE,SV FWD,34113,OK,WHITE,BLACK,N,1,PERSONAL,16782
2019,KIA,OPTIMA,LX,16274,TX,WHITE,BLACK,N,1,FLEET,15820
2020,TOYOTA,COROLLA,LE CVT,2449,AZ,WHITE,BLACK,N,1,PERSONAL,18433
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,28215,NV,WHITE,BEIGE,N,1,PERSONAL,21995
2012,DODGE,GRAND CARAVAN,CREW,87359,VA,WHITE,BLACK,N,3,FLEET,6777
2007,CHEVROLET,TAHOE,LTZ 4WD,127003,HI,BLACK,BLACK,N,6,PERSONAL,10900
2011,FORD,EDGE,LIMITED FWD,96264,CA,SILVER,BROWN,Y,4,FLEET,8495
2019,KIA,SOUL,#NAME?,23349,AR,WHITE,BLACK,N,1,PERSONAL,15361
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,10935,FL,SILVER,GRAY,N,1,FLEET,14995
2015,FORD,ESCAPE,SE FWD,102428,WA,WHITE,BLACK,N,2,FLEET,9888
2020,TOYOTA,COROLLA,LE CVT,13352,OH,TEAL,GRAY,N,1,PERSONAL,15494
2018,NISSAN,SENTRA,S CVT,40578,TX,BLACK,BLACK,N,1,PERSONAL,10899
2010,MAZDA,MAZDA3,I TOURING 4-DOOR AUTOMATIC,92744,TX,GRAY,BLACK,N,1,PERSONAL,6000
2008,SATURN,VUE,FWD 4DR I4 XE,172323,PA,SILVER,GRAY,N,1,PERSONAL,2900
2017,HYUNDAI,ELANTRA,LIMITED 2.0L SEDAN AUTOMATIC,43750,VA,BLACK,BLACK,N,1,FLEET,11802
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,68003,NJ,WHITE,BEIGE,N,1,PERSONAL,24980
2019,NISSAN,PATHFINDER,SV FWD,31210,CA,SILVER,BLACK,N,1,PERSONAL,19295
2018,MERCEDES-BENZ,CLA,CLA 250 FWD,22833,CA,RED,BLACK,N,1,PERSONAL,22988
2005,CHEVROLET,UPLANDER,LS FWD LWB,55989,CA,WHITE,GRAY,N,1,FLEET,6000
2017,MERCEDES-BENZ,ECLASS,E 300 LUXURY SEDAN RWD,25248,CA,GRAY,BROWN,N,1,PERSONAL,29995
2017,HONDA,CIVIC,EX SEDAN CVT,76327,FL,BLUE,BLACK,N,1,PERSONAL,13945
2019,NISSAN,VERSA,SV SEDAN CVT,31545,OR,RED,BLACK,N,1,FLEET,11896
2019,HYUNDAI,TUCSON,SE FWD,32937,TN,BLACK,GRAY,N,1,PERSONAL,16567
2017,LEXUS,RX,RX 350 FWD,34588,TX,SILVER,GRAY,N,1,PERSONAL,33750
2012,BMW,3 SERIES,328I SEDAN,93697,PA,BLACK,UNKNOWN,N,2,PERSONAL,9250
2019,NISSAN,ROGUE,SV FWD,26083,TX,BLACK,BLACK,N,1,PERSONAL,16863
2019,TOYOTA,4RUNNER,SR5 4WD,25646,WA,BLACK,UNKNOWN,N,1,PERSONAL,33744
2019,DODGE,GRAND CARAVAN,SXT,18274,TN,WHITE,BLACK,N,1,PERSONAL,21103
2010,HONDA,ODYSSEY,EX-L WITH REAR ENTERTAINMENT SYSTEM,146653,TN,WHITE,BEIGE,N,2,PERSONAL,6579
2010,SCION,XD,BASE AUTOMATIC,93241,OH,SILVER,BLACK,N,2,PERSONAL,4599
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,39660,NC,BLUE,GRAY,N,2,PERSONAL,14488
2019,CHEVROLET,IMPALA,LT WITH 1LT,32799,NJ,BLACK,BLACK,N,1,PERSONAL,17435
2010,TOYOTA,COROLLA,LE AUTOMATIC,76232,CA,BLACK,GRAY,N,3,PERSONAL,7995
2019,CHEVROLET,IMPALA,LT WITH 1LT,35128,SC,BLACK,BLACK,N,1,PERSONAL,17477
2011,HYUNDAI,SONATA,GLS 2.4L AUTOMATIC (PZEV),99336,AZ,RED,BROWN,N,2,FLEET,6695
2019,CHEVROLET,TAHOE,LT 4WD,21310,NH,WHITE,BLACK,N,1,PERSONAL,45987
2019,HYUNDAI,TUCSON,SE FWD,26686,OR,BLUE,BLACK,N,1,PERSONAL,16988
2019,NISSAN,VERSA,SV SEDAN CVT,8707,CA,WHITE,BLACK,N,1,PERSONAL,11800
2019,DODGE,GRAND CARAVAN,SXT,36794,NV,GRAY,BLACK,N,1,FLEET,17325
2010,FORD,FUSION,SEL FWD,115309,FL,GRAY,BLACK,N,2,PERSONAL,4880
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,31929,CA,GRAY,GRAY,N,1,PERSONAL,14300
2003,HUMMER,H2,SUV,95800,WA,YELLOW,BEIGE,Y,7,FLEET,14995
2019,JEEP,GRAND CHEROKEE,LIMITED 4WD,31406,VA,BLACK,BLACK,N,1,PERSONAL,29397
2020,TOYOTA,COROLLA,LE CVT,32817,TX,RED,BLACK,N,1,PERSONAL,15339
2017,HONDA,CIVIC,LX SEDAN CVT,22505,NJ,GRAY,BLACK,Y,1,FLEET,12150
2019,FORD,EXPEDITION,LIMITED 4WD,36,NJ,BLACK,BLACK,N,0,PERSONAL,61995
2012,VOLKSWAGEN,PASSAT,TDI SE WITH SUNROOF DSG,75667,NC,BLACK,BLACK,N,1,PERSONAL,8499
2019,RAM,2500,"BIG HORN CREW CAB 6'4"" BOX 4WD",10338,OH,BLACK,BLACK,N,1,PERSONAL,40962
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,37563,CA,SILVER,GRAY,N,1,PERSONAL,12999
2004,FORD,F150,XLT SUPERCAB 5.5' BOX 4WD,99548,OH,WHITE,UNKNOWN,N,2,PERSONAL,8177
2011,MITSUBISHI,ENDEAVOR,SE AWD,121923,PA,WHITE,UNKNOWN,N,3,PERSONAL,6995
2016,HYUNDAI,TUCSON,SE AWD,63967,FL,WHITE,GRAY,N,2,FLEET,11995
2019,TOYOTA,CAMRY,LE AUTOMATIC,37645,TX,WHITE,BLACK,N,1,PERSONAL,17997
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,30484,FL,WHITE,BLACK,N,1,PERSONAL,24310
2017,RAM,1500,"LONE STAR SILVER CREW CAB 5'7"" BOX 2WD",29068,TX,BLACK,GRAY,N,1,PERSONAL,20995
2019,NISSAN,ALTIMA,SR FWD,33260,OR,WHITE,BLACK,N,1,FLEET,19039
2019,NISSAN,SENTRA,S CVT,35705,NV,WHITE,BLACK,N,1,PERSONAL,12795
2018,HYUNDAI,ELANTRA,SEL 2.0L SEDAN AUTOMATIC,40115,NJ,SILVER,GRAY,N,1,PERSONAL,10995
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,32664,MD,SILVER,BLACK,N,1,PERSONAL,13479
2019,HYUNDAI,TUCSON,SE FWD,30139,TN,RED,BLACK,N,1,PERSONAL,15989
2019,NISSAN,ROGUE,SV FWD,42051,TX,SILVER,BLACK,N,1,PERSONAL,17995
2017,HONDA,CIVIC,EX-T SEDAN CVT,40825,VA,GRAY,UNKNOWN,N,1,PERSONAL,15583
2017,HONDA,ACCORD,SPORT SPECIAL EDITION SEDAN CVT,23038,NY,GRAY,BLACK,N,1,PERSONAL,17882
2013,NISSAN,ALTIMA,2.5 SL SEDAN,63322,MD,GRAY,BEIGE,N,1,PERSONAL,9900
2019,TOYOTA,CAMRY,SE AUTOMATIC,41985,SC,SILVER,UNKNOWN,Y,1,PERSONAL,17988
2012,HONDA,CRV,EX 4WD,85118,PA,SILVER,BLACK,N,1,PERSONAL,11172
2017,TOYOTA,YARIS IA,AUTOMATIC,49695,CA,BLACK,BLACK,N,1,PERSONAL,9999
2015,DODGE,DART,SXT,96000,CA,GRAY,BLACK,N,3,FLEET,6499
2019,DODGE,JOURNEY,GT AWD,29352,ID,RED,BLACK,N,1,PERSONAL,20485
2019,FORD,FUSION,SE FWD,20896,TX,WHITE,GRAY,N,1,PERSONAL,16992
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,40755,ND,RED,GRAY,N,1,PERSONAL,13952
2019,DODGE,GRAND CARAVAN,SXT,22427,GA,WHITE,BLACK,N,1,PERSONAL,17800
2019,NISSAN,VERSA,SV SEDAN CVT,15169,TX,RED,BLACK,N,1,PERSONAL,11250
2012,HONDA,CIVIC,LX SEDAN AUTOMATIC,144585,SC,BLACK,UNKNOWN,Y,3,PERSONAL,6990
2019,JEEP,COMPASS,TRAILHAWK 4WD,33949,TN,WHITE,BLACK,N,1,FLEET,22572
2013,HYUNDAI,SONATA,GLS 2.4L (PZEV),79260,ME,BLACK,GRAY,Y,3,PERSONAL,7199
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,45581,TX,BLACK,BEIGE,Y,2,PERSONAL,20470
2013,ACURA,RDX,FWD WITH TECHNOLOGY PACKAGE,46920,CA,SILVER,BLACK,N,2,PERSONAL,17450
2017,NISSAN,ROGUE,SV AWD,29344,TX,GRAY,BLACK,N,1,PERSONAL,14499
2019,NISSAN,ROGUE,SV AWD,35273,OR,WHITE,BLACK,N,1,PERSONAL,20751
2019,CHEVROLET,IMPALA,LT WITH 1LT,32847,AZ,BROWN,BLACK,N,1,PERSONAL,17330
2008,HONDA,ACCORD,EX-L V6 SEDAN AUTOMATIC,139417,CA,GRAY,GRAY,N,2,PERSONAL,5900
2019,NISSAN,VERSA,SV SEDAN CVT,10463,GA,SILVER,BLACK,N,1,PERSONAL,10495
2019,NISSAN,ALTIMA,SR FWD,18567,GA,GRAY,BLACK,N,1,PERSONAL,17877
2006,MAZDA,MAZDA6,S 4-DOOR AUTOMATIC,149751,WA,SILVER,GRAY,N,4,PERSONAL,4485
2019,FORD,MUSTANG,ECOBOOST CONVERTIBLE,23202,TX,GRAY,BLACK,N,1,FLEET,22990
2003,MERCEDES-BENZ,CL,CL 55 AMG,48191,CA,BLACK,BLACK,N,1,PERSONAL,15990
2019,KIA,SOUL,#NAME?,30316,NC,GRAY,BLACK,N,1,FLEET,12609
2019,FORD,EXPEDITION,MAX XLT 4WD,36529,FL,BLACK,BLACK,N,1,PERSONAL,36951
2019,DODGE,GRAND CARAVAN,SXT,30808,CA,RED,BLACK,N,1,PERSONAL,19500
2017,KIA,FORTE,LX SEDAN AUTOMATIC,54766,NC,BLACK,BLACK,N,1,PERSONAL,10200
2014,BUICK,LACROSSE,LEATHER FWD,70651,AR,SILVER,BLACK,N,2,PERSONAL,11500
2017,HONDA,ACCORD,LX SEDAN CVT,34923,PA,BLACK,BLACK,N,1,PERSONAL,15193
2019,JEEP,COMPASS,TRAILHAWK 4WD,25521,TX,RED,RED,Y,1,PERSONAL,21493
2010,FORD,ESCAPE,LIMITED FWD,211818,TX,SILVER,BLACK,N,3,PERSONAL,3950
2001,MERCEDES-BENZ,ECLASS,E 320 SEDAN RWD,92733,VA,SILVER,GRAY,N,3,PERSONAL,3477
2019,FORD,MUSTANG,ECOBOOST PREMIUM CONVERTIBLE,22505,GA,GRAY,BLACK,N,1,PERSONAL,24995
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,38775,GA,RED,GRAY,N,1,PERSONAL,13720
2009,HONDA,CRV,LX FWD,142644,FL,SILVER,GRAY,Y,3,PERSONAL,5995
2013,NISSAN,NV,NV2500 HD S V6 HIGH ROOF,192140,GA,WHITE,BLACK,N,2,PERSONAL,7999
2017,INFINITI,QX60,3.5 AWD,42210,GA,WHITE,GRAY,N,1,PERSONAL,24500
2017,LEXUS,NX,NX TURBO FWD,36956,GA,SILVER,BEIGE,N,1,PERSONAL,22288
2009,HYUNDAI,SONATA,LIMITED V6 AUTOMATIC,72071,NY,BLACK,BROWN,N,1,PERSONAL,5990
2019,CHEVROLET,IMPALA,LT WITH 1LT,25407,WA,BLACK,BLACK,N,0,PERSONAL,18976
2019,NISSAN,FRONTIER,SV CREW CAB 2WD AUTOMATIC,30417,TX,WHITE,GRAY,N,1,PERSONAL,20443
2019,HYUNDAI,TUCSON,SE AWD,42203,TX,RED,BLACK,N,1,PERSONAL,15920
2019,DODGE,DURANGO,GT PLUS AWD,34549,LA,BLACK,BLACK,N,1,FLEET,26995
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,17474,VA,GRAY,BLACK,N,1,PERSONAL,20794
2010,HONDA,CRV,LX 4WD,157689,NJ,GRAY,BLACK,Y,1,PERSONAL,5800
2019,CHEVROLET,TAHOE,LT 4WD,42017,AZ,SILVER,BLACK,N,1,PERSONAL,39490
2019,TOYOTA,CAMRY,SE AUTOMATIC,32599,CA,BLACK,BLACK,N,1,FLEET,19450
2015,CHEVROLET,MALIBU,LT WITH 1LT,102501,FL,SILVER,BLACK,N,1,PERSONAL,6995
2019,FORD,MUSTANG,ECOBOOST PREMIUM CONVERTIBLE,24184,GA,RED,BLACK,N,1,PERSONAL,24495
2019,DODGE,CHARGER,SXT RWD,11084,TX,BLUE,BLACK,N,1,PERSONAL,23000
2009,DODGE,JOURNEY,SE FWD,118879,TN,GRAY,GRAY,N,2,PERSONAL,4730
2019,TOYOTA,CAMRY,L AUTOMATIC,32724,MO,SILVER,GRAY,N,1,PERSONAL,18777
2017,LINCOLN,MKX,RESERVE AWD,52979,NJ,GRAY,BLACK,N,4,FLEET,19449
2019,NISSAN,VERSA,SV SEDAN CVT,25941,OH,BLACK,BLACK,Y,1,PERSONAL,10693
2019,CHEVROLET,SUBURBAN,LT 4WD,31064,AZ,GRAY,BLACK,N,1,PERSONAL,39500
2019,KIA,OPTIMA,LX,39655,ID,SILVER,BLACK,N,1,PERSONAL,13975
2019,NISSAN,SENTRA,SV CVT,6075,HI,BLACK,BLACK,N,1,FLEET,15000
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,28070,CA,SILVER,BLACK,N,1,PERSONAL,45494
2019,GMC,TERRAIN,SLT FWD,28201,FL,GRAY,BLACK,N,1,PERSONAL,20598
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,25095,OH,BLACK,BLACK,N,1,PERSONAL,13500
2019,KIA,OPTIMA,LX,22348,CA,SILVER,BLACK,N,1,FLEET,15495
2019,TOYOTA,CAMRY,SE AUTOMATIC,27054,NC,GRAY,GRAY,N,1,PERSONAL,19993
2019,NISSAN,ALTIMA,SL FWD,28695,IL,BLACK,BLACK,N,1,PERSONAL,18998
2019,NISSAN,ALTIMA,SL FWD,28832,IL,BLACK,BLACK,Y,1,PERSONAL,18999
2019,DODGE,GRAND CARAVAN,SXT,32078,PA,WHITE,BLACK,N,1,PERSONAL,17445
2019,CADILLAC,XT5,PREMIUM LUXURY FWD,9582,AR,GRAY,BLACK,N,1,PERSONAL,36997
2019,FORD,EXPLORER,XLT FWD,22564,AZ,BLACK,BLACK,Y,1,PERSONAL,20999
2017,LEXUS,ES,ES 350,23380,NJ,WHITE,BEIGE,Y,1,PERSONAL,24695
2014,HONDA,CRV,EX AWD,69067,FL,SILVER,BLACK,N,3,PERSONAL,13122
2019,CHRYSLER,300,LIMITED RWD,23417,WA,BLACK,BLACK,N,1,PERSONAL,24750
2011,FORD,F150,LARIAT SUPERCREW 5.5' BOX 4WD,137034,TX,WHITE,BEIGE,N,2,PERSONAL,14900
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,30072,AL,WHITE,GRAY,N,1,FLEET,22300
2015,CHEVROLET,SILVERADO 1500,WT REGULAR CAB LONG BOX 2WD,109166,NC,WHITE,GRAY,N,3,PERSONAL,11988
2010,CHRYSLER,SEBRING,TOURING SEDAN,111208,MN,BLACK,BROWN,N,4,FLEET,3999
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,20170,PA,GRAY,BLACK,N,1,PERSONAL,36596
2019,NISSAN,VERSA,SV SEDAN CVT,12225,VA,GRAY,BLACK,N,1,PERSONAL,11500
2019,NISSAN,SENTRA,SV CVT,8300,AL,BLACK,BLACK,N,1,PERSONAL,13700
2017,NISSAN,SENTRA,SV CVT,38825,TX,WHITE,BLACK,N,2,FLEET,11990
2012,HYUNDAI,ELANTRA,LIMITED SEDAN AUTOMATIC (ULSAN PLANT) (PZEV),102123,NY,BLACK,BLACK,N,4,PERSONAL,5990
2018,NISSAN,SENTRA,S CVT,29886,WA,WHITE,BLACK,N,1,PERSONAL,11877
2010,FORD,ESCAPE,HYBRID FWD,89768,FL,GREEN,GRAY,N,1,PERSONAL,6495
2008,CADILLAC,DTS,WITH 1SA,119282,NJ,BLACK,BLACK,N,3,PERSONAL,3500
2015,CHEVROLET,SILVERADO 1500,LTZ WITH 1LZ CREW CAB SHORT BOX 2WD,21234,CA,BLACK,GRAY,Y,1,FLEET,26598
2008,HYUNDAI,ACCENT,GLS SEDAN AUTOMATIC,126804,TX,BLACK,GRAY,N,4,PERSONAL,2995
2014,VOLKSWAGEN,PASSAT,TDI SEL PREMIUM SEDAN DSG,45733,IL,WHITE,UNKNOWN,N,1,PERSONAL,13246
2010,TOYOTA,FJ CRUISER,4WD AUTOMATIC,131288,MA,BLACK,BLACK,N,1,PERSONAL,15990
2013,FORD,F150,XL SUPERCREW 5.5' BOX 4WD,88659,MD,WHITE,UNKNOWN,N,1,PERSONAL,16499
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",19816,IN,GRAY,BLACK,N,1,PERSONAL,29150
2019,KIA,FORTE,LXS IVT,17901,AZ,GRAY,BLACK,N,1,PERSONAL,15477
2012,NISSAN,ALTIMA,2.5 S SEDAN CVT,183803,NC,RED,BLACK,Y,3,PERSONAL,4250
2016,MERCEDES-BENZ,CCLASS,C 350E SEDAN RWD,53175,UT,SILVER,UNKNOWN,N,1,PERSONAL,17866
2019,NISSAN,SENTRA,SV CVT,28112,AZ,SILVER,BLACK,N,1,PERSONAL,13375
2017,LEXUS,RX,RX 350 FWD,13798,CA,SILVER,GRAY,N,1,PERSONAL,33517
2019,DODGE,GRAND CARAVAN,SXT,41305,PA,SILVER,BLACK,N,1,FLEET,16900
2019,NISSAN,SENTRA,SV CVT,30712,FL,GRAY,BLACK,N,1,PERSONAL,12990
2011,FORD,FUSION,SEL FWD,87310,IN,BLACK,BLACK,Y,2,PERSONAL,5995
2017,KIA,FORTE,LX SEDAN AUTOMATIC,43565,FL,GRAY,BLACK,Y,1,PERSONAL,8150
2019,NISSAN,SENTRA,S CVT,32499,CA,BLACK,BLACK,N,1,PERSONAL,11324
2018,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,40369,CO,BLACK,BLACK,N,1,FLEET,31453
2019,DODGE,JOURNEY,SE FWD,19090,CA,GRAY,BLACK,N,1,FLEET,13599
2015,NISSAN,ALTIMA,2.5 SV,67321,NC,WHITE,BLACK,N,2,PERSONAL,10500
2019,CHRYSLER,300,TOURING RWD,17282,CA,BLACK,BLACK,N,1,PERSONAL,19937
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,32882,NC,WHITE,GRAY,N,2,FLEET,22995
2008,PONTIAC,G6,4DR SEDAN GT,151907,IL,SILVER,BLACK,N,2,PERSONAL,2973
2019,DODGE,JOURNEY,GT AWD,4698,MN,RED,BLACK,N,1,FLEET,20495
2004,MERCEDES-BENZ,SL,SL 500 ROADSTER,39381,NY,SILVER,BLACK,N,2,PERSONAL,17995
2013,NISSAN,ROGUE,S FWD,80581,NC,BLACK,BLACK,N,2,PERSONAL,7995
2020,TOYOTA,COROLLA,LE CVT,14029,MA,WHITE,BLACK,N,1,PERSONAL,17488
2015,NISSAN,ALTIMA,2.5 SV,82771,CA,BLACK,GRAY,Y,2,FLEET,7999
2008,ASTON MARTIN,DB9,VOLANTE AUTO,4143,NM,WHITE,UNKNOWN,N,1,PERSONAL,54999
2011,CHEVROLET,MALIBU,LT WITH 2LT,132418,FL,BLUE,GRAY,N,3,PERSONAL,4000
2019,FORD,FUSION,SEL FWD,42120,NC,GRAY,BLACK,N,1,PERSONAL,14799
2020,TOYOTA,COROLLA,LE CVT,17905,MA,WHITE,BLACK,N,1,PERSONAL,16997
2019,DODGE,GRAND CARAVAN,SXT,24731,AL,BLACK,BLACK,N,1,PERSONAL,18995
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,11454,MA,BLACK,BLACK,N,1,PERSONAL,22040
2018,FORD,FIESTA,SE HATCH,37038,WA,WHITE,BLACK,Y,1,PERSONAL,9998
2019,KIA,SOUL,#NAME?,34765,NV,SILVER,BLACK,N,1,PERSONAL,14991
2012,TOYOTA,SIENNA,LE 8-PASSENGER FWD,140060,FL,SILVER,BEIGE,N,1,PERSONAL,7994
2020,KIA,SORENTO,LX V6 FWD,23678,TX,WHITE,BLACK,N,1,PERSONAL,22197
2012,FORD,FUSION,SE FWD,119257,WA,SILVER,UNKNOWN,Y,3,PERSONAL,7283
2017,MERCEDES-BENZ,GLE,GLE 350 SUV RWD,30053,FL,WHITE,BROWN,N,2,PERSONAL,34899
2014,CHRYSLER,TOWN & COUNTRY,TOURING,105990,TX,BLACK,BEIGE,N,2,PERSONAL,6999
2017,MERCEDES-BENZ,CCLASS,C 300 4MATIC SEDAN,25007,CT,SILVER,BLACK,N,1,PERSONAL,24500
2016,HYUNDAI,TUCSON,LIMITED FWD,43491,CO,GRAY,BLACK,N,3,PERSONAL,13999
2019,NISSAN,SENTRA,SR CVT,40262,CA,GRAY,BLACK,N,1,PERSONAL,14951
2019,TOYOTA,4RUNNER,SR5 4WD,33441,TN,GRAY,BLACK,N,1,PERSONAL,30999
2017,HONDA,CIVIC,SPORT TOURING HATCHBACK CVT,46503,TX,GRAY,UNKNOWN,N,1,PERSONAL,20465
2015,MITSUBISHI,MIRAGE,DE CVT,52850,WA,SILVER,BLACK,Y,2,FLEET,5990
2019,NISSAN,ROGUE,SV FWD,40286,CA,SILVER,BLACK,N,1,PERSONAL,16489
2019,TOYOTA,CAMRY,LE AUTOMATIC,30683,MD,WHITE,GRAY,N,1,PERSONAL,17800
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,28653,CA,BLUE,GRAY,N,1,PERSONAL,14000
2020,CHEVROLET,MALIBU,LT,21280,IL,SILVER,BLACK,N,1,PERSONAL,19175
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ULSAN) (PZEV),85281,CA,BLACK,GRAY,N,2,FLEET,7988
2014,RAM,1500,"LONE STAR CREW CAB 5'7"" BOX 2WD",166205,TX,WHITE,GRAY,N,1,PERSONAL,12464
2011,TOYOTA,CAMRY,SE V6 AUTOMATIC,188132,NC,GRAY,GRAY,Y,3,PERSONAL,6300
2020,KIA,OPTIMA,LX AUTOMATIC,35923,GA,BLACK,BLACK,N,1,PERSONAL,15477
2012,VOLVO,XC90,AWD,99226,CT,BLACK,BLACK,Y,2,PERSONAL,7995
2019,NISSAN,SENTRA,S CVT,36258,MD,BLACK,BLACK,N,1,PERSONAL,11964
2007,HONDA,ODYSSEY,EX,162961,IN,SILVER,GRAY,N,1,PERSONAL,3950
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,39285,OR,RED,GRAY,N,1,PERSONAL,13490
2020,KIA,SORENTO,LX V6 FWD,10408,FL,BLACK,BLACK,N,1,PERSONAL,21988
2017,HONDA,CIVIC,LX SEDAN CVT,41702,AZ,WHITE,BLACK,Y,1,PERSONAL,13808
2017,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,57091,TX,BLACK,BLACK,N,2,PERSONAL,19812
2019,NISSAN,ALTIMA,SR FWD,32368,WA,SILVER,BLACK,N,1,PERSONAL,18988
2019,DODGE,GRAND CARAVAN,SXT,25860,KY,BLACK,BLACK,Y,1,PERSONAL,17800
2014,FORD,FOCUS,SE SEDAN,56452,CA,WHITE,BLACK,N,3,FLEET,7499
2019,NISSAN,SENTRA,SV CVT,26359,SC,BLACK,BLACK,N,1,PERSONAL,13819
2019,NISSAN,SENTRA,SV CVT,32522,TX,WHITE,BLACK,N,1,PERSONAL,12472
2019,HYUNDAI,KONA,SE FWD AUTOMATIC,29904,FL,WHITE,BLACK,N,1,PERSONAL,13458
2017,HYUNDAI,SONATA,BASE 2.4L,61664,KS,WHITE,GRAY,N,2,PERSONAL,11587
2019,CHEVROLET,TAHOE,LT 4WD,22303,GA,WHITE,BLACK,N,1,PERSONAL,43500
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",13995,SC,BLACK,BLACK,N,1,PERSONAL,28495
2020,CHEVROLET,SILVERADO 1500,LT DOUBLE CAB STANDARD BED 4WD,10243,SC,SILVER,BLACK,N,1,PERSONAL,32995
2014,BMW,X3,XDRIVE28I AWD,106372,TX,BLUE,BEIGE,Y,1,PERSONAL,11888
2019,DODGE,GRAND CARAVAN,SXT,21803,AR,WHITE,BLACK,N,1,PERSONAL,19998
2019,NISSAN,VERSA,SV SEDAN CVT,35736,TX,GRAY,BLACK,N,1,PERSONAL,10993
2019,NISSAN,ROGUE,SV FWD,31942,FL,SILVER,BLACK,N,1,PERSONAL,15798
2019,TOYOTA,CAMRY,LE AUTOMATIC,34896,TX,WHITE,UNKNOWN,N,1,PERSONAL,17491
2012,HONDA,CIVIC,EX COUPE AUTOMATIC,144418,GA,BLACK,GRAY,Y,2,PERSONAL,7500
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",14316,CA,WHITE,BLACK,N,1,PERSONAL,27447
2017,NISSAN,ROGUE,2017.5 SV FWD,30303,CA,WHITE,BLACK,N,1,FLEET,15751
2017,LEXUS,RX,RX 350 FWD,39913,AR,GRAY,GRAY,N,1,PERSONAL,30700
2016,NISSAN,PATHFINDER,PLATINUM 4WD,92534,NJ,BLACK,BLACK,N,1,PERSONAL,15499
2017,NISSAN,ROGUE,S FWD,46103,TN,GRAY,BLACK,N,2,PERSONAL,14577
2019,CHEVROLET,SUBURBAN,LT 4WD,37171,AZ,BLACK,BLACK,N,1,PERSONAL,37273
2015,NISSAN,ROGUE,S AWD,87298,NJ,BLUE,BEIGE,Y,1,PERSONAL,9990
2001,GMC,SAVANA CAMPER SPECIAL,"139"" WB C7G DRW",222612,ID,WHITE,UNKNOWN,Y,3,PERSONAL,4995
2017,HONDA,CIVIC,EX SEDAN CVT,70233,TN,BLUE,UNKNOWN,N,1,PERSONAL,14512
