year,make,model,trim,odometer,state,colorexterior,colorinterior,accidenthist,owner,usage,price
2007,SCION,TC,BASE AUTOMATIC,165873,CO,GRAY,BLACK,N,3,PERSONAL,4035
2011,HONDA,ACCORD,EX-L SEDAN I4 AUTOMATIC,184088,TX,SILVER,BLACK,N,1,PERSONAL,6587
2014,CHEVROLET,SILVERADO 1500,HIGH COUNTRY CREW CAB SHORT BOX 4WD,127397,AL,WHITE,BROWN,N,1,PERSONAL,27900
2019,RAM,2500,"BIG HORN CREW CAB 6'4"" BOX 4WD",6890,AZ,WHITE,BLACK,N,1,PERSONAL,39426
2017,LEXUS,RX,RX 350 FWD,31751,FL,WHITE,GRAY,Y,1,PERSONAL,27298
2010,TOYOTA,COROLLA,LE AUTOMATIC,112514,OH,BLACK,GRAY,N,2,PERSONAL,5977
2013,HYUNDAI,SONATA,GLS 2.4L (ALT),75542,VA,BLACK,BROWN,N,2,FLEET,6995
2019,CHRYSLER,300,LIMITED RWD,10276,AL,SILVER,BLACK,N,1,PERSONAL,26995
2019,NISSAN,VERSA,SV SEDAN CVT,34019,CA,WHITE,BLACK,N,1,PERSONAL,10396
2019,FORD,SUPER DUTY F250,XLT 4WD CREW CAB 6.75' BOX,13721,MI,BLACK,BLACK,N,0,FLEET,49800
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,37175,TX,RED,GRAY,N,1,PERSONAL,12710
2019,JEEP,COMPASS,LIMITED FWD,31812,VA,WHITE,BLACK,N,1,PERSONAL,18597
2017,HYUNDAI,SONATA,BASE 2.4L,52794,WA,SILVER,GRAY,N,2,FLEET,10900
2015,VOLKSWAGEN,JETTA,1.8T SE AUTO (PZEV),87663,NY,BLACK,BLACK,N,2,PERSONAL,7000
2019,CHEVROLET,SUBURBAN,LT 4WD,44868,CO,BLACK,BLACK,N,1,PERSONAL,38999
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ALT),82024,NC,BLACK,GRAY,N,2,PERSONAL,9550
2019,DODGE,GRAND CARAVAN,SXT,27574,LA,GRAY,BLACK,N,1,PERSONAL,17751
2019,FORD,FUSION,HYBRID SE FWD,36351,NJ,WHITE,GRAY,N,2,PERSONAL,15295
2019,CHEVROLET,MALIBU,LT WITH 1LT,34909,KS,BLACK,BLACK,Y,1,PERSONAL,17687
2010,HYUNDAI,ELANTRA,GLS SEDAN AUTOMATIC,103702,VA,RED,UNKNOWN,N,4,PERSONAL,4395
2010,KIA,FORTE,EX SEDAN AUTOMATIC,129501,CA,RED,UNKNOWN,N,4,PERSONAL,3999
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (PZEV),101848,CA,WHITE,GRAY,N,1,PERSONAL,7998
2019,DODGE,GRAND CARAVAN,SXT,34579,NC,WHITE,BLACK,Y,1,PERSONAL,17700
2010,TOYOTA,CAMRY,LE I4 MANUAL,152699,FL,BLACK,UNKNOWN,N,3,PERSONAL,5371
2019,HYUNDAI,TUCSON,SE FWD,36332,FL,WHITE,GRAY,N,1,PERSONAL,14540
2017,HYUNDAI,TUCSON,ECO AWD,32387,TX,BLACK,GRAY,N,1,PERSONAL,16140
2019,DODGE,GRAND CARAVAN,SXT,40013,FL,GRAY,BLACK,N,1,PERSONAL,12995
2019,DODGE,GRAND CARAVAN,SXT,41339,GA,WHITE,BLACK,N,1,PERSONAL,15977
2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,16307,NY,WHITE,BLACK,Y,1,PERSONAL,23995
2019,KIA,OPTIMA,LX,32128,AZ,BLACK,BLACK,N,1,FLEET,14685
2019,FORD,FUSION,TITANIUM AWD,34078,TX,GOLD,BLACK,N,1,FLEET,17990
2019,NISSAN,ROGUE,SV FWD,35649,VA,SILVER,BLACK,N,1,PERSONAL,17100
2019,CHRYSLER,300,LIMITED RWD,31974,FL,BLACK,BLACK,N,1,PERSONAL,19691
2014,RAM,1500,"TRADESMAN CREW CAB 5'7"" BOX 4WD",105786,TX,WHITE,GRAY,N,1,PERSONAL,14400
2019,FORD,FUSION,HYBRID SE FWD,16135,ME,BLACK,BLACK,N,1,PERSONAL,17295
2007,TOYOTA,PRIUS,HATCHBACK,125890,NC,BLUE,UNKNOWN,N,2,PERSONAL,4495
2015,NISSAN,ALTIMA,2.5 S,99511,CA,GRAY,UNKNOWN,N,2,FLEET,7499
2008,SUBARU,OUTBACK,2.5I AUTO,118962,IL,SILVER,BLACK,N,3,PERSONAL,3932
2012,CHEVROLET,EQUINOX,LTZ AWD,136071,SC,SILVER,BLACK,N,3,PERSONAL,8481
2019,FORD,FUSION,HYBRID SE FWD,38036,NM,WHITE,BLACK,N,1,PERSONAL,16980
2010,KIA,FORTE,EX SEDAN AUTOMATIC,169350,TX,WHITE,GRAY,Y,3,PERSONAL,2995
2019,NISSAN,SENTRA,SV CVT,32020,AR,WHITE,BLACK,N,1,PERSONAL,12538
2009,TOYOTA,CAMRY,LE I4 AUTOMATIC,109950,VA,GRAY,UNKNOWN,N,2,PERSONAL,6950
2009,TOYOTA,CAMRY,LE I4 AUTOMATIC,154973,KY,BLACK,GRAY,N,4,PERSONAL,4998
2019,HYUNDAI,ACCENT,SE AUTOMATIC,15308,WA,BLUE,BLACK,N,1,PERSONAL,13988
2013,KIA,OPTIMA,LX,133344,FL,SILVER,GRAY,N,4,FLEET,4500
2019,NISSAN,ROGUE,SV FWD,25158,FL,RED,BLACK,Y,2,PERSONAL,14998
2015,TOYOTA,COROLLA,S PREMIUM CVT,53968,TX,WHITE,UNKNOWN,N,2,PERSONAL,10850
2005,FORD,EXPEDITION,EDDIE BAUER 5.4L 4WD,227968,MO,WHITE,UNKNOWN,N,5,PERSONAL,4500
2019,FORD,FIESTA,SE HATCHBACK,30562,GA,GRAY,BLACK,N,1,PERSONAL,10992
2019,CHRYSLER,300,LIMITED RWD,32953,CA,GRAY,BLACK,N,1,PERSONAL,21488
2019,NISSAN,SENTRA,SV CVT,39198,TX,SILVER,BLACK,N,1,PERSONAL,11993
2019,FORD,FUSION,HYBRID SE FWD,31988,NE,SILVER,GRAY,N,0,PERSONAL,14800
2014,BMW,X3,XDRIVE28I AWD,89726,FL,BLACK,BLACK,N,2,PERSONAL,9799
2015,HONDA,CIVIC,LX SEDAN CVT,14,FL,BLACK,UNKNOWN,N,1,PERSONAL,8995
2019,KIA,OPTIMA,LX,14926,CA,SILVER,BLACK,N,1,PERSONAL,16100
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",14218,AR,BLUE,BLACK,Y,1,PERSONAL,29544
2019,DODGE,GRAND CARAVAN,SXT,34099,IN,SILVER,BLACK,N,1,PERSONAL,17495
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,49610,VA,BLACK,BLACK,N,2,PERSONAL,35995
2019,CHRYSLER,300,LIMITED RWD,12344,NC,GRAY,BLACK,N,1,PERSONAL,22589
2019,NISSAN,VERSA,SV SEDAN CVT,37216,TX,SILVER,BLACK,N,1,PERSONAL,10499
2019,DODGE,GRAND CARAVAN,SXT,30477,AZ,SILVER,BLACK,N,1,FLEET,16691
2019,FORD,FUSION,HYBRID SE FWD,21606,GA,GOLD,GRAY,N,1,PERSONAL,14983
2019,DODGE,GRAND CARAVAN,SXT,38899,GA,RED,BLACK,N,1,PERSONAL,15934
2019,NISSAN,ALTIMA,S FWD,19102,CA,SILVER,BLACK,N,1,PERSONAL,17500
2017,LEXUS,NX,NX TURBO FWD,29771,GA,SILVER,BEIGE,Y,1,PERSONAL,22221
2019,FORD,FUSION,HYBRID TITANIUM FWD,32640,TX,WHITE,BLACK,N,1,PERSONAL,17400
2019,NISSAN,ROGUE,SV FWD,5778,CA,RED,BLACK,N,1,PERSONAL,18998
2014,MERCEDES-BENZ,GL,GL 450 4MATIC,71083,IL,BLACK,BEIGE,N,2,PERSONAL,23000
2016,MERCEDES-BENZ,CCLASS,C 300 SEDAN RWD,33607,CA,WHITE,BEIGE,N,1,PERSONAL,18800
2019,NISSAN,ROGUE,SV FWD,37005,WI,SILVER,BLACK,N,1,PERSONAL,16490
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",29572,VA,WHITE,BLACK,N,1,PERSONAL,28995
2018,MERCEDES-BENZ,SPRINTER CARGO VAN,2500 STANDARD ROOF SWB RWD,34823,TX,WHITE,UNKNOWN,N,1,PERSONAL,32500
2019,HYUNDAI,SANTA FE,SE 2.4L AWD,19357,CO,WHITE,UNKNOWN,Y,1,PERSONAL,19098
2011,TOYOTA,PRIUS,THREE,108192,GA,SILVER,UNKNOWN,N,4,FLEET,5990
2020,CHEVROLET,MALIBU,LT,28034,GA,BLACK,BLACK,N,1,PERSONAL,18699
2013,HONDA,CIVIC,LX SEDAN AUTOMATIC,76647,SC,WHITE,GRAY,N,3,PERSONAL,8900
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,77802,RI,BLACK,BLACK,N,1,PERSONAL,26295
2013,TOYOTA,TACOMA,ACCESS CAB I4 4WD AUTOMATIC,192484,CO,WHITE,UNKNOWN,N,1,PERSONAL,10900
2014,HYUNDAI,GENESIS,3.8,88878,KY,BLACK,BLACK,N,1,PERSONAL,10793
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,17795,TX,GRAY,GRAY,N,1,PERSONAL,14799
2017,HYUNDAI,ELANTRA,VALUE EDITION 2.0L SEDAN AUTOMATIC,49611,NY,WHITE,BLACK,N,1,PERSONAL,11995
2019,DODGE,GRAND CARAVAN,SXT,34482,WA,BLACK,BLACK,N,1,PERSONAL,17995
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC,96768,CA,WHITE,BEIGE,N,1,FLEET,8498
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ALT),118317,GA,BLACK,GRAY,N,2,FLEET,7498
2000,FORD,EXCURSION,LIMITED 4WD,195585,OR,RED,BEIGE,N,6,PERSONAL,4995
2019,NISSAN,ROGUE SPORT,S FWD,25708,NM,GRAY,BLACK,N,1,PERSONAL,16466
2019,NISSAN,SENTRA,NISMO MANUAL,9428,CO,BLACK,BLACK,N,1,FLEET,16995
2009,FORD,FOCUS,SE COUPE,54917,IL,SILVER,UNKNOWN,N,1,PERSONAL,8995
2019,FORD,FUSION,HYBRID SE FWD,22421,TX,UNKNOWN,UNKNOWN,N,1,PERSONAL,15491
2014,FORD,FOCUS,ELECTRIC HATCHBACK,28393,IL,BLACK,BEIGE,N,1,PERSONAL,9000
2019,KIA,SOUL,#NAME?,16367,NC,WHITE,BLACK,N,1,PERSONAL,14338
2019,KIA,SOUL,#NAME?,27491,TX,GRAY,BLACK,N,1,PERSONAL,13883
2010,TOYOTA,PRIUS,FOUR,191334,MD,BLACK,BLACK,N,3,PERSONAL,4688
2019,CHRYSLER,300,S RWD,32459,AR,WHITE,BLACK,N,1,PERSONAL,21348
2019,NISSAN,ROGUE,SV FWD,19782,FL,RED,BLACK,N,1,PERSONAL,17941
2017,HONDA,ACCORD,EX-L V6 COUPE AUTOMATIC,20313,NE,GRAY,BLACK,N,1,PERSONAL,17965
2014,FORD,FOCUS,SE HATCHBACK,74772,WA,BLACK,GRAY,N,1,PERSONAL,5990
2019,CHEVROLET,IMPALA,LT WITH 1LT,34437,NC,BLACK,BLACK,N,1,PERSONAL,17800
2019,FORD,FUSION,HYBRID SE FWD,7246,MN,BLUE,BLACK,N,1,PERSONAL,17500
2019,DODGE,GRAND CARAVAN,SXT,28426,MN,WHITE,BLACK,N,1,PERSONAL,17995
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,20000,VA,BLACK,BLACK,N,1,PERSONAL,29997
2019,KIA,OPTIMA,LX,8831,PA,WHITE,BLACK,N,1,PERSONAL,17990
2017,LEXUS,RX,RX 350 F SPORT FWD,44906,TX,SILVER,GRAY,N,1,FLEET,28990
2019,NISSAN,ROGUE,SV FWD,28749,NV,BLUE,BLACK,N,1,PERSONAL,18390
2019,DODGE,GRAND CARAVAN,SXT,29502,CA,WHITE,BLACK,N,1,PERSONAL,15620
2019,NISSAN,ROGUE,SV FWD,32208,AZ,SILVER,BLACK,N,1,PERSONAL,16900
2019,DODGE,GRAND CARAVAN,SXT,43777,CA,BLACK,BLACK,N,1,PERSONAL,17071
2019,NISSAN,SENTRA,SV CVT,30462,AZ,BLUE,BLACK,N,1,FLEET,12307
2020,GMC,TERRAIN,SLT AWD,14204,NV,WHITE,BLACK,N,1,PERSONAL,26385
2019,MAZDA,CX9,TOURING AWD,29079,CA,WHITE,BEIGE,N,1,PERSONAL,25263
2014,RAM,1500,"SLT QUAD CAB 6'4"" BOX 4WD",101911,TX,WHITE,GRAY,Y,2,PERSONAL,13471
2014,CHEVROLET,SILVERADO 1500,WT WITH 1WT REGULAR CAB LONG BOX 4WD,119310,CA,WHITE,BLACK,N,2,FLEET,14797
2015,FORD,FOCUS,SE HATCHBACK,85502,FL,GRAY,GRAY,N,3,FLEET,3791
2018,NISSAN,SENTRA,S CVT,43163,KS,BLACK,BLACK,N,1,PERSONAL,12617
2017,HONDA,CIVIC,LX SEDAN CVT,34927,CA,WHITE,BEIGE,Y,1,PERSONAL,14500
2017,NISSAN,SENTRA,SV CVT,77706,AZ,RED,BLACK,Y,1,PERSONAL,8499
2014,HYUNDAI,ACCENT,GLS SEDAN AUTOMATIC,72081,WA,GRAY,GRAY,Y,2,PERSONAL,5999
2008,NISSAN,XTERRA,S 4WD AUTO,132623,UT,GRAY,BLACK,N,4,PERSONAL,5098
2019,NISSAN,ROGUE,SV FWD,34168,AZ,WHITE,BLACK,N,1,PERSONAL,16900
2015,CHEVROLET,SILVERADO 1500,LT Z71 CREW CAB SHORT BOX 4WD,140357,VA,SILVER,GRAY,Y,1,PERSONAL,16888
2004,CADILLAC,ESCALADE,AWD,169295,VA,WHITE,GRAY,N,4,PERSONAL,5800
2019,FORD,FUSION,HYBRID SE FWD,28595,MO,SILVER,GRAY,N,1,PERSONAL,16288
2019,NISSAN,ROGUE,SV FWD,33591,TX,SILVER,BLACK,N,1,PERSONAL,15769
2020,TOYOTA,COROLLA,LE CVT,10376,FL,WHITE,BLACK,N,1,PERSONAL,15990
2019,DODGE,GRAND CARAVAN,SXT,4133,NY,GRAY,BLACK,N,1,FLEET,19974
2015,JEEP,PATRIOT,SPORT FWD,101754,TN,WHITE,GRAY,N,3,FLEET,6995
2015,HONDA,ACCORD,LX SEDAN I4 CVT,127300,OH,BLACK,GRAY,N,1,PERSONAL,9000
2013,TOYOTA,COROLLA,LE AUTOMATIC,96896,TN,WHITE,UNKNOWN,N,4,PERSONAL,7499
2019,KIA,SOUL,#NAME?,25126,TX,RED,BLACK,N,1,PERSONAL,13500
2017,HYUNDAI,ELANTRA,SE 2.0L SEDAN AUTOMATIC (ALT),80233,FL,WHITE,GRAY,N,2,PERSONAL,8765
2019,CHEVROLET,MALIBU,LT WITH 1LT,34034,AL,WHITE,GRAY,N,1,PERSONAL,15900
2017,MINI,HARDTOP,HARDTOP 4-DOOR,108826,VA,WHITE,BLACK,Y,1,PERSONAL,9490
2017,MERCEDES-BENZ,GLC,GLC 300 4MATIC SUV,46001,VA,WHITE,BLACK,N,2,PERSONAL,29435
2019,NISSAN,VERSA,SV SEDAN CVT,30085,IL,WHITE,BLACK,N,1,FLEET,10395
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,9567,OH,WHITE,BLACK,N,0,PERSONAL,22000
2011,FORD,FOCUS,S SEDAN,84785,FL,BLACK,GRAY,Y,3,PERSONAL,3995
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,18553,TX,WHITE,GRAY,N,1,PERSONAL,24995
2019,KIA,SOUL,#NAME?,20538,FL,GRAY,GRAY,N,1,PERSONAL,11990
2017,NISSAN,ROGUE,2017.5 SV FWD,17723,CA,WHITE,BLACK,N,1,PERSONAL,17400
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,39314,FL,BLACK,BLACK,N,1,PERSONAL,12696
2019,GMC,YUKON,XL SLT 4WD,26600,AZ,SILVER,BLACK,N,1,PERSONAL,40994
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,9619,IL,WHITE,BLACK,N,1,PERSONAL,14600
2016,KIA,SOUL,#NAME?,80064,TX,BLACK,BLACK,N,1,PERSONAL,8495
2019,FORD,MUSTANG,ECOBOOST PREMIUM CONVERTIBLE,31034,FL,SILVER,WHITE,N,1,PERSONAL,21012
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,34100,TN,WHITE,GRAY,N,1,FLEET,20600
2017,HONDA,ACCORD,LX SEDAN CVT,21424,KY,WHITE,BEIGE,N,2,PERSONAL,15200
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 4WD",20394,FL,GRAY,BLACK,N,1,PERSONAL,29998
2019,CHRYSLER,300,S RWD,41882,LA,GRAY,BLACK,Y,1,PERSONAL,18995
2019,FORD,FUSION,HYBRID SE FWD,25912,GA,RED,UNKNOWN,N,1,PERSONAL,15727
2019,FORD,MUSTANG,ECOBOOST PREMIUM CONVERTIBLE,34748,CA,BLACK,BLACK,N,1,PERSONAL,23488
2015,BMW,I3,60 AH,29329,CO,WHITE,GRAY,N,2,PERSONAL,12693
2017,LEXUS,ES,ES 350,16659,AZ,WHITE,BEIGE,N,1,PERSONAL,25588
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,16042,VA,GRAY,GRAY,N,1,PERSONAL,13995
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,32469,TX,BLACK,GRAY,N,1,PERSONAL,13493
2020,TOYOTA,COROLLA,LE CVT,17939,FL,BLACK,BLACK,N,1,PERSONAL,14941
2014,MERCEDES-BENZ,CCLASS,C 250 SPORT SEDAN RWD,99538,WA,SILVER,BLACK,N,1,PERSONAL,9995
2009,NISSAN,ALTIMA,2.5 S COUPE MANUAL,125086,TX,WHITE,BLACK,N,4,FLEET,4999
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,39538,GA,BLACK,GRAY,Y,1,PERSONAL,14395
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",16045,CA,SILVER,BLACK,N,1,PERSONAL,27310
2014,CHEVROLET,SILVERADO 1500,LT WITH 2LT REGULAR CAB LONG BOX 4WD,97216,IL,BLACK,BLACK,Y,1,PERSONAL,17896
2017,HONDA,CIVIC,LX SEDAN CVT,49298,FL,BLACK,BLACK,N,1,PERSONAL,13591
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,95497,CA,GRAY,BLACK,N,1,PERSONAL,27500
2019,DODGE,GRAND CARAVAN,SXT,31727,GA,WHITE,BLACK,N,1,PERSONAL,18859
2019,NISSAN,SENTRA,SV CVT,31980,AZ,GRAY,BLACK,N,1,PERSONAL,11580
2019,NISSAN,ROGUE,SV FWD,38638,WA,WHITE,BLACK,N,1,PERSONAL,19478
2019,NISSAN,ALTIMA,SL FWD,40652,IL,GRAY,BLACK,Y,1,PERSONAL,17500
2019,DODGE,GRAND CARAVAN,SXT,37951,WA,WHITE,BLACK,N,1,PERSONAL,19500
2012,NISSAN,ALTIMA,2.5 S SEDAN CVT,67277,FL,SILVER,BLACK,N,2,FLEET,5995
2015,HONDA,CIVIC,LX SEDAN CVT,87923,CA,BLACK,UNKNOWN,N,1,PERSONAL,12080
2019,NISSAN,FRONTIER,SV CREW CAB 2WD AUTOMATIC,14882,AZ,WHITE,GRAY,N,1,FLEET,19500
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,26228,MO,WHITE,GRAY,N,1,PERSONAL,24562
2019,DODGE,JOURNEY,GT AWD,29659,LA,WHITE,BLACK,N,1,PERSONAL,18196
2019,FORD,FUSION,TITANIUM AWD,37624,MD,WHITE,UNKNOWN,N,2,PERSONAL,17495
2018,VOLKSWAGEN,TIGUAN,SE FWD,17602,CA,WHITE,BLACK,N,1,PERSONAL,21250
2019,FORD,FUSION,HYBRID SE FWD,50054,FL,BLACK,UNKNOWN,N,1,PERSONAL,14671
2019,NISSAN,SENTRA,SV CVT,35337,TX,SILVER,BLACK,N,1,PERSONAL,12920
2019,CHEVROLET,TAHOE,LT 4WD,24693,TX,RED,BLACK,N,1,PERSONAL,41999
2005,TOYOTA,TUNDRA,LIMITED DOUBLE CAB V8 4WD AUTOMATIC,184092,NM,SILVER,UNKNOWN,N,2,PERSONAL,9950
2019,JEEP,WRANGLER,UNLIMITED MOAB,9118,WA,BLUE,BLACK,N,0,PERSONAL,39950
2019,NISSAN,VERSA,S SEDAN MANUAL,13000,TN,BLACK,BLACK,N,1,PERSONAL,11704
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,35005,WA,SILVER,GRAY,N,1,PERSONAL,13499
2019,NISSAN,ROGUE,SV FWD,46622,TX,BLACK,BLACK,N,2,PERSONAL,16995
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,13842,NE,SILVER,BLACK,N,1,PERSONAL,20500
2018,MERCEDES-BENZ,GLA,GLA 250 4MATIC,35638,NC,BLACK,UNKNOWN,N,1,PERSONAL,22395
2019,DODGE,GRAND CARAVAN,SXT,54944,AZ,WHITE,BLACK,N,1,PERSONAL,16325
2017,MERCEDES-BENZ,GLS,GLS 450 4MATIC,33252,IL,WHITE,BROWN,N,1,PERSONAL,42987
2019,NISSAN,ROGUE,SV FWD,29772,OH,BLACK,BLACK,N,1,PERSONAL,17700
2017,HONDA,ACCORD,SPORT SPECIAL EDITION SEDAN CVT,91659,LA,WHITE,BLACK,N,1,PERSONAL,15250
2019,TOYOTA,CAMRY,L AUTOMATIC,31704,GA,BLACK,GRAY,N,1,PERSONAL,18043
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,30523,CA,SILVER,GRAY,N,1,PERSONAL,13099
2007,LAND ROVER,LR3,SE V8,141126,NC,GRAY,BLACK,N,4,FLEET,7790
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,56773,MO,BLACK,BLACK,N,2,PERSONAL,31500
2019,NISSAN,SENTRA,S CVT,33462,CA,BLACK,BLACK,N,1,PERSONAL,11342
2006,VOLVO,S40,2.4L AUTOMATIC FWD,123000,OR,BLACK,UNKNOWN,N,3,PERSONAL,3499
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,38763,VA,BLUE,GRAY,N,1,PERSONAL,13548
2019,NISSAN,ROGUE,SV FWD,33283,FL,SILVER,BLACK,N,1,PERSONAL,15498
2019,DODGE,GRAND CARAVAN,SXT,46757,IN,WHITE,BLACK,N,1,FLEET,16599
2012,TOYOTA,CAMRY,L I4 AUTOMATIC,97608,CA,BLACK,GRAY,N,2,PERSONAL,9497
2002,PORSCHE,BOXSTER,S MANUAL,42631,KS,SILVER,UNKNOWN,N,2,FLEET,16995
2019,DODGE,GRAND CARAVAN,SXT,32126,GA,WHITE,BLACK,N,1,PERSONAL,17000
2019,DODGE,GRAND CARAVAN,SXT,32380,MD,BLACK,BLACK,N,1,PERSONAL,18357
2019,JEEP,COMPASS,TRAILHAWK 4WD,30392,WA,WHITE,RED,N,1,PERSONAL,21998
2019,FORD,FUSION,TITANIUM AWD,51941,VA,WHITE,UNKNOWN,N,1,PERSONAL,17500
2019,DODGE,GRAND CARAVAN,SXT,17429,MD,BLACK,BLACK,N,1,PERSONAL,19881
2019,CHEVROLET,EXPRESS PASSENGER,3500 LT LWB,23463,TX,WHITE,GRAY,N,1,PERSONAL,24995
2012,HYUNDAI,TUCSON,GLS FWD AUTOMATIC (PZEV),109737,FL,BLUE,BLACK,N,3,FLEET,6985
2019,FORD,FUSION,HYBRID SE FWD,29442,MO,BLACK,GRAY,N,1,PERSONAL,16227
2008,KIA,SPECTRA,EX SEDAN AUTOMATIC,133229,CA,BLUE,GRAY,N,3,FLEET,3499
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,40083,NC,BLACK,GRAY,N,1,PERSONAL,12899
2019,NISSAN,SENTRA,SV CVT,37342,VA,SILVER,BLACK,N,1,PERSONAL,12575
2007,HONDA,ACCORD,EX-L V6 SEDAN AUTOMATIC,108270,FL,GRAY,GRAY,N,1,PERSONAL,5995
2017,NISSAN,ROGUE,SV AWD,36028,MA,WHITE,BLACK,N,1,PERSONAL,15395
2015,BMW,X5,XDRIVE35I AWD,88270,MA,GRAY,BLACK,N,1,PERSONAL,19995
2019,DODGE,GRAND CARAVAN,SXT,36141,NC,WHITE,BLACK,N,2,PERSONAL,16500
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,27689,AZ,BLUE,GRAY,N,1,PERSONAL,12990
2019,NISSAN,SENTRA,SV CVT,30432,GA,WHITE,BLACK,N,1,PERSONAL,11977
2013,DODGE,GRAND CARAVAN,SXT,140001,OK,SILVER,BLACK,N,2,PERSONAL,4996
2019,NISSAN,SENTRA,SV CVT,27866,AZ,SILVER,BLACK,N,1,PERSONAL,12995
2007,HYUNDAI,AZERA,LIMITED 3.8L (ALT),166890,AZ,WHITE,UNKNOWN,N,3,PERSONAL,3980
2019,CHRYSLER,300,LIMITED RWD,12853,NC,GRAY,BLACK,N,1,PERSONAL,22589
2019,FORD,FUSION,HYBRID SE FWD,29050,OH,WHITE,BLACK,N,1,PERSONAL,15999
2019,NISSAN,ROGUE,SV FWD,26163,CA,WHITE,BLACK,N,1,PERSONAL,16898
2020,CHEVROLET,MALIBU,LT,8443,TX,SILVER,BLACK,Y,1,PERSONAL,19991
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,44236,TX,BLACK,BLACK,Y,1,PERSONAL,12991
2015,HONDA,CIVIC,LX SEDAN CVT,112308,MA,RED,GRAY,N,2,FLEET,8000
2009,BUICK,LUCERNE,CXL,252010,ID,GOLD,UNKNOWN,N,3,PERSONAL,2991
2020,TOYOTA,COROLLA,LE CVT,5869,IL,SILVER,BLACK,N,1,PERSONAL,15999
2019,TOYOTA,4RUNNER,SR5 RWD,19625,TX,RED,UNKNOWN,N,1,PERSONAL,31494
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,34193,CA,SILVER,BLACK,N,1,PERSONAL,12450
2019,DODGE,GRAND CARAVAN,SXT,21033,TX,RED,BLACK,N,1,PERSONAL,18895
2019,HYUNDAI,ELANTRA,SEL 2.0L AUTOMATIC,29501,VA,WHITE,BLACK,N,1,PERSONAL,12495
2019,GMC,TERRAIN,SLT FWD,43560,LA,SILVER,BLACK,N,1,FLEET,18793
2020,KIA,OPTIMA,LX AUTOMATIC,6992,TX,BLUE,BLACK,N,1,PERSONAL,16991
2019,NISSAN,ROGUE,SV FWD,29982,SC,SILVER,BLACK,N,1,PERSONAL,17978
2019,RAM,1500 CLASSIC,"BIG HORN CREW CAB 6'4"" BOX 2WD",10836,AR,BLACK,BLACK,N,1,PERSONAL,27999
2017,MERCEDES-BENZ,GLE,GLE 350 4MATIC SUV,59045,NY,BLACK,BLACK,N,1,PERSONAL,23495
2017,NISSAN,SENTRA,SV CVT,62155,OH,GRAY,BLACK,N,1,PERSONAL,8999
2019,KIA,FORTE,LXS IVT,34428,CA,WHITE,BLACK,N,1,PERSONAL,12300
2013,HYUNDAI,ELANTRA,GLS SEDAN AUTOMATIC,69452,NJ,WHITE,GRAY,Y,1,PERSONAL,6998
2019,FORD,FUSION,TITANIUM AWD,43133,MO,RED,BLACK,N,2,FLEET,17995
2014,CHRYSLER,TOWN & COUNTRY,TOURING,138472,CA,WHITE,BLACK,N,2,FLEET,6900
2020,CHEVROLET,EQUINOX,LT WITH 1LT AWD,15756,NM,WHITE,BLACK,N,1,PERSONAL,22788
