Year,Make,Model,Category
2016,LAMBORGHINI,AVENTADOR,COUPE
2016,LINCOLN,MKZ,SEDAN
2016,LEXUS,NX,SUV
2016,LAND ROVER,RANGE ROVER EVOQUE,SUV
2016,KIA,SOUL EV,WAGON
2016,MASERATI,QUATTROPORTE,SEDAN
2016,LEXUS,GX,SUV
2016,LAND ROVER,LR4,SUV
2016,LINCOLN,MKX,SUV
2016,LEXUS,IS,SEDAN
2016,LAND ROVER,DISCOVERY SPORT,SUV
2016,LINCOLN,MKT,SUV
2016,LEXUS,RX,SUV
2016,MAZDA,CX9,SUV
2016,LEXUS,LS,SEDAN
2016,LEXUS,ES,SEDAN
2016,MAZDA,MAZDA3,SEDAN
2016,LINCOLN,MKC,SUV
2016,MAZDA,MAZDA6,SEDAN
2016,MCLAREN,650S,COUPE
2016,LEXUS,LX,SUV
2016,LINCOLN,MKS,SEDAN
2016,MERCEDES-BENZ,BCLASS,HATCHBACK
2016,MCLAREN,675LT,COUPE
2016,MASERATI,GRANTURISMO,COUPE
2016,MERCEDES-BENZ,GCLASS,SUV
2016,LINCOLN,NAVIGATOR,SUV
2016,MAZDA,CX3,SUV
2016,MERCEDES-BENZ,CLSCLASS,SEDAN
2016,MERCEDES-BENZ,GLCLASS,SUV
2016,LINCOLN,NAVIGATOR L,SUV
2016,MERCEDES-BENZ,ECLASS,SEDAN
2016,MERCEDES-BENZ,CLA,SEDAN
2016,MAZDA,MX5 MIATA,CONVERTIBLE
2016,MAZDA,CX5,SUV
2016,MCLAREN,570S,COUPE
2016,MERCEDES-BENZ,CCLASS,SEDAN
2016,MERCEDES-BENZ,GLA,SUV
2016,MERCEDES-BENZ,GLC,SUV
2016,MERCEDES-BENZ,MERCEDESAMG CLA,SEDAN
2016,MERCEDES-BENZ,GLE,SUV
2016,MERCEDES-BENZ,SL,CONVERTIBLE
2016,MERCEDES-BENZ,GLE COUPE,SUV
2016,MERCEDES-BENZ,MERCEDESAMG SL,CONVERTIBLE
2016,MINI,COUNTRYMAN,SUV
2016,NISSAN,370Z,COUPE
2016,MERCEDES-BENZ,METRIS PASSENGER,VAN/MINIVAN
2016,MERCEDES-BENZ,MERCEDESAMG GLE,SUV
2016,MERCEDES-BENZ,MERCEDESAMG GLA,SUV
2016,MERCEDES-BENZ,MERCEDESMAYBACH S 600,SEDAN
2016,MERCEDES-BENZ,SLK,CONVERTIBLE
2016,MERCEDES-BENZ,METRIS CARGO,VAN/MINIVAN
2016,MERCEDES-BENZ,SCLASS,SEDAN
2016,MERCEDES-BENZ,MERCEDESAMG GT,COUPE
2016,MINI,CLUBMAN,HATCHBACK
2016,MERCEDES-BENZ,SPRINTER 2500 PASSENGER,VAN/MINIVAN
2016,MERCEDES-BENZ,MERCEDESAMG SLK,CONVERTIBLE
2016,MERCEDES-BENZ,MERCEDESAMG GLE COUPE,SUV
2016,MERCEDES-BENZ,SPRINTER 3500 CARGO,VAN/MINIVAN
2016,MINI,HARDTOP 2 DOOR,HATCHBACK
2016,MERCEDES-BENZ,SPRINTER 2500 CARGO,VAN/MINIVAN
2016,MERCEDES-BENZ,SPRINTER 2500 CREW,VAN/MINIVAN
2016,MINI,PACEMAN,HATCHBACK
2016,MINI,CONVERTIBLE,CONVERTIBLE
2016,NISSAN,NV3500 HD PASSENGER,VAN/MINIVAN
2016,MITSUBISHI,LANCER,SEDAN
2016,MITSUBISHI,OUTLANDER SPORT,SUV
2016,PORSCHE,PANAMERA,SEDAN
2016,NISSAN,NV1500 CARGO,VAN/MINIVAN
2016,RAM,2500 MEGA CAB,PICKUP
2016,NISSAN,MURANO,SUV
2016,NISSAN,NV3500 HD CARGO,VAN/MINIVAN
2016,NISSAN,FRONTIER CREW CAB,PICKUP
2016,NISSAN,NV2500 HD CARGO,VAN/MINIVAN
2016,NISSAN,VERSA,SEDAN
2016,MINI,HARDTOP 4 DOOR,HATCHBACK
2016,NISSAN,SENTRA,SEDAN
2016,RAM,2500 REGULAR CAB,PICKUP
2016,NISSAN,PATHFINDER,SUV
2016,MITSUBISHI,IMIEV,HATCHBACK
2016,NISSAN,NV200,VAN/MINIVAN
2016,NISSAN,TITAN XD CREW CAB,PICKUP
2016,NISSAN,QUEST,VAN/MINIVAN
2016,PORSCHE,CAYMAN,COUPE
2016,NISSAN,ROGUE,SUV
2016,PORSCHE,BOXSTER,CONVERTIBLE
2016,NISSAN,MAXIMA,SEDAN
2016,RAM,1500 QUAD CAB,PICKUP
2016,NISSAN,JUKE,SUV
2016,MITSUBISHI,OUTLANDER,SUV
2016,PORSCHE,MACAN,SUV
2016,PORSCHE,CAYENNE,SUV
2016,RAM,3500 MEGA CAB,PICKUP
2016,NISSAN,LEAF,HATCHBACK
2016,ROLLS-ROYCE,DAWN,CONVERTIBLE
2016,NISSAN,ALTIMA,SEDAN
2016,RAM,1500 REGULAR CAB,PICKUP
2016,NISSAN,GTR,COUPE
2016,NISSAN,FRONTIER KING CAB,PICKUP
2016,RAM,PROMASTER CARGO VAN,VAN/MINIVAN
2016,PORSCHE,911,COUPE
2016,NISSAN,NV200 TAXI,VAN/MINIVAN
2016,RAM,1500 CREW CAB,PICKUP
2016,NISSAN,VERSA NOTE,HATCHBACK
2016,SCION,IA,SEDAN
2016,RAM,PROMASTER WINDOW VAN,VAN/MINIVAN
2016,ROLLS-ROYCE,WRAITH,COUPE
2016,RAM,3500 CREW CAB,PICKUP
2016,RAM,2500 CREW CAB,PICKUP
2016,RAM,PROMASTER CITY,VAN/MINIVAN
2016,RAM,3500 REGULAR CAB,PICKUP
2016,ROLLS-ROYCE,PHANTOM,SEDAN
2016,SUBARU,BRZ,COUPE
2016,SCION,TC,COUPE
2016,SUBARU,WRX,SEDAN
2016,TESLA,MODEL S,SEDAN
2016,SMART,FORTWO ELECTRIC DRIVE,HATCHBACK
2016,SUBARU,IMPREZA,SEDAN
2016,SUBARU,FORESTER,SUV
2016,SMART,FORTWO,HATCHBACK
2016,ROLLS-ROYCE,GHOST,SEDAN
2016,SUBARU,LEGACY,SEDAN
2016,SCION,IM,HATCHBACK
2016,SCION,FRS,COUPE
2016,TOYOTA,COROLLA,SEDAN
2016,TESLA,MODEL X,SUV
2016,SUBARU,CROSSTREK,SUV
2016,TOYOTA,PRIUS C,HATCHBACK
2016,SUBARU,OUTBACK,SUV
2016,TOYOTA,AVALON,SEDAN
2016,TOYOTA,HIGHLANDER,SUV
2016,TOYOTA,MIRAI,SEDAN
2016,TOYOTA,LAND CRUISER,SUV
2016,TOYOTA,4RUNNER,SUV
2016,TOYOTA,PRIUS,HATCHBACK
2016,TOYOTA,PRIUS V,WAGON
2016,TOYOTA,RAV4,SUV
2016,TOYOTA,SEQUOIA,SUV
2016,TOYOTA,CAMRY,SEDAN
2016,TOYOTA,SIENNA,VAN/MINIVAN
2016,TOYOTA,TACOMA ACCESS CAB,PICKUP
2016,TOYOTA,TUNDRA DOUBLE CAB,PICKUP
2016,TOYOTA,TUNDRA CREWMAX,PICKUP
2016,TOYOTA,TACOMA DOUBLE CAB,PICKUP
2016,VOLKSWAGEN,BEETLE,HATCHBACK
2016,VOLKSWAGEN,EGOLF,HATCHBACK
2016,TOYOTA,YARIS,HATCHBACK
2016,TOYOTA,TUNDRA REGULAR CAB,PICKUP
2016,VOLKSWAGEN,CC,SEDAN
2016,VOLKSWAGEN,GOLF,HATCHBACK
2016,VOLKSWAGEN,GOLF GTI,HATCHBACK
2016,VOLKSWAGEN,GOLF SPORTWAGEN,WAGON
2016,VOLKSWAGEN,GOLF R,HATCHBACK
2016,VOLKSWAGEN,PASSAT,SEDAN
2016,VOLKSWAGEN,EOS,CONVERTIBLE
2016,VOLKSWAGEN,TIGUAN,SUV
2016,VOLKSWAGEN,JETTA,SEDAN
2015,ASTON MARTIN,DB9,COUPE
2016,VOLVO,XC90,SUV
2016,VOLVO,S80,SEDAN
2016,VOLVO,S60,SEDAN
2015,ACURA,TLX,SEDAN
2016,VOLKSWAGEN,TOUAREG,SUV
2016,VOLVO,XC60,SUV
2015,ACURA,MDX,SUV
2016,VOLVO,V60,WAGON
2016,VOLVO,XC70,WAGON
2015,ACURA,RLX,SEDAN
2015,ACURA,RDX,SUV
2015,ALFA ROMEO,4C SPIDER,CONVERTIBLE
2015,AUDI,A6,SEDAN
2015,AUDI,A4,SEDAN
2015,AUDI,ALLROAD,WAGON
2015,ASTON MARTIN,RAPIDE S,SEDAN
2015,AUDI,A3,SEDAN
2015,ALFA ROMEO,4C,COUPE
2015,AUDI,A8,SEDAN
2015,ASTON MARTIN,VANQUISH,COUPE
2015,ACURA,ILX,SEDAN
2015,AUDI,Q5,SUV
2015,ASTON MARTIN,VANTAGE,COUPE
2015,AUDI,RS 5,COUPE
2015,AUDI,A5,COUPE
2015,AUDI,A7,SEDAN
2015,AUDI,R8,COUPE
2015,AUDI,S3,SEDAN
2015,AUDI,S5,COUPE
2015,BMW,3 SERIES,SEDAN
2015,AUDI,TT,COUPE
2015,AUDI,S4,SEDAN
2015,AUDI,S8,SEDAN
2015,AUDI,S6,SEDAN
2015,BMW,6 SERIES,SEDAN
2015,BENTLEY,MULSANNE,SEDAN
2015,AUDI,Q3,SUV
2015,AUDI,Q7,SUV
2015,AUDI,RS 7,SEDAN
2015,BENTLEY,CONTINENTAL,COUPE
2015,AUDI,SQ5,SUV
2015,BMW,4 SERIES,COUPE
2015,AUDI,S7,SEDAN
2015,BMW,I8,COUPE
2015,BMW,I3,HATCHBACK
2015,BMW,X3,SUV
2015,BUICK,ENCORE,SUV
2015,BMW,2 SERIES,COUPE
2015,BMW,7 SERIES,SEDAN
2015,BUICK,LACROSSE,SEDAN
2015,BMW,X1,SUV
2015,BMW,5 SERIES,SEDAN
2015,BMW,M5,SEDAN
2015,BENTLEY,FLYING SPUR,SEDAN
2015,BMW,X5,SUV
2015,BMW,M4,COUPE
2015,BMW,M6,COUPE
2015,BMW,Z4,CONVERTIBLE
2015,BUICK,VERANO,SEDAN
2015,BMW,M3,SEDAN
2015,CADILLAC,ESCALADE,SUV
2015,CADILLAC,CTS,SEDAN
2015,CADILLAC,SRX,SUV
2015,BMW,X6 M,SUV
2015,BMW,X5 M,SUV
2015,BMW,X4,SUV
2015,CHEVROLET,COLORADO CREW CAB,PICKUP
2015,BMW,X6,SUV
2015,CHEVROLET,CAPTIVA SPORT,SUV
2015,CHEVROLET,CAMARO,COUPE
2015,BUICK,ENCLAVE,SUV
2015,BUICK,REGAL,SEDAN
2015,CHEVROLET,CRUZE,SEDAN
2015,CHEVROLET,CORVETTE,COUPE
2015,CHEVROLET,CITY EXPRESS,VAN/MINIVAN
2015,CADILLAC,ESCALADE ESV,SUV
2015,CHEVROLET,COLORADO EXTENDED CAB,PICKUP
2015,CADILLAC,XTS,SEDAN
2015,CHEVROLET,EXPRESS 2500 CARGO,VAN/MINIVAN
2015,CADILLAC,ATS,SEDAN
2015,CHEVROLET,EQUINOX,SUV
2015,CHEVROLET,IMPALA LIMITED,SEDAN
2015,CHEVROLET,EXPRESS 3500 CARGO,VAN/MINIVAN
2015,CHEVROLET,EXPRESS 3500 PASSENGER,VAN/MINIVAN
2015,CHEVROLET,MALIBU,SEDAN
2015,CHEVROLET,EXPRESS 2500 PASSENGER,VAN/MINIVAN
2015,CHEVROLET,SILVERADO 1500 CREW CAB,PICKUP
2015,CHEVROLET,IMPALA,SEDAN
2015,CHEVROLET,SILVERADO 1500 DOUBLE CAB,PICKUP
2015,CHEVROLET,VOLT,SEDAN
2015,CHEVROLET,SILVERADO 3500 HD REGULAR CAB,PICKUP
2015,CHEVROLET,SILVERADO 2500 HD REGULAR CAB,PICKUP
2015,CHEVROLET,SS,SEDAN
2015,CHEVROLET,SPARK EV,HATCHBACK
2015,CHEVROLET,SILVERADO 1500 REGULAR CAB,PICKUP
2015,CHEVROLET,SONIC,SEDAN
2015,CHEVROLET,SILVERADO 3500 HD CREW CAB,PICKUP
2015,CHEVROLET,SPARK,HATCHBACK
2015,CHEVROLET,SILVERADO 2500 HD DOUBLE CAB,PICKUP
2015,CHEVROLET,SILVERADO 2500 HD CREW CAB,PICKUP
2015,CHRYSLER,200,SEDAN
2015,CHEVROLET,SILVERADO 3500 HD DOUBLE CAB,PICKUP
2015,CHEVROLET,SUBURBAN,SUV
2015,CHEVROLET,TRAVERSE,SUV
2015,FERRARI,CALIFORNIA,CONVERTIBLE
2015,DODGE,CHALLENGER,COUPE
2015,DODGE,DART,SEDAN
2015,CHRYSLER,TOWN & COUNTRY,VAN/MINIVAN
2015,CHEVROLET,TAHOE,SUV
2015,DODGE,CHARGER,SEDAN
2015,DODGE,JOURNEY,SUV
2015,DODGE,DURANGO,SUV
2015,FERRARI,458 ITALIA,COUPE
2015,DODGE,VIPER,COUPE
2015,CHEVROLET,TRAX,SUV
2015,CHRYSLER,300,SEDAN
2015,DODGE,GRAND CARAVAN PASSENGER,VAN/MINIVAN
2015,FERRARI,F12BERLINETTA,COUPE
2015,FERRARI,458 SPECIALE,COUPE
2015,FERRARI,458 SPIDER,CONVERTIBLE
2015,FERRARI,FF,COUPE
2015,FORD,EXPEDITION,SUV
2015,FIAT,500L,HATCHBACK
2015,FIAT,500C,CONVERTIBLE
2015,FORD,CMAX HYBRID,WAGON
2015,FORD,F150 SUPERCREW CAB,PICKUP
2015,FORD,F250 SUPER DUTY SUPER CAB,PICKUP
2015,FORD,EDGE,SUV
2015,FORD,CMAX ENERGI,WAGON
2015,FORD,F350 SUPER DUTY REGULAR CAB,PICKUP
2015,FORD,F250 SUPER DUTY CREW CAB,PICKUP
2015,FORD,EXPEDITION EL,SUV
2015,FORD,F350 SUPER DUTY CREW CAB,PICKUP
2015,FIAT,500,HATCHBACK
2015,FORD,EXPLORER,SUV
2015,FIAT,500 ABARTH,HATCHBACK
2015,FIAT,500E,HATCHBACK
2015,FORD,ESCAPE,SUV
2015,FORD,FOCUS,SEDAN
2015,FORD,F150 REGULAR CAB,PICKUP
2015,FORD,F150 SUPER CAB,PICKUP
2015,FORD,F250 SUPER DUTY REGULAR CAB,PICKUP
2015,GMC,CANYON EXTENDED CAB,PICKUP
2015,FREIGHTLINER,SPRINTER 3500 CARGO,VAN/MINIVAN
2015,FORD,FIESTA,SEDAN
2015,FORD,F450 SUPER DUTY CREW CAB,PICKUP
2015,FORD,MUSTANG,COUPE
2015,FORD,TRANSIT CONNECT PASSENGER,VAN/MINIVAN
2015,FORD,F350 SUPER DUTY SUPER CAB,PICKUP
2015,FORD,FUSION,SEDAN
2015,FORD,TRANSIT 150 VAN,VAN/MINIVAN
2015,FORD,FLEX,SUV
2015,FORD,TAURUS,SEDAN
2015,FREIGHTLINER,SPRINTER 2500 CREW,VAN/MINIVAN
2015,FORD,FOCUS ST,HATCHBACK
2015,GMC,SIERRA 1500 CREW CAB,PICKUP
2015,FORD,TRANSIT 350 HD VAN,VAN/MINIVAN
2015,FORD,TRANSIT CONNECT CARGO,VAN/MINIVAN
2015,FORD,TRANSIT 150 WAGON,VAN/MINIVAN
2015,FORD,TRANSIT 350 WAGON,VAN/MINIVAN
2015,GMC,CANYON CREW CAB,PICKUP
2015,FORD,FUSION ENERGI,SEDAN
2015,FREIGHTLINER,SPRINTER 2500 CARGO,VAN/MINIVAN
2015,FORD,TRANSIT 350 VAN,VAN/MINIVAN
2015,FORD,TRANSIT 250 VAN,VAN/MINIVAN
2015,GMC,ACADIA,SUV
2015,GMC,SIERRA 3500 HD DOUBLE CAB,PICKUP
2015,GMC,SIERRA 2500 HD REGULAR CAB,PICKUP
2015,GMC,SIERRA 2500 HD CREW CAB,PICKUP
2015,GMC,YUKON,SUV
2015,GMC,SIERRA 3500 HD CREW CAB,PICKUP
2015,GMC,TERRAIN,SUV
2015,GMC,SAVANA 3500 PASSENGER,VAN/MINIVAN
2015,GMC,SAVANA 3500 CARGO,VAN/MINIVAN
2015,GMC,SIERRA 1500 REGULAR CAB,PICKUP
2015,GMC,SAVANA 2500 PASSENGER,VAN/MINIVAN
2015,FREIGHTLINER,SPRINTER 2500 PASSENGER,VAN/MINIVAN
2015,GMC,SIERRA 1500 DOUBLE CAB,PICKUP
2015,GMC,SAVANA 2500 CARGO,VAN/MINIVAN
2015,GMC,SIERRA 2500 HD DOUBLE CAB,PICKUP
2015,GMC,SIERRA 3500 HD REGULAR CAB,PICKUP
2015,HONDA,CROSSTOUR,SUV
2015,GMC,YUKON XL,SUV
2015,HONDA,CRZ,COUPE
2015,HONDA,CIVIC,SEDAN
2015,HONDA,ACCORD HYBRID,SEDAN
2015,HONDA,ACCORD,SEDAN
2015,HONDA,FIT,HATCHBACK
2015,HONDA,ODYSSEY,VAN/MINIVAN
2015,HONDA,PILOT,SUV
2015,HONDA,CRV,SUV
2015,HYUNDAI,AZERA,SEDAN
2015,HYUNDAI,ELANTRA GT,HATCHBACK
2015,HYUNDAI,EQUUS,SEDAN
2015,HYUNDAI,ACCENT,SEDAN
2015,HYUNDAI,ELANTRA,SEDAN
2015,HYUNDAI,GENESIS COUPE,COUPE
2015,HYUNDAI,SONATA,SEDAN
2015,INFINITI,Q50,SEDAN
2015,INFINITI,Q40,SEDAN
2015,INFINITI,QX70,SUV
2015,LAMBORGHINI,AVENTADOR,COUPE
2015,HYUNDAI,TUCSON FUEL CELL,SUV
2015,HYUNDAI,SANTA FE,SUV
2015,HYUNDAI,TUCSON,SUV
2015,HYUNDAI,SANTA FE SPORT,SUV
2015,HYUNDAI,VELOSTER,COUPE
2015,JEEP,RENEGADE,SUV
2015,JAGUAR,XK,COUPE
2015,INFINITI,Q70,SEDAN
2015,HYUNDAI,GENESIS,SEDAN
2015,KIA,FORTE5,HATCHBACK
2015,INFINITI,QX60,SUV
2015,KIA,SEDONA,VAN/MINIVAN
2015,LAND ROVER,RANGE ROVER,SUV
2015,LEXUS,GS,SEDAN
2015,JAGUAR,FTYPE,COUPE
2015,LEXUS,NX,SUV
2015,KIA,K900,SEDAN
2015,INFINITI,Q60,COUPE
2015,KIA,OPTIMA,SEDAN
2015,KIA,SOUL,WAGON
2015,MASERATI,GHIBLI,SEDAN
2015,LINCOLN,MKT,SUV
2015,JEEP,PATRIOT,SUV
2015,JAGUAR,XF,SEDAN
2015,KIA,SORENTO,SUV
2015,JEEP,WRANGLER,SUV
2015,INFINITI,QX50,SUV
2015,KIA,CADENZA,SEDAN
2015,JAGUAR,XJ,SEDAN
2015,INFINITI,QX80,SUV
2015,KIA,OPTIMA HYBRID,SEDAN
2015,KIA,RIO,SEDAN
2015,JEEP,GRAND CHEROKEE,SUV
2015,JEEP,COMPASS,SUV
2015,MERCEDES-BENZ,BCLASS,HATCHBACK
2015,KIA,FORTE KOUP,COUPE
2015,JEEP,CHEROKEE,SUV
2015,MAZDA,MAZDA3,SEDAN
2015,KIA,FORTE,SEDAN
2015,MERCEDES-BENZ,GCLASS,SUV
2015,LAND ROVER,LR4,SUV
2015,LAND ROVER,LR2,SUV
2015,KIA,SPORTAGE,SUV
2015,LAMBORGHINI,HURACAN,COUPE
2015,LAND ROVER,RANGE ROVER SPORT,SUV
2015,LEXUS,LX,SUV
2015,LAND ROVER,DISCOVERY SPORT,SUV
2015,KIA,SOUL EV,WAGON
2015,MERCEDES-BENZ,SCLASS,SEDAN
2015,LEXUS,GX,SUV
2015,LEXUS,RC,COUPE
2015,LAND ROVER,RANGE ROVER EVOQUE,SUV
2015,LEXUS,ES,SEDAN
2015,LEXUS,IS,SEDAN
2015,LEXUS,RX,SUV
2015,LEXUS,CT,HATCHBACK
2015,MAZDA,CX5,SUV
2015,LINCOLN,MKX,SUV
2015,MERCEDES-BENZ,MCLASS,SUV
2015,MERCEDES-BENZ,CLACLASS,SEDAN
2015,LINCOLN,NAVIGATOR,SUV
2015,MAZDA,MAZDA5,VAN/MINIVAN
2015,LINCOLN,NAVIGATOR L,SUV
2015,MERCEDES-BENZ,CCLASS,SEDAN
2015,LINCOLN,MKZ,SEDAN
2015,LINCOLN,MKS,SEDAN
2015,MASERATI,QUATTROPORTE,SEDAN
2015,MERCEDES-BENZ,GLCLASS,SUV
2015,MERCEDES-BENZ,ECLASS,SEDAN
2015,LINCOLN,MKC,SUV
2015,LEXUS,LS,SEDAN
2015,MAZDA,MX5 MIATA,CONVERTIBLE
2015,MAZDA,CX9,SUV
2015,MERCEDES-BENZ,GLKCLASS,SUV
2015,MAZDA,MAZDA6,SEDAN
2015,MASERATI,GRANTURISMO,COUPE
2015,MCLAREN,650S,COUPE
2015,MERCEDES-BENZ,GLACLASS,SUV
2015,MERCEDES-BENZ,CLSCLASS,SEDAN
2015,MERCEDES-BENZ,SLSCLASS,COUPE
2015,MERCEDES-BENZ,SPRINTER 2500 PASSENGER,VAN/MINIVAN
2015,MERCEDES-BENZ,SPRINTER 2500 CREW,VAN/MINIVAN
2015,MERCEDES-BENZ,SLCLASS,CONVERTIBLE
2015,MERCEDES-BENZ,SPRINTER 3500 CARGO,VAN/MINIVAN
2015,MERCEDES-BENZ,SLKCLASS,CONVERTIBLE
2015,MINI,CONVERTIBLE,CONVERTIBLE
2015,MINI,COUPE,COUPE
2015,MINI,PACEMAN,HATCHBACK
2015,MINI,HARDTOP 4 DOOR,HATCHBACK
2015,MITSUBISHI,LANCER,SEDAN
2015,MERCEDES-BENZ,SPRINTER 2500 CARGO,VAN/MINIVAN
2015,MINI,COUNTRYMAN,HATCHBACK
2015,NISSAN,NV3500 HD PASSENGER,VAN/MINIVAN
2015,MINI,ROADSTER,CONVERTIBLE
2015,MITSUBISHI,OUTLANDER,SUV
2015,NISSAN,NV2500 HD CARGO,VAN/MINIVAN
2015,NISSAN,370Z,COUPE
2015,MINI,HARDTOP 2 DOOR,HATCHBACK
2015,MITSUBISHI,OUTLANDER SPORT,SUV
2015,NISSAN,ALTIMA,SEDAN
2015,NISSAN,FRONTIER CREW CAB,PICKUP
2015,NISSAN,TITAN CREW CAB,PICKUP
2015,NISSAN,MURANO,SUV
2015,NISSAN,NV1500 CARGO,VAN/MINIVAN
2015,NISSAN,ARMADA,SUV
2015,NISSAN,LEAF,HATCHBACK
2015,NISSAN,NV200,VAN/MINIVAN
2015,NISSAN,GTR,COUPE
2015,MITSUBISHI,MIRAGE,HATCHBACK
2015,MITSUBISHI,LANCER EVOLUTION,SEDAN
2015,NISSAN,NV200 TAXI,VAN/MINIVAN
2015,RAM,1500 CREW CAB,PICKUP
2015,NISSAN,JUKE,SUV
2015,PORSCHE,BOXSTER,CONVERTIBLE
2015,NISSAN,SENTRA,SEDAN
2015,NISSAN,FRONTIER KING CAB,PICKUP
2015,NISSAN,PATHFINDER,SUV
2015,NISSAN,ROGUE SELECT,SUV
2015,NISSAN,ROGUE,SUV
2015,NISSAN,QUEST,VAN/MINIVAN
2015,NISSAN,NV3500 HD CARGO,VAN/MINIVAN
2015,NISSAN,VERSA,SEDAN
2015,PORSCHE,CAYENNE,SUV
2015,NISSAN,XTERRA,SUV
2015,PORSCHE,911,COUPE
2015,PORSCHE,MACAN,SUV
2015,RAM,PROMASTER CARGO VAN,VAN/MINIVAN
2015,RAM,2500 REGULAR CAB,PICKUP
2015,ROLLS-ROYCE,WRAITH,COUPE
2015,RAM,2500 CREW CAB,PICKUP
2015,PORSCHE,CAYMAN,COUPE
2015,NISSAN,TITAN KING CAB,PICKUP
2015,RAM,1500 QUAD CAB,PICKUP
2015,PORSCHE,PANAMERA,SEDAN
2015,RAM,1500 REGULAR CAB,PICKUP
2015,RAM,2500 MEGA CAB,PICKUP
2015,TOYOTA,CAMRY,SEDAN
2015,SCION,TC,COUPE
2015,TOYOTA,4RUNNER,SUV
2015,TOYOTA,COROLLA,SEDAN
2015,TOYOTA,PRIUS C,HATCHBACK
2015,RAM,PROMASTER CITY,VAN/MINIVAN
2015,TOYOTA,SEQUOIA,SUV
2015,SCION,IQ,HATCHBACK
2015,SUBARU,XV CROSSTREK,SUV
2015,TOYOTA,LAND CRUISER,SUV
2015,TESLA,MODEL S,SEDAN
2015,RAM,3500 CREW CAB,PICKUP
2015,RAM,C/V TRADESMAN,VAN/MINIVAN
2015,SMART,FORTWO,HATCHBACK
2015,RAM,3500 REGULAR CAB,PICKUP
2015,SMART,FORTWO ELECTRIC DRIVE,HATCHBACK
2015,RAM,3500 MEGA CAB,PICKUP
2015,SUBARU,IMPREZA,SEDAN
2015,SUBARU,BRZ,COUPE
2015,ROLLS-ROYCE,GHOST,SEDAN
2015,RAM,PROMASTER WINDOW VAN,VAN/MINIVAN
2015,TOYOTA,RAV4,SUV
2015,TOYOTA,AVALON,SEDAN
2015,TOYOTA,TACOMA ACCESS CAB,PICKUP
2015,TOYOTA,TUNDRA CREWMAX,PICKUP
2015,ROLLS-ROYCE,PHANTOM,SEDAN
2015,SCION,XB,HATCHBACK
2015,TOYOTA,HIGHLANDER,SUV
2015,SUBARU,LEGACY,SEDAN
2015,VOLKSWAGEN,BEETLE,HATCHBACK
2015,SUBARU,WRX,SEDAN
2015,SCION,FRS,COUPE
2015,SUBARU,OUTBACK,SUV
2015,TOYOTA,PRIUS,HATCHBACK
2015,TOYOTA,PRIUS PLUGIN HYBRID,HATCHBACK
2015,TOYOTA,TACOMA DOUBLE CAB,PICKUP
2015,SUBARU,FORESTER,SUV
2015,TOYOTA,PRIUS V,WAGON
2015,TOYOTA,SIENNA,VAN/MINIVAN
2015,TOYOTA,TUNDRA DOUBLE CAB,PICKUP
2015,TOYOTA,TUNDRA REGULAR CAB,PICKUP
2015,TOYOTA,VENZA,WAGON
2015,TOYOTA,YARIS,HATCHBACK
2015,VOLKSWAGEN,EGOLF,HATCHBACK
2015,VOLKSWAGEN,CC,SEDAN
2015,VOLKSWAGEN,EOS,CONVERTIBLE
2015,VOLKSWAGEN,TIGUAN,SUV
2015,VOLKSWAGEN,GOLF R,HATCHBACK
2015,VOLKSWAGEN,GOLF,HATCHBACK
2015,VOLKSWAGEN,PASSAT,SEDAN
2015,VOLKSWAGEN,GOLF SPORTWAGEN,WAGON
2015,VOLKSWAGEN,GOLF GTI,HATCHBACK
2015,VOLKSWAGEN,JETTA,SEDAN
2015,VOLVO,V60,WAGON
2015,VOLVO,S80,SEDAN
2014,ACURA,ILX,SEDAN
2015,VOLVO,S60,SEDAN
2014,ACURA,RDX,SUV
2015,VOLVO,XC60,SUV
2014,ACURA,MDX,SUV
2014,ASTON MARTIN,VANQUISH,COUPE
2014,AUDI,A5,COUPE
2015,VOLVO,XC70,WAGON
2014,AUDI,S4,SEDAN
2014,ACURA,TSX,SEDAN
2014,ASTON MARTIN,VANTAGE,COUPE
2014,ACURA,RLX,SEDAN
2014,AUDI,A4,SEDAN
2014,ASTON MARTIN,DB9,COUPE
2014,ACURA,TL,SEDAN
2014,ASTON MARTIN,RAPIDE S,SEDAN
2014,AUDI,S6,SEDAN
2015,VOLKSWAGEN,TOUAREG,SUV
2014,AUDI,A8,SEDAN
2014,AUDI,SQ5,SUV
2014,AUDI,RS 5,COUPE
2014,BMW,2 SERIES,COUPE
2014,AUDI,Q7,SUV
2014,ACURA,RLX SPORT HYBRID,SEDAN
2014,AUDI,RS 7,SEDAN
2014,AUDI,S7,SEDAN
2014,AUDI,A6,SEDAN
2014,AUDI,Q5,SUV
2014,AUDI,S5,COUPE
2014,AUDI,TT,COUPE
2014,AUDI,R8,COUPE
2014,AUDI,S8,SEDAN
2014,AUDI,ALLROAD,WAGON
2014,AUDI,A7,SEDAN
2014,BENTLEY,FLYING SPUR,SEDAN
2014,BMW,I8,COUPE
2014,BMW,X6 M,SUV
2014,BMW,5 SERIES,SEDAN
2014,BMW,X3,SUV
2014,BENTLEY,MULSANNE,SEDAN
2014,BUICK,LACROSSE,SEDAN
2014,BMW,M6,COUPE
2014,BMW,7 SERIES,SEDAN
2014,BMW,3 SERIES,SEDAN
2014,BMW,M5,SEDAN
