vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
1FA6P0HD2F5122390|2015|Ford|Fusion|SE FWD|Excellent Price|$1120 off avg. list price|7499|113971|Rosedale|MD|Black|Unknown|1| 3| personal
4T1B11HK4KU757184|2019|Toyota|Camry|SE Automatic|Excellent Price|$796 off avg. list price|17695|34664|Miami|FL|Gray|Black|no| 1| personal
3N1AB7AP8GY232545|2016|Nissan|Sentra|S CVT|Excellent Price|$1321 off avg. list price|6900|108630|Chicago|IL|Gray|Unknown|no| 2| personal
1HGCR2F33HA264756|2017|Honda|Accord|LX Sedan CVT|Great Price|$587 off avg. list price|15879|35448|Columbia|MO|Black|Black|no| 1| personal
3VWC57BU4KM206832|2019|Volkswagen|Jetta|S Automatic|Excellent Price|$2370 off avg. list price|13997|20147|Lakewood|CO|Black|Black|no| 1| fleet
KNDJP3A5XJ7527550|2018|Kia|Soul|+ Automatic|Excellent Price|$1141 off avg. list price|9995|67708|Elk Grove|CA|Blue|Black|no| 3| personal
1G1ZD5ST8LF026260|2020|Chevrolet|Malibu|LT|Excellent Price|$1720 off avg. list price|18731|9897|San Jose|CA|Silver|Black|no| 1| fleet
1N6DD0ER9KN744714|2019|Nissan|Frontier|SV Crew Cab 2WD Automatic|Excellent Price||21920|7305|Mcallen|TX|White|Gray|no| 2| fleet
1J4GS48K85C543182|2005|Jeep|Grand Cherokee|Laredo RWD|||3311|171923|O'Fallon|IL|Silver|Gray|no| 1| personal
1HGCR2F32HA147296|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$994 off avg. list price|15995|30609|Pensacola|FL|Gray|Gray|no| 1| personal
3FA6P0D96KR117346|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1157 off avg. list price|20499|30263|Hot Springs|AR|White|Black|no| 1| personal
3VW2B7AJ4HM384244|2017|Volkswagen|Jetta|1.4T S Auto|Excellent Price|$1711 off avg. list price|9995|31987|Philadelphia|PA|Blue|Black|no| 2| fleet
55SWF4JBXHU207782|2017|Mercedes-Benz|C-Class|C 300 Sedan RWD|Excellent Price|$2946 off avg. list price|21888|40803|Laguna Niguel|CA|Blue|Gray|no| 2| personal
1FDWE35L07DB20203|2007|Ford|Econoline Commercial Cutaway|"E-350 138"" DRW"|||12988|32435|Houston|TX|White|Unknown|no|| personal
55SWF4JB2HU205721|2017|Mercedes-Benz|C-Class|C 300 with Sport Package Sedan RWD|Excellent Price|$2443 off avg. list price|19500|36799|Sunnivale|CA|White|Black|no| 1| personal
WBADW7C59DE440191|2013|BMW|3 Series|328i Convertible SULEV|Excellent Price|$2540 off avg. list price|10990|90216|Burbank|CA|Black|Beige|no| 3| personal
5N1DR2MM1KC599178|2019|Nissan|Pathfinder|SV 4WD|||22697|36349|Little Rock|AR|Silver|Black|no| 1| personal
1G4HD57278U103282|2008|Buick|Lucerne|CXL V6|||2699|181256|Tulsa|OK|White|Brown|no| 3| personal
5UXFE435X8L027354|2008|BMW|X5|3.0si AWD|Excellent Price|$1302 off avg. list price|6999|89184|Hazlet|NJ|Black|Beige|no| 3| personal
5YFEPRAE2LP110588|2020|Toyota|Corolla|LE CVT|Great Price|$435 off avg. list price|15995|2696|St Francisville|LA|Black|Black|1| 1| personal
KNMAT2MT4KP528436|2019|Nissan|Rogue|SV FWD|Great Price|$727 off avg. list price|17984|30310|North Charleston|SC|White|Black|no| 1| personal
KNMAT2MT6HP614081|2017|Nissan|Rogue|2017.5 S FWD|Excellent Price|$1362 off avg. list price|13995|49911|Fuquay Varina|NC|Black|Black|1| 1| personal
1VWBN7A3XEC076632|2014|Volkswagen|Passat|TDI SE with Sunroof Sedan DSG|Excellent Price||10990|48166|Blue Mound|TX|Gray|Black|no| 3| personal
1N4BL4CV6KC195169|2019|Nissan|Altima|SR FWD|Excellent Price|$812 off avg. list price|17495|35708|New Bern|NC|White|Black|no| 1| personal
1G11Z5S36KU119979|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$1066 off avg. list price|18499|25724|Tinley Park|IL|Black|Black|no| 1| personal
5N1AT2MV8KC766780|2019|Nissan|Rogue|SV AWD|Excellent Price||17970|32349|Stafford|TX|White|Black|no| 1| personal
3N1AB7AP3KY273416|2019|Nissan|Sentra|SV CVT|Great Price|$393 off avg. list price|14407|13244|Greenville|SC|White|Black|no| 1| personal
JTDKN3DU4D5576630|2013|Toyota|Prius|Two|Excellent Price|$1713 off avg. list price|7999|126142|Smyrna|GA|Silver|Gray|no| 2| personal
WA1LGAFE7DD000359|2013|Audi|Q7|Premium Plus 3.0T quattro|Excellent Price|$2720 off avg. list price|12995|100789|Kennesaw|GA|Gray|Black|no| 2| personal
3GYEK62N44G325211|2004|Cadillac|Escalade EXT|AWD|||5995|175103|Westminster|CO|Black|Gray|no| 2| personal
1HGCR2F73HA236832|2017|Honda|Accord|EX Sedan CVT|Excellent Price|$850 off avg. list price|17377|33704|Michigan City|IN|Black|Gray|no| 1| personal
3N1AB7AP1KY264746|2019|Nissan|Sentra|S CVT|Excellent Price||11988|43851|Georgetown|TX|Silver|Black|no| 1| personal
5NPD84LF1KH482775|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price||13444|16979|Rosenberg|TX|Silver|Black|no| 1| personal
KM8J23A47HU553861|2017|Hyundai|Tucson|SE FWD|Excellent Price|$1681 off avg. list price|15694|35792|Louisville|KY|Black|Black|no| 1| personal
5UXKR0C53F0P02469|2015|BMW|X5|xDrive35i AWD|Excellent Price|$4657 off avg. list price|19995|88270|Westport|MA|Gray|Black|no| 1| personal
1J4PN2GK1AW176308|2010|Jeep|Liberty|Sport 4WD|Excellent Price|$700 off avg. list price|3488|175411|Hagerstown|MD|Red|Beige|no| 2| personal
1N4BL4CV4KC168892|2019|Nissan|Altima|SR FWD|Excellent Price|$1085 off avg. list price|15652|33399|Fontana|CA|Silver|Black|no| 1| personal
1FMCU0GX0GUC61566|2016|Ford|Escape|SE FWD|Excellent Price|$1353 off avg. list price|7500|154571|Smyrna|GA|White|Beige|no| 2| personal
3FA6P0LU2KR222570|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$544 off avg. list price|14200|32167|Hazard|KY|White|Gray|no| 1| personal
58ABK1GG4GU032890|2016|Lexus|ES|ES 350|Excellent Price|$2464 off avg. list price|15991|38295|Hollywood|FL|White|Brown|1| 2| personal
YV4960BZ0A1079180|2010|Volvo|XC70|3.2L|||7995|144000|Westport|MA|Blue|Black|1| 3| personal
1FMCU0D74CKA42071|2012|Ford|Escape|XLT FWD|||4995|145834|Virginia Beach|VA|Gray|Unknown|1| 2| personal
1N6AD0ERXKN733479|2019|Nissan|Frontier|SV Crew Cab 2WD Automatic|Excellent Price||19500|26429|Cleburne|TX|White|Gray|no| 1| personal
KNMAT2MV7KP517772|2019|Nissan|Rogue|SV AWD|Excellent Price|$912 off avg. list price|16999|45050|Concord|NC|White|Black|no| 1| personal
1G1ZD5ST0KF134273|2019|Chevrolet|Malibu|LT with 1LT|Excellent Price|$857 off avg. list price|15593|30875|Metairie|LA|Silver|Black|no| 1| personal
1HGCP2F68CA180442|2012|Honda|Accord|SE Sedan I4 Automatic|||7999|78629|Irvine|CA|Black|Black|1| 4| personal
JTMBD32V565023678|2006|Toyota|RAV4|Sport I4 4WD|||4900|144741|Johnson City|TN|Gray|Gray|no| 3| personal
WDDDJ72X08A125724|2008|Mercedes-Benz|CLS|CLS 550|Excellent Price|$2126 off avg. list price|11995|68691|Tampa|FL|White|Black|no| 3| personal
1HGCR2F31HA247910|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$734 off avg. list price|15477|36222|Michigan City|IN|Blue|Black|1| 2| personal
1N6AD0ER0KN720644|2019|Nissan|Frontier|SV Crew Cab 2WD Automatic|Excellent Price|$2401 off avg. list price|19197|19965|Moreno Valley|CA|White|Gray|no| 1| personal
3FA6P0LU5KR204144|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$930 off avg. list price|15990|27962|Taylorville|IL|White|Unknown|no| 1| personal
1FTFW1EF2DFB92116|2013|Ford|F-150|XL SuperCrew 5.5' Box 4WD|Excellent Price|$3908 off avg. list price|16499|88659|Dundalk|MD|White|Unknown|no| 1| personal
4T1B11HK2KU256570|2019|Toyota|Camry|LE Automatic|Excellent Price||16850|33864|Live Oak|TX|White|Black|no| 1| personal
JTHBK1EG2B2447255|2011|Lexus|ES|ES 350|Excellent Price|$1451 off avg. list price|10998|102329|Mission Viejo|CA|Black|Black|no| 2| personal
4T1B11HK5KU788038|2019|Toyota|Camry|SE Automatic|Great Price|$755 off avg. list price|19898|18999|Pensacola|FL|White|Gray|no| 1| personal
3N1AB7AP9KY277776|2019|Nissan|Sentra|SV CVT|Excellent Price|$609 off avg. list price|12307|30461|Chandler|AZ|Blue|Black|no| 1| fleet
1N4AL3APXFC191948|2015|Nissan|Altima|2.5 S|Excellent Price|$726 off avg. list price|7487|117009|Raleigh|NC|Black|Beige|no| 1| personal
5YFEPRAE1LP011437|2020|Toyota|Corolla|LE CVT|Great Price|$237 off avg. list price|16988|20430|North Dartmouth|MA|White|Black|no| 1| personal
1G11Z5SA4KU125133|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$712 off avg. list price|16663|36064|Metairie|LA|White|Black|no| 1| personal
JTDEPRAE2LJ078083|2020|Toyota|Corolla|LE CVT|Great Price|$175 off avg. list price|18588|6124|Honolulu|HI|White|Gray|no| 1| personal
KNMAT2MT8KP556823|2019|Nissan|Rogue|SV FWD|Great Price|$563 off avg. list price|18440|24398|Albuquerque|NM|Gray|Black|no| 1| personal
JA3215H17CU021617|2012|Mitsubishi|i-MiEV|ES|||4995|57606|Mahopac|NY|White|Gray|1| 1| personal
1N4AL3AP6HC238301|2017|Nissan|Altima|2.5 SV|Excellent Price|$1843 off avg. list price|12994|29562|Virginia Beach|VA|Black|Beige|1| 1| personal
5NPD84LF6HH013304|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$704 off avg. list price|11280|56861|Highland|IN|Red|Beige|no| 1| personal
1FM5K8GT8EGC58078|2014|Ford|Explorer|Sport 4WD|Excellent Price|$2943 off avg. list price|15500|75410|Rapid City|SD|White|Black|no| 2| personal
4T1B11HK9KU786454|2019|Toyota|Camry|LE Automatic|Excellent Price|$1676 off avg. list price|17999|19473|Evansville|IN|Silver|Gray|no| 1| personal
5N1AT2MV7KC749713|2019|Nissan|Rogue|SV AWD|Excellent Price|$1717 off avg. list price|20000|17496|Orlando|FL|Silver|Unknown|no| 1| personal
1G11Z5S33KU113640|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$926 off avg. list price|15850|48660|Jacksonville|NC|Black|Black|1| 1| personal
3N1AB7AP5KY244676|2019|Nissan|Sentra|SR CVT|Excellent Price|$996 off avg. list price|14977|33326|Albuquerque|NM|Gray|Black|no| 1| personal
5YFEPRAE3LP038901|2020|Toyota|Corolla|LE CVT|Great Price|$152 off avg. list price|17495|7729|Trevose|PA|Black|Black|no| 1| personal
3N1AB7AP5KY311616|2019|Nissan|Sentra|S CVT|Great Price|$339 off avg. list price|12953|28924|Glendale|AZ|White|Black|no| 1| personal
1N4AL2AP5CC207463|2012|Nissan|Altima|2.5 S Sedan CVT|Excellent Price|$1445 off avg. list price|7351|97633|Ocala|FL|Red|Black|no| 4| fleet
2C3CCAEG5KH722924|2019|Chrysler|300|Limited RWD|Excellent Price|$3734 off avg. list price|23477|9208|Scottsdale|AZ|Blue|Black|no| 1| personal
1FTEW1E43KFC10789|2019|Ford|F-150|XL SuperCrew 5.5' Box 4WD|||35999|17642|Columbia|SC|Silver|Gray|no| 1| personal
KNDJP3A57K7013768|2019|Kia|Soul|+ Automatic|Excellent Price|$668 off avg. list price|14500|29808|Virginia Beach|VA|White|Black|no| 1| personal
2C4RDGCG3KR601540|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1349 off avg. list price|16995|58829|Cedar Rapids|IA|Gray|Black|no| 1| fleet
3FA6P0D95KR141007|2019|Ford|Fusion|Titanium AWD|Excellent Price||17990|34078|Blue Mound|TX|Gold|Black|no| 1| fleet
1FTEW1CP3HFA99571|2017|Ford|F-150|XLT SuperCrew 5.5' Box RWD|Excellent Price|$3921 off avg. list price|19995|70702|Harrison|AR|White|Gray|no| 1| fleet
3N1AB7APXKY332154|2019|Nissan|Sentra|SV CVT|Great Price|$480 off avg. list price|12538|32020|Jacksonville|AR|White|Black|no| 1| personal
3FA6P0LU8KR272647|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$821 off avg. list price|15388|23667|Live Oak|FL|Blue|Unknown|no| 1| personal
KNMAT2MT6KP543357|2019|Nissan|Rogue|SV FWD|Great Price|$418 off avg. list price|18245|32464|Memphis|TN|White|Black|no| 1| personal
3FA6P0LU6KR180954|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$765 off avg. list price|14999|50911|Pine Bluff|AR|Black|Black|no| 1| personal
4T1B11HK5KU771529|2019|Toyota|Camry|LE Automatic|Excellent Price||17985|21966|Dallas|TX|White|Black|no| 1| personal
SALPM16452A465589|2002|Land|Rover Range Rover|HSE|||6995|142597|Santa Monica|CA|Gray|Gray|3| 4| personal
4T4BE46K59R116294|2009|Toyota|Camry|LE I4 Automatic|||2999|213002|American Fork|UT|White|Unknown|no| 2| fleet
3C4PDDEG9KT701903|2019|Dodge|Journey|GT AWD|Excellent Price|$916 off avg. list price|20395|32209|Cincinnati|OH|White|Black|no| 1| personal
5TDZA22C26S411610|2006|Toyota|Sienna|XLE 7-Passenger FWD|Excellent Price|$518 off avg. list price|2495|210678|Antioch|IL|White|Beige|1| 3| fleet
1C3CCCAB1FN671117|2015|Chrysler|200|Limited FWD|Excellent Price|$2007 off avg. list price|8555|55342|Fairbanks|AK|Gray|Black|no| 3| personal
KNMAT2MV7HP560095|2017|Nissan|Rogue|SV AWD|Excellent Price|$1391 off avg. list price|15395|36028|Peabody|MA|White|Black|no| 1| personal
1HGCR2F13HA231402|2017|Honda|Accord|Sport Special Edition Sedan CVT|Excellent Price||15999|44013|Dallas|TX|Red|Black|no| 1| personal
3FA6P0LU6KR225472|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1180 off avg. list price|14000|33404|Mattoon|IL|Red|Gray|no| 1| personal
3FA6P0LU8KR207524|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$752 off avg. list price|14500|33793|Sarasota|FL|Silver|Gray|no| 1| personal
1FM5K8D84HGC77652|2017|Ford|Explorer|XLT 4WD|Excellent Price|$2962 off avg. list price|19500|47241|Chicago|IL|Silver|Unknown|no| 1| personal
1GAZGPFGXK1267331|2019|Chevrolet|Express Passenger|3500 LT LWB|Excellent Price|$1150 off avg. list price|22693|35912|Columbia|MO|White|Gray|no| 1| personal
3FA6P0LU4KR225745|2019|Ford|Fusion|Hybrid SE FWD|Great Price||14000|31311|Whitesboro|TX|Silver|Black|no| 1| personal
YV4902BZXB1099550|2011|Volvo|XC70|3.0L Turbo with Moonroof AWD|Excellent Price|$1943 off avg. list price|8994|127236|Morristown|NJ|Red|Black|no| 4| personal
4T1B11HKXKU169712|2019|Toyota|Camry|SE Automatic|Excellent Price|$790 off avg. list price|19324|14350|Gainesville|FL|Black|Black|no| 2| personal
1FMCU0GD7HUC27888|2017|Ford|Escape|SE FWD|Excellent Price|$1431 off avg. list price|9999|112148|Smyrna|GA|Gold|Black|no| 2| personal
2C3CCAKG5KH687287|2019|Chrysler|300|Limited AWD|Excellent Price|$1870 off avg. list price|23587|16054|North Nampa|ID|Black|Black|no| 1| personal
4T1B11HKXKU769761|2019|Toyota|Camry|L Automatic|Excellent Price|$1377 off avg. list price|17815|28955|Douglas|GA|White|Unknown|no| 1| personal
1FTVX14V49KC27545|2009|Ford|F-150|XL SuperCab 8.0' Box 4WD|||5900|151196|West Bend|WI|Black|Unknown|no| 1| personal
4T1BF32K13U051202|2003|Toyota|Camry|SE V6 VVTi Automatic|||3950|145787|Addison|IL|Black|Gray|no| 4| personal
3VWLL7AJ4DM439206|2013|Volkswagen|Jetta|TDI Sedan DSG|Excellent Price|$1617 off avg. list price|8888|80045|Smyrna|GA|White|Gray|no| 2| personal
2C4RDGCG7KR512778|2019|Dodge|Grand Caravan|SXT|Great Price|$366 off avg. list price|16200|38079|Pikeville|KY|Black|Black|no| 1| personal
1FMCU0GX1FUB42701|2015|Ford|Escape|SE FWD|Excellent Price|$1678 off avg. list price|9888|102428|Lakewood|WA|White|Black|no| 2| fleet
1ZVBP8AM0E5282409|2014|Ford|Mustang|V6 Coupe|Excellent Price||11990|61262|Blue Mound|TX|White|Gray|no| 2| personal
3N1AB7AP5KY263695|2019|Nissan|Sentra|S CVT|Great Price|$458 off avg. list price|12188|37432|Hayward|CA|Silver|Black|no| 1| personal
1C6RR6LG7HS856010|2017|Ram|1500|"Lone Star Silver Crew Cab 5'7"" Box 2WD"|Excellent Price||20995|29068|Haltom City|TX|Black|Gray|2| 1| personal
JTEBU5JR9K5681042|2019|Toyota|4Runner|SR5 4WD|Excellent Price|$2780 off avg. list price|32995|11481|Anchorage|AK|Silver|Unknown|no| 1| personal
1HGCR2F33HA190867|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$1011 off avg. list price|12495|82916|Riverside|CA|Black|Black|no| 1| personal
1VWCN7A3XEC037902|2014|Volkswagen|Passat|TDI SEL Premium Sedan DSG|Excellent Price|$1129 off avg. list price|9999|61844|Waite Park|MN|Black|Black|no| 4| fleet
1N6AD0ER6KN883573|2019|Nissan|Frontier|SV Crew Cab 2WD Automatic|Excellent Price|$1845 off avg. list price|19800|7194|Union City|GA|Blue|Gray|no| 1| fleet
1N4BL4BV7KN312974|2019|Nissan|Altima|S FWD|Great Price|$614 off avg. list price|17595|11377|O'Fallon|IL|White|Black|no| 1| personal
1FMCU9GXXEUE19235|2014|Ford|Escape|SE 4WD|Excellent Price|$1058 off avg. list price|9500|89681|Winchester|VA|White|Unknown|1| 2| fleet
1HGCR2F38HA200728|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$606 off avg. list price|14400|29110|Pikeville|KY|Blue|Beige|1| 1| personal
JTDEPRAE8LJ008670|2020|Toyota|Corolla|LE CVT|Great Price|$226 off avg. list price|15999|12287|Naples|FL|Gray|Gray|no| 1| personal
2HGFC1E51HH706639|2017|Honda|Civic|Si Sedan Manual|Excellent Price|$1521 off avg. list price|18998|48286|Renton|WA|White|Unknown|no| 1| personal
4T1B11HK6KU739804|2019|Toyota|Camry|SE Automatic|Excellent Price|$956 off avg. list price|18197|30334|Lugoff|SC|Silver|Unknown|no| 1| personal
2FMDK3KC9DBA72352|2013|Ford|Edge|Limited FWD|Excellent Price|$2232 off avg. list price|10500|91249|Rosedale|MD|Black|Unknown|no| 3| fleet
1HGCR2F85HA171569|2017|Honda|Accord|EX-L Sedan CVT|Excellent Price|$1284 off avg. list price|15454|52305|Northridge|CA|Red|Gray|no| 1| personal
1FMCU0GX4EUE41260|2014|Ford|Escape|SE FWD|Excellent Price|$1532 off avg. list price|7999|90600|Goodyear|AZ|Silver|Gray|no| 3| personal
1G1ZD5ST8LF002217|2020|Chevrolet|Malibu|LT|Excellent Price|$688 off avg. list price|16999|26523|Chandler|AZ|White|Black|no| 1| personal
1VWCN7A3XEC073170|2014|Volkswagen|Passat|TDI SEL Premium Sedan DSG|Excellent Price|$971 off avg. list price|9847|82144|Sevierville|TN|Gray|Black|no| 2| personal
2GNALBEK9H1586190|2017|Chevrolet|Equinox|LS FWD|Excellent Price||9585|137036|Pearland|TX|Silver|Gray|no| 1| personal
3N1AB7AP8KY330693|2019|Nissan|Sentra|S CVT|Excellent Price|$979 off avg. list price|10990|15044|Miami Gardens|FL|Gray|Black|no| 1| fleet
4JGCB6FB0AA101890|2010|Mercedes-Benz|R-Class|R 350 4MATIC|Excellent Price|$1833 off avg. list price|9980|92628|Conway|SC|White|Gray|1| 5| personal
5NPD84LF3HH186892|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic|Excellent Price|$891 off avg. list price|10996|34472|Crestwood|IL|Silver|Gray|no| 1| personal
4T1B11HK3KU773540|2019|Toyota|Camry|LE Automatic|Excellent Price||16998|30572|Houston|TX|Black|Gray|no| 1| fleet
3VW2K7AJ3BM335639|2011|Volkswagen|Jetta|Sedan Auto|||3699|149858|Fort Wayne|IN|White|Unknown|no| 4| personal
1HGCR2F36HA286380|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$986 off avg. list price|14497|54545|Statesville|NC|Silver|Gray|no| 1| personal
JTDBL40E399065419|2009|Toyota|Corolla|LE Automatic|Excellent Price|$887 off avg. list price|3977|201225|West Allis|WI|Gray|Gray|no| 5| personal
1G1ZD5ST3KF146367|2019|Chevrolet|Malibu|LT with 1LT|Excellent Price|$928 off avg. list price|15476|30971|Northridge|CA|White|Black|no| 1| personal
KNMAT2MT9KP513902|2019|Nissan|Rogue|SV FWD|Great Price|$692 off avg. list price|19848|28017|Hobbs|NM|Black|Black|no| 1| personal
3N1AB7AP3JY222853|2018|Nissan|Sentra|S CVT|Excellent Price|$936 off avg. list price|10485|38079|Hackensack|NJ|Black|Black|no| 1| personal
WMWSU3C53DT372620|2013|MINI|Hardtop|Hardtop 2-Door|Excellent Price|$1182 off avg. list price|6968|71540|Fredericksburg|VA|White|Black|no| 2| personal
3FA6P0LU3KR204207|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$941 off avg. list price|14800|31043|Omaha|NE|Silver|Gray|no| 1| personal
2C4RDGCG4KR632134|2019|Dodge|Grand Caravan|SXT|Great Price|$512 off avg. list price|17950|31892|Albuquerque|NM|White|Black|no| 1| personal
3FA6P0CD0KR182392|2019|Ford|Fusion|SEL FWD|Excellent Price|$1114 off avg. list price|15912|48512|Florence|SC|White|Unknown|no| 1| personal
2C4RDGCG0KR643048|2019|Dodge|Grand Caravan|SXT|Great Price|$630 off avg. list price|18624|17890|Nevada|MO|Gray|Black|no| 1| personal
3FA6P0D96KR107108|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1091 off avg. list price|17495|37624|Annapolis|MD|White|Unknown|no| 2| personal
2HGFA1F59BH309272|2011|Honda|Civic|LX Sedan Automatic|Excellent Price|$991 off avg. list price|5995|105525|Abingdon|MD|Silver|Unknown|1| 2| fleet
3GKALVEV8LL104972|2020|GMC|Terrain|SLT AWD|Excellent Price|$1217 off avg. list price|23998|14021|Henderson|NV|Black|Black|no| 1| personal
KMHD74LF3HU115129|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (Ulsan) (alt)|Excellent Price|$652 off avg. list price|8962|93677|Highland|IN|Black|Gray|no| 1| personal
KNMAT2MT6KP524274|2019|Nissan|Rogue|SV FWD|Excellent Price|$829 off avg. list price|17980|28694|North Charleston|SC|Silver|Black|no| 1| personal
1FDAF56F51EA41980|2001|Ford|Super Duty F-550|"XL Regular Cab 141"" 2WD"|||14995|34000|Santa Clara|CA|White|Gray|no| 1| personal
3N1CN7AP5HL829182|2017|Nissan|Versa|1.6 SV CVT|||5450|116117|Dallas|TX|Black|Black|no| 2| fleet
1FMCU0G92KUB13395|2019|Ford|Escape|SE FWD|Excellent Price|$2000 off avg. list price|16183|26071|Post Falls|ID|White|Gray|no| 1| personal
JF2GTALCXJH218288|2018|Subaru|Crosstrek|2.0i Limited CVT|||17491|22300|Portland|OR|White|Black|1| 1| personal
3FA6P0CD3KR139858|2019|Ford|Fusion|SEL FWD|Excellent Price|$1289 off avg. list price|16008|38774|Tucson|AZ|Silver|Black|no| 1| fleet
KNMAT2MT8KP529489|2019|Nissan|Rogue|SV FWD|Excellent Price|$724 off avg. list price|16955|33339|West Covina|CA|Blue|Black|no| 1| fleet
2C4RC1BG4ER324838|2014|Chrysler|Town & Country|Touring|Excellent Price|$1277 off avg. list price|6900|138472|Tracy|CA|White|Black|no| 2| fleet
JTMZD33V975043415|2007|Toyota|RAV4|I4 FWD|Excellent Price|$1019 off avg. list price|4800|190423|Wichita|KS|White|Gray|1| 2| personal
KNDJP3A57G7260117|2016|Kia|Soul|+ Automatic|Excellent Price||8495|80064|Dallas|TX|Black|Black|2| 1| personal
3N1AB7AP3DL670155|2013|Nissan|Sentra|SV CVT|||6900|72414|Bronx|NY|Gray|Black|2| 4| fleet
1FM5K7DH5HGA73355|2017|Ford|Explorer|XLT FWD|Excellent Price|$3096 off avg. list price|12995|134482|Raleigh|NC|Red|Black|3| 1| personal
KNMAT2MT6KP527045|2019|Nissan|Rogue|SV FWD|Excellent Price||15923|30995|Grapevine|TX|White|Black|no| 1| personal
3N1AB7AP4KY313759|2019|Nissan|Sentra|S CVT|Excellent Price|$580 off avg. list price|12995|14620|Anchorage|AK|Gray|Black|no| 1| personal
WMWZG3C57BTY35524|2011|MINI|Clubman|S FWD|||4995|120850|San Diego|CA|Black|Black|1| 3| fleet
3N1AB7AP0KY213545|2019|Nissan|Sentra|S CVT|Excellent Price|$899 off avg. list price|11324|32499|Hemet|CA|Black|Black|no| 1| personal
5YFEPRAE3LP067959|2020|Toyota|Corolla|LE CVT|Great Price|$415 off avg. list price|19993|897|Victorville|CA|Black|Black|no| 1| personal
KNMAT2MV1KP524359|2019|Nissan|Rogue|SV AWD|Excellent Price|$1219 off avg. list price|14992|37773|Sarasota|FL|Silver|Black|no| 1| personal
4T1B11HK4KU706526|2019|Toyota|Camry|L Automatic|Excellent Price|$1338 off avg. list price|18596|13433|Orlando|FL|Black|Gray|no| 1| personal
KNMAT2MT0KP517174|2019|Nissan|Rogue|SV FWD|Great Price|$438 off avg. list price|18490|27948|Henderson|NV|White|Black|no| 1| personal
1MEFM55S65A624844|2005|Mercury|Sable|4dr Sedan LS|Excellent Price|$534 off avg. list price|2999|136969|Casa Grande|AZ|White|Gray|no| 3| personal
5NPD74LF1HH066673|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$465 off avg. list price|6900|79781|Belford|NJ|Silver|Gray|1| 2| fleet
WBA3A9C54EF478137|2014|BMW|3 Series|335i Sedan|||12577|91564|Naperville|IL|Black|Black|1| 2| personal
3N1AB7AP1KL611392|2019|Nissan|Sentra|SV CVT|Excellent Price||12920|35337|Harlingen|TX|Silver|Black|no| 1| personal
3FA6P0H78DR260987|2013|Ford|Fusion|SE FWD|Excellent Price|$1481 off avg. list price|8495|93298|Auburn|WA|White|Unknown|no| 3| fleet
KNDMB5C17G6085990|2016|Kia|Sedona|LX|Excellent Price|$1641 off avg. list price|8950|107450|Brooklyn|NY|Black|Beige|4| 2| fleet
3N1AB7AP7JY325726|2018|Nissan|Sentra|S CVT|Excellent Price|$1458 off avg. list price|9985|29725|Oakland|CA|White|Black|no| 1| personal
KNMAT2MT1KP533576|2019|Nissan|Rogue|SV FWD|Great Price|$408 off avg. list price|16998|31085|Clearwater|FL|Silver|Black|no| 1| personal
1FAHP3M20CL184909|2012|Ford|Focus|SEL Hatchback|||5995|91835|Mesa|AZ|Gray|Unknown|no| 2| personal
ZAM45VLA3F0136583|2015|Maserati|GranTurismo|MC Coupe|||43995|38250|National City|CA|Black|Black|no| 3| personal
KNMAT2MT3KP523356|2019|Nissan|Rogue|SV FWD|Great Price|$307 off avg. list price|15498|34726|Palmetto Bay|FL|Black|Black|1| 1| personal
2HGFG21538H702561|2008|Honda|Civic|Si with Navigation Coupe Manual|||7990|89988|Kaneohe|HI|Blue|Unknown|no| 4| personal
5N1AT2MT9KC733012|2019|Nissan|Rogue|SV FWD|Excellent Price|$1081 off avg. list price|17998|11519|Delray Beach|FL|Gray|Black|no|| personal
2C4RDGCG9KR584145|2019|Dodge|Grand Caravan|SXT|Excellent Price|$718 off avg. list price|17000|37595|Show Low|AZ|White|Black|no| 1| personal
