vin|year|make|model|trim|pricecategory|pricevariance|price|mileage|city|state|colorexterior|colorinterior|accidenthist|owner|usage
SAJDA44B775B00695|2007|Jaguar|XK|Convertible|Excellent Price|$4027 off avg. list price|16900|53058|Pittsburgh|PA|Black|Beige|no| 1| personal
JTJHF10UX20237007|2002|Lexus|RX|RX 300 4WD|||1875|225929|Salt Lake City|UT|Silver|Black|no| 2| personal
1GCWGFCA6C1142400|2012|Chevrolet|Express Cargo Van|2500 SWB RWD|||7999|162845|Rosedale|MD|White|Gray|1| 1| fleet
3FA6P0HD7ER390668|2014|Ford|Fusion|SE FWD|Excellent Price|$1366 off avg. list price|8990|85596|Greensboro|NC|Black|Black|1| 2| personal
KNMAT2MT1KP515496|2019|Nissan|Rogue|SV FWD|Excellent Price|$1080 off avg. list price|15270|42089|Fontana|CA|Gray|Black|no| 1| personal
3N1AB7AP6JY250016|2018|Nissan|Sentra|S CVT|Excellent Price|$1430 off avg. list price|12995|67869|Albuquerque|NM|White|Black|no| 2| personal
1HGCP26878A152012|2008|Honda|Accord|EX-L Sedan I4 Automatic|||2911|240369|O'Fallon|IL|Black|Black|no| 1| personal
1NXBU40E79Z138734|2009|Toyota|Corolla|LE Automatic|||5629|118900|Everett|WA|Black|Unknown|no| 2| personal
2C4RDGCGXKR672217|2019|Dodge|Grand Caravan|SXT|Great Price|$712 off avg. list price|17600|22485|Pikeville|KY|Black|Black|no| 1| personal
3N1CN7AP8KL815798|2019|Nissan|Versa|S Plus Sedan CVT|Excellent Price|$1438 off avg. list price|7800|61944|Middlesboro|KY|Black|Black|no| 1| personal
5NPD84LF7HH008242|2017|Hyundai|Elantra|Limited 2.0L Sedan Automatic|Excellent Price|$2120 off avg. list price|10999|27420|Las Vegas|NV|Gray|Gray|no| 1| fleet
2C4RDGCG1KR659582|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1067 off avg. list price|16800|38540|Mobile|AL|Gray|Black|no| 2| personal
2C4RDGCG9KR688926|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1223 off avg. list price|17585|21103|Golden|CO|Gray|Black|no| 1| personal
1MEFM66L7XK620196|1999|Mercury|Mystique|4dr Sedan LS|||5000|37641|Durham|NC|Blue|Beige|1| 1| personal
5NPD84LF9HH034955|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$1500 off avg. list price|9700|21095|New Port Richey|FL|Blue|Gray|1| 1| personal
1G4HD57208U150489|2008|Buick|Lucerne|CXL V6|||5421|120675|North Charleston|SC|Silver|Gray|no| 2| personal
2C3CCAEG4KH555813|2019|Chrysler|300|Limited RWD|Excellent Price|$2587 off avg. list price|19411|31455|Fontana|CA|White|Black|no| 1| fleet
3FA6P0LU2KR181096|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1606 off avg. list price|14782|29971|Livermore|CA|Gray|Black|no| 1| personal
WMWXU1C56H2E18577|2017|MINI|Hardtop|Hardtop 4-Door|||9490|108826|King George|VA|White|Black|1| 1| personal
4JGDF6EE3HA742739|2017|Mercedes-Benz|GLS|GLS 450 4MATIC|Excellent Price|$3774 off avg. list price|37898|50451|Denver|CO|White|Beige|no| 1| personal
3VW2B7AJ2HM323863|2017|Volkswagen|Jetta|1.4T S Auto|Excellent Price|$1274 off avg. list price|7994|85550|New Port Richey|FL|White|Black|no| 2| personal
KMHDN46D44U874687|2004|Hyundai|Elantra|GLS Sedan Automatic|||2490|119577|Hayward|CA|Silver|Unknown|no| 4| personal
3FA6P0LU7KR105969|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$532 off avg. list price|14795|48882|Melbourne|FL|White|Unknown|no| 1| personal
5NPD84LF5KH422286|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$1065 off avg. list price|11321|32729|Sarasota|FL|Silver|Black|1| 1| personal
3N1AB7APXKY301616|2019|Nissan|Sentra|S CVT|Excellent Price|$649 off avg. list price|11990|30577|Glendale|AZ|Gray|Black|no| 1| personal
1GAZGPFP4K1190360|2019|Chevrolet|Express Passenger|3500 LT LWB|Excellent Price|$2592 off avg. list price|17250|30670|Miami Lakes|FL|White|Gray|no| 1| personal
1N4AL3AP5GC226932|2016|Nissan|Altima|2.5 SV|||7499|137633|Murfreesboro|TN|Silver|Unknown|no| 2| personal
19XFB2F5XDE281059|2013|Honda|Civic|LX Sedan Automatic|Excellent Price|$1315 off avg. list price|9000|79224|Las Vegas|NV|Gray|Black|no| 1| personal
3N1AB7AP1KY221234|2019|Nissan|Sentra|S CVT|Excellent Price|$800 off avg. list price|10882|44261|Ft Payne|AL|Black|Black|no| 1| personal
1VWCN7A33EC034517|2014|Volkswagen|Passat|TDI SEL Premium Sedan DSG|Excellent Price|$1373 off avg. list price|9998|77812|Tracy|CA|Black|Black|no| 2| personal
1G1ZD5ST8LF033421|2020|Chevrolet|Malibu|LT|Excellent Price||18888|10307|Mc Allen|TX|Gray|Black|no| 1| personal
JTDEPRAE0LJ011790|2020|Toyota|Corolla|LE CVT|Great Price|$490 off avg. list price|17890|6485|Tacoma|WA|Silver|Unknown|no| 1| personal
KNMAT2MT0KP532340|2019|Nissan|Rogue|SV FWD|Excellent Price|$886 off avg. list price|15127|35589|Fontana|CA|Black|Black|no| 1| personal
2C4RDGCG8KR663242|2019|Dodge|Grand Caravan|SXT|Excellent Price|$952 off avg. list price|14599|45072|McDonough|GA|Gray|Black|no| 1| personal
4NUDS13S342100414|2004|Isuzu|Ascender|4dr 2WD S|||2950|159963|Deland|FL|Silver|Unknown|no| 5| personal
3N1AB7AP1KL612946|2019|Nissan|Sentra|SV CVT|Excellent Price|$706 off avg. list price|11545|38195|Fontana|CA|White|Black|no| 1| personal
1VWCN7A37EC103287|2014|Volkswagen|Passat|TDI SEL Premium Sedan DSG|Excellent Price|$1959 off avg. list price|11970|57046|Albuquerque|NM|Silver|Black|no| 2| fleet
19XFB2F57CE015934|2012|Honda|Civic|LX Sedan Automatic|Excellent Price|$1417 off avg. list price|5995|154497|Knoxville|TN|Black|Gray|no| 1| personal
JTLZE4FE0DJ040716|2013|Scion|xB|Base Automatic|||5990|84723|Phoenix|AZ|Silver|Gray|no| 2| personal
3FA6P0D99KR204691|2019|Ford|Fusion|Titanium AWD|Excellent Price||17449|37729|Burleson|TX|White|Black|no| 1| personal
5YFEPRAE2LP048089|2020|Toyota|Corolla|LE CVT|Great Price|$384 off avg. list price|15494|10490|Gainesville|FL|White|Black|no| 1| personal
19XFC2F52HE220386|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$794 off avg. list price|13999|42557|San Diego|CA|Black|Black|no| 1| personal
1FADP3F28DL223095|2013|Ford|Focus|SE Sedan|Excellent Price|$1027 off avg. list price|5499|115000|Tulsa|OK|Black|Black|no| 4| fleet
2C4RDGCG2KR580681|2019|Dodge|Grand Caravan|SXT|Excellent Price|$2553 off avg. list price|12999|44325|Gainesville|FL|White|Black|no| 2| personal
KNMAT2MT8KP502891|2019|Nissan|Rogue|SV FWD|Excellent Price|$818 off avg. list price|16892|37243|Holly Springs|GA|White|Black|no| 1| personal
3GNEC12T54G133288|2004|Chevrolet|Avalanche|1500 2WD|||4998|192468|San Antonio|TX|Silver|Black|no| 3| personal
KMHDH4AE3DU807117|2013|Hyundai|Elantra|GLS Sedan Automatic|Excellent Price|$1446 off avg. list price|6999|79672|Murfreesboro|TN|Silver|Gray|1| 2| personal
2G2WP552681124453|2008|Pontiac|Grand Prix|4dr Sedan|||4999|45289|Tacoma|WA|Silver|Black|2| 3| personal
5N1AT2MT1KC777179|2019|Nissan|Rogue|SL FWD|Excellent Price|$1991 off avg. list price|19752|33455|Newark|CA|Gray|Black|no| 1| personal
5XXGT4L38KG276950|2019|Kia|Optima|LX|Excellent Price|$990 off avg. list price|13447|35768|Columbus|OH|Gray|Black|no| 2| personal
3GCPKSE77CG141478|2012|Chevrolet|Silverado 1500|LT Crew Cab Short Box 4WD|||15995|175219|Charleston|SC|Red|Black|1| 2| personal
WBA3A5G56FNS85000|2015|BMW|3 Series|328i Sedan|||10487|98292|Shreveport|LA|Red|Unknown|no| 1| personal
4T1B11HK3KU758892|2019|Toyota|Camry|L Automatic|Excellent Price|$1376 off avg. list price|19777|17126|Memphis|TN|White|Gray|no| 2| personal
1VWBN7A34EC025935|2014|Volkswagen|Passat|TDI SE with Sunroof Sedan DSG|Excellent Price|$1849 off avg. list price|8237|81280|Warrenton|VA|White|Black|no| 2| personal
1HGCR2F57HA103473|2017|Honda|Accord|Sport Sedan CVT|Excellent Price|$779 off avg. list price|14980|67103|Manassas Park|VA|White|Black|1| 1| personal
4T1B11HK9KU754362|2019|Toyota|Camry|LE Automatic|Excellent Price||18327|12636|Richardson|TX|Gray|Gray|1| 1| personal
3KPFL4A78HE052547|2017|Kia|Forte|LX Sedan Automatic|||5295|107400|Naugatuck|CT|Black|Gray|no| 1| fleet
1C3CDFBB3GD515486|2016|Dodge|Dart|SXT|||5400|102949|San Antonio|TX|Gray|Beige|1| 3| fleet
5YFEPRAE1LP070357|2020|Toyota|Corolla|LE CVT|Great Price|$379 off avg. list price|15794|5341|Gainesville|FL|White|Black|no| 1| personal
3N1AB7AP6KY287357|2019|Nissan|Sentra|S CVT|Excellent Price||13500|9|McKinney|TX|Gray|Black|no| 1| personal
1G1ZE5ST0HF160832|2017|Chevrolet|Malibu|LT with 1LT|||8700|84779|Orlando|FL|Black|Black|1| 3| fleet
1FMCU9JDXHUC24139|2017|Ford|Escape|Titanium 4WD|Excellent Price|$2554 off avg. list price|16985|67682|Chicago|IL|Black|Gray|no| 2| personal
1FMCU0G94HUA62958|2017|Ford|Escape|SE FWD|Excellent Price|$1038 off avg. list price|10990|96503|Mooresville|NC|White|Beige|no| 2| personal
WDAPF4CD4KN011742|2019|Mercedes-Benz|Sprinter Chassis Cabs|"4500 170"""|Excellent Price|$7161 off avg. list price|29995|8|Monroe|NC|White|Unknown|no|| personal
3N6CM0KN9FK725007|2015|Nissan|NV200|SV|Excellent Price|$1603 off avg. list price|6880|148474|Bourbonnais|IL|White|Gray|no| 1| personal
1FADP3F22EL345064|2014|Ford|Focus|SE Sedan|Excellent Price|$1215 off avg. list price|7490|65753|Greensboro|NC|Red|Beige|2| 1| personal
4T1B11HK0KU768876|2019|Toyota|Camry|LE Automatic|Excellent Price|$820 off avg. list price|18700|27111|Victorville|CA|White|Unknown|no| 1| personal
WDDNG7DB5CA439575|2012|Mercedes-Benz|S-Class|S 550 Sedan RWD|||11850|115243|Savannah|GA|Silver|Unknown|no| 2| personal
YV4BZ982181030104|2008|Volvo|XC70|3.2L|Excellent Price|$1226 off avg. list price|5995|107790|Cumberland|RI|Black|Black|1| 2| fleet
1FA6P0H77F5109709|2015|Ford|Fusion|SE FWD|Excellent Price|$1297 off avg. list price|6499|123318|Portsmouth|VA|Silver|Black|1| 3| fleet
KNDJP3A50K7918207|2019|Kia|Soul|+ Automatic|Excellent Price|$918 off avg. list price|14995|22788|Middletown|PA|White|Black|no| 1| personal
2C3CCAEG1KH609665|2019|Chrysler|300|Limited RWD|Excellent Price|$2520 off avg. list price|19737|27373|Fontana|CA|White|Black|no| 1| personal
1HGCR2F36HA168958|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$635 off avg. list price|14700|24350|Pikeville|KY|White|Beige|no| 1| personal
3N1AB7AP7KL608240|2019|Nissan|Sentra|SV CVT|Excellent Price|$799 off avg. list price|11693|37847|Cincinnati|OH|Black|Black|no| 1| fleet
WDDSJ4EB3EN042802|2014|Mercedes-Benz|CLA|CLA 250 FWD|Excellent Price|$2363 off avg. list price|12450|93809|San Jose|CA|White|Gray|1| 1| fleet
4T1BE46K39U826661|2009|Toyota|Camry|LE I4 Automatic|Excellent Price|$1072 off avg. list price|5092|114348|Murray|UT|White|Black|no| 4| personal
WBAGN63535DS59816|2005|BMW|7 Series|745Li|||7000|98337|Indianapolis|IN|White|Gray|no| 5| personal
5N1AT2MT8HC736959|2017|Nissan|Rogue|S FWD|Excellent Price|$1913 off avg. list price|14500|35812|Fuquay Varina|NC|Gray|Black|no| 1| personal
KNAGM4A72D5307584|2013|Kia|Optima|LX|||3800|118815|Nashville|TN|White|Beige|3| 3| fleet
5NPD84LF8HH076887|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$1314 off avg. list price|9000|54629|New Port Richey|FL|Blue|Gray|no| 1| personal
JTHBK1EG1B2469456|2011|Lexus|ES|ES 350|Excellent Price||7999|123111|Houston|TX|White|Unknown|2| 2| personal
5YFEPRAE7LP011961|2020|Toyota|Corolla|LE CVT|Excellent Price||14688|14468|Boerne|TX|Silver|Gray|no| 1| personal
KNMAT2MT0KP536114|2019|Nissan|Rogue|SV FWD|Excellent Price|$980 off avg. list price|15306|29189|Fontana|CA|Gray|Black|no| 1| personal
4T1B11HK0KU808406|2019|Toyota|Camry|L Automatic|Excellent Price|$1327 off avg. list price|19777|18153|Memphis|TN|White|Gray|no| 1| personal
1FM5K8B81DGC84684|2013|Ford|Explorer|Base 4WD|||4588|204215|Nashua|NH|Silver|Gray|1| 1| personal
KNMAT2MT3KP502541|2019|Nissan|Rogue|SV FWD|Excellent Price|$878 off avg. list price|15791|33598|Ocala|FL|White|Black|no| 1| personal
JHMFB4F39CS008084|2012|Honda|Civic|Hybrid with Leather Sedan I4 CVT|||5432|131364|Round Rock|TX|Black|Unknown|no| 2| personal
1FADP3F2XDL165152|2013|Ford|Focus|SE Sedan|Excellent Price|$975 off avg. list price|5500|116491|Rancho Cordova|CA|White|Gray|no| 2| fleet
3N1AB7AP2KY220478|2019|Nissan|Sentra|S CVT|Excellent Price|$816 off avg. list price|11342|33462|Fontana|CA|Black|Black|no| 1| personal
3KPFL4A77HE125178|2017|Kia|Forte|LX Sedan Automatic|Excellent Price|$1430 off avg. list price|9775|25399|Puyallup|WA|Black|Black|1| 1| personal
1C6RR6MT9HS670867|2017|Ram|1500|"Night Crew Cab 5'7"" Box 2WD"|||17899|113183|Houston|TX|White|Black|no| 2| personal
1N4BL4BV1KC141781|2019|Nissan|Altima|S FWD|Excellent Price|$1102 off avg. list price|14991|19936|Sarasota|FL|Gray|Black|no| 1| personal
1FADP3F28EL297702|2014|Ford|Focus|SE Sedan|Excellent Price|$1181 off avg. list price|4990|110750|Fredericksburg|VA|Black|Black|1| 2| personal
2C4RDGBG9DR507148|2013|Dodge|Grand Caravan|SE|||4995|137480|Melbourne|FL|Blue|Black|1| 2| personal
1FTEW1E51KFA66362|2019|Ford|F-150|XLT SuperCrew 5.5' Box 4WD|Excellent Price||36995|31436|San Juan|TX|White|Unknown|no| 1| personal
KNMAT2MT2KP532579|2019|Nissan|Rogue|SV FWD|Excellent Price|$916 off avg. list price|16900|31907|Centerville|OH|Black|Black|no| 1| personal
WDDDJ72X67A087000|2007|Mercedes-Benz|CLS|CLS 550|Excellent Price|$1911 off avg. list price|9900|84269|Phoenix|AZ|Silver|Gray|no|| personal
3FA6P0CD9KR117203|2019|Ford|Fusion|SEL FWD|Excellent Price||17105|36471|Wichita Falls|TX|Silver|Black|no| 1| personal
4T1B11HK5KU243828|2019|Toyota|Camry|LE Automatic|Excellent Price|$1284 off avg. list price|16995|22870|Fontana|CA|Gray|Unknown|no| 1| personal
3FA6P0LU1KR240252|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$797 off avg. list price|15284|23109|Live Oak|FL|White|Unknown|no| 1| personal
19XFC2F79HE053154|2017|Honda|Civic|EX Sedan CVT|Excellent Price|$1116 off avg. list price|15499|32263|Alexandria|VA|White|Unknown|no|| personal
2HGFC3A57HH751571|2017|Honda|Civic|Si Coupe Manual|Excellent Price|$1675 off avg. list price|17700|36679|Dover|DE|Silver|Unknown|no| 1| personal
1FMCU0DG6CKB06112|2012|Ford|Escape|XLT FWD|Excellent Price|$681 off avg. list price|4100|177039|Florence|KY|Silver|Unknown|1| 4| personal
1FTFW1EF5BKD35497|2011|Ford|F-150|XL SuperCrew 5.5' Box 4WD|||9988|177217|Duncan|OK|White|Gray|no| 1| personal
2T2ZK1BA6AC035660|2010|Lexus|RX|RX 350 FWD|Excellent Price|$2279 off avg. list price|10888|124744|Smyrna|GA|Silver|Gray|1| 2| personal
WBAVM1C52FV317004|2015|BMW|X1|sDrive28i RWD|||11650|60687|Houston|TX|Gray|Black|1| 2| personal
WP1AB29P89LA43201|2009|Porsche|Cayenne|S AWD|||9500|90767|Smyrna|TN|Black|Black|no| 3| personal
3FA6P0LUXKR206178|2019|Ford|Fusion|Hybrid SE FWD|Great Price|$603 off avg. list price|15375|25802|Brownsburg|IN|Black|Gray|no| 1| personal
5NPD74LF8HH202779|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic|Excellent Price|$1211 off avg. list price|10500|19988|New Port Richey|FL|Black|Gray|no| 1| personal
JTLKE50E781051704|2008|Scion|xB|Base Automatic|Excellent Price|$1199 off avg. list price|5225|124626|San Diego|CA|White|Gray|no| 2| personal
5NPD84LF0HH044872|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic (alt)|Excellent Price|$815 off avg. list price|8995|48742|Hialeah|FL|White|Beige|1| 2| fleet
2GNALCEK4G6318641|2016|Chevrolet|Equinox|LT FWD|Excellent Price|$3257 off avg. list price|13563|12509|Kaktovik|AK|Silver|Black|no| 2| fleet
2G4WS52JX31152721|2003|Buick|Century|Custom|Excellent Price|$348 off avg. list price|2000|149861|Loves Park|IL|White|Gray|no| 3| personal
1N4BL4EV6KC174366|2019|Nissan|Altima|SL FWD|Excellent Price|$1170 off avg. list price|18946|32028|Fresno|CA|Gray|Black|no| 1| personal
5NPDH4AE1DH335286|2013|Hyundai|Elantra|GLS Sedan Automatic|Excellent Price|$724 off avg. list price|5799|95913|Virginia Beach|VA|Black|Beige|2| 3| personal
3FA6P0HD5HR186150|2017|Ford|Fusion|SE FWD|||12760|23208|Milledgeville|GA|Gray|Black|no| 1| personal
19XFC2F55HE079779|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$605 off avg. list price|14558|19371|Hollywood|FL|Black|Black|1| 1| personal
2T1BR32E98C861977|2008|Toyota|Corolla|CE Automatic|||3987|163691|Virginia Beach|VA|White|Gray|no| 1| personal
5N1DL0MN1HC526500|2017|INFINITI|QX60|3.5 FWD|Excellent Price||18887|74458|Boerne|TX|Black|Brown|1| 2| personal
1GCNKPEH6FZ419157|2015|Chevrolet|Silverado 1500|WT Regular Cab Long Box 4WD|Excellent Price|$2541 off avg. list price|11999|57179|Virginia Beach|VA|White|Gray|no| 1| personal
KNDMB233566018772|2006|Kia|Sedona|LX|||3499|97120|Greensboro|NC|White|Gray|no| 4| fleet
3N1AB7AP4KY300543|2019|Nissan|Sentra|SV CVT|Excellent Price|$774 off avg. list price|12998|29757|Pensacola|FL|Blue|Black|no| 1| personal
1G1NE52M5V6112732|1997|Chevrolet|Malibu|LS|Excellent Price|$288 off avg. list price|1500|167832|Havre|MT|White|Beige|no| 5| personal
19XFB5F52DE000552|2013|Honda|Civic|CNG Sedan Automatic|||8994|91141|Houston|TX|Gray|Gray|no| 1| personal
1FTRF12238KD52421|2008|Ford|F-150|XL Regular Cab 6.5' Box 2WD|||4500|218791|Pensacola|FL|White|Unknown|no| 2| personal
3N1AB7AP1JL651132|2018|Nissan|Sentra|SV CVT|Excellent Price|$1729 off avg. list price|9500|31980|Shakopee|MN|Red|Black|1| 1| fleet
JF2GTABC3JH331520|2018|Subaru|Crosstrek|2.0i Premium CVT|Excellent Price|$3591 off avg. list price|15500|13559|Richland|WA|Gray|Black|1| 1| personal
5YFEPRAE1LP051565|2020|Toyota|Corolla|LE CVT|Excellent Price||14200|17614|Boerne|TX|Silver|Black|no| 1| personal
JHLRE38798C041834|2008|Honda|CR-V|EX-L with Navigation FWD|||5998|104255|Panama City|FL|Silver|Gray|1| 1| personal
YV440MDJ3G2860854|2016|Volvo|XC60|T5 Drive-E FWD|Excellent Price|$3520 off avg. list price|14999|49412|Smyrna|GA|Black|Black|no| 1| personal
2G11Z5S3XK9107640|2019|Chevrolet|Impala|LT with 1LT|Excellent Price|$1803 off avg. list price|16992|37082|Cincinnati|OH|Blue|Black|no| 1| personal
3FA6P0LU4KR104763|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1490 off avg. list price|13900|34623|Elk Grove|CA|Black|Unknown|no| 1| personal
KNDJP3A57K7675379|2019|Kia|Soul|+ Automatic|Excellent Price||12990|31189|Blue Mound|TX|Gray|Black|no| 1| personal
WA1ANAFY0J2112984|2018|Audi|Q5|Premium|Excellent Price|$5101 off avg. list price|22900|23516|Lincoln|NE|Black|Black|no| 3| fleet
KNMAT2MT9KP527928|2019|Nissan|Rogue|SV FWD|Great Price|$561 off avg. list price|18799|25481|Kingsport|TN|White|Black|no| 1| personal
2C4RDGCG9KR517075|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1225 off avg. list price|14705|70945|Aztec|NM|Silver|Black|no| 1| personal
4T1BF3EK9BU193226|2011|Toyota|Camry|LE I4 Automatic|Excellent Price|$1258 off avg. list price|5590|128596|Doral|FL|Black|Unknown|no| 1| personal
3FA6P0LU3KR121618|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$924 off avg. list price|14549|42609|Bolivar|TN|Silver|Gray|no| 1| personal
5NMSH73E08H199225|2008|Hyundai|Santa Fe|Limited AWD Automatic|||5300|158899|Tigard|OR|Black|Unknown|no| 3| personal
3N1AB7AP0KY218695|2019|Nissan|Sentra|SV CVT|Excellent Price|$902 off avg. list price|11891|29166|Ocala|FL|Blue|Black|no| 1| personal
1GAZGPFG2K1237076|2019|Chevrolet|Express Passenger|3500 LT LWB|Excellent Price|$2666 off avg. list price|19999|14986|Orlando|FL|White|Gray|no| 1| fleet
2C3CDXCT8KH630125|2019|Dodge|Charger|R/T RWD|Excellent Price||21999|27102|Pasadena|TX|White|Black|no| 1| personal
WDBSK75F46F109414|2006|Mercedes-Benz|SL|SL 500 Roadster|||9995|73731|Wilmington|NC|Gray|Gray|no| 4| fleet
KMHFC46F47A214235|2007|Hyundai|Azera|Limited 3.8L (alt)|Excellent Price|$952 off avg. list price|3980|166890|Phoenix|AZ|White|Unknown|no| 3| personal
1G1ZD5ST1LF043501|2020|Chevrolet|Malibu|LT|Excellent Price||18897|16001|Dallas|TX|White|Black|no| 1| personal
4T1B11HK9KU267193|2019|Toyota|Camry|SE Automatic|Excellent Price||19671|28399|San Antonio|TX|White|Unknown|no| 1| personal
JTHBJ46G082251858|2008|Lexus|ES|ES 350|Excellent Price||7888|130417|Frisco|TX|Black|Gray|no| 2| fleet
1FT7W2B6XFEC88552|2015|Ford|Super Duty F-250|"XL Crew Cab 172"" 4WD"|||21000|92797|Raleigh|NC|White|Gray|no| 1| personal
JHMCR6F55HC011299|2017|Honda|Accord|Hybrid EX-L Sedan|Excellent Price|$1318 off avg. list price|19955|18200|Irmo|SC|Black|Black|no| 1| personal
3N1AB7AP2KY303263|2019|Nissan|Sentra|SV CVT|Excellent Price|$615 off avg. list price|14000|8053|Matteson|IL|Silver|Black|no| 1| personal
3N1CN7AP0KL834443|2019|Nissan|Versa|SV Sedan CVT|Excellent Price|$2039 off avg. list price|9995|17400|Everett|WA|Red|Black|no| 1| personal
1FTFW1E49KKD53080|2019|Ford|F-150|XL SuperCrew 5.5' Box 4WD|Excellent Price|$9344 off avg. list price|39113|10020|Springfield|IL|White|Unknown|1| 1| personal
1FAHP2F84KG109536|2019|Ford|Taurus|Limited FWD|Excellent Price|$2355 off avg. list price|19495|34086|Enterprise|AL|White|Unknown|no| 1| personal
JN8AT2MT9HW145563|2017|Nissan|Rogue|SV FWD|Excellent Price|$2790 off avg. list price|12999|35924|Phoenix|AZ|Gray|Black|no| 1| personal
19XFC2F52HE200204|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$634 off avg. list price|14455|37068|Bristol|TN|Black|Beige|no| 1| fleet
3FA6P0LU1KR119933|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$913 off avg. list price|15545|34034|Brooksville|FL|White|Unknown|no| 1| personal
5XXGT4L38KG327458|2019|Kia|Optima|LX|Excellent Price|$1087 off avg. list price|13100|41776|Fontana|CA|Silver|Black|no| 1| fleet
JTDEPRAE7LJ018493|2020|Toyota|Corolla|LE CVT|Great Price|$490 off avg. list price|14990|31129|Starke|FL|Gray|Unknown|no| 1| personal
2C4RDGCG3KR517122|2019|Dodge|Grand Caravan|SXT|Excellent Price|$1385 off avg. list price|14995|65704|Farmington|NM|Red|Black|no| 1| personal
2C4RDGCG5DR790906|2013|Dodge|Grand Caravan|SXT|Excellent Price|$841 off avg. list price|4996|140001|Tulsa|OK|Silver|Black|no| 2| personal
2HGFB2F85CH553838|2012|Honda|Civic|EX Sedan Automatic|||9995|79150|Honolulu|HI|Silver|Gray|no| 2| fleet
2C3CCAKG1KH528928|2019|Chrysler|300|Limited AWD|Excellent Price|$3422 off avg. list price|19995|21592|Roseville|MI|Black|Black|1| 1| personal
1FTNE2EL4BDA10354|2011|Ford|Econoline Cargo Van|E-250 Commercial|||9995|71694|National City|CA|White|Gray|no| 1| personal
19XFC2F57HE028557|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$1503 off avg. list price|12172|44075|Stafford|VA|Gray|Black|3| 2| fleet
JTDEPRAE2LJ004839|2020|Toyota|Corolla|LE CVT|Great Price|$385 off avg. list price|17929|11663|Tacoma|WA|Silver|Unknown|no| 1| personal
2HGFC2F5XHH526631|2017|Honda|Civic|LX Sedan CVT|Excellent Price|$849 off avg. list price|14999|4020|Freehold|NJ|Black|Black|no| 1| personal
1FT7W2BT6KEF07281|2019|Ford|Super Duty F-250|XLT 4WD Crew Cab 6.75' Box|||49800|13721|Michigan Center|MI|Black|Black|no|| fleet
1HGCR2F3XHA157963|2017|Honda|Accord|LX Sedan CVT|Excellent Price|$933 off avg. list price|14995|38375|Escondido|CA|Gray|Black|1| 1| personal
1N4AA6AP0HC391912|2017|Nissan|Maxima|3.5 SL|Excellent Price||17969|35778|Boerne|TX|White|Beige|1| 1| personal
5NPD84LF4KH432873|2019|Hyundai|Elantra|SEL 2.0L Automatic|Excellent Price|$798 off avg. list price|13391|34212|Sevierville|TN|White|Beige|no| 1| personal
KM8SMDHF8HU166618|2017|Hyundai|Santa Fe|SE 3.3L AWD|||10525|114348|Indianapolis|IN|White|Gray|no| 2| personal
4T1BD1FK2EU124732|2014|Toyota|Camry|2014 Hybrid LE|Excellent Price|$1964 off avg. list price|9000|96999|Jacksonville|NC|White|Black|1| 2| personal
3FA6P0LU2KR204988|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1285 off avg. list price|14199|32092|Victorville|CA|Silver|Black|no| 1| personal
1G4HR52K4WH419155|1998|Buick|LeSabre|Limited|Excellent Price|$635 off avg. list price|2800|97787|Indianapolis|IN|White|Beige|no| 3| personal
3FA6P0LU2KR187738|2019|Ford|Fusion|Hybrid SE FWD|Excellent Price|$1132 off avg. list price|14983|28409|Valdosta|GA|Red|Gray|no| 1| personal
5NPD84LF1HH146603|2017|Hyundai|Elantra|SE 2.0L Sedan Automatic|Excellent Price|$2065 off avg. list price|12495|21268|Virginia Beach|VA|Silver|Unknown|no| 1| personal
3N1AB7AP8KY265134|2019|Nissan|Sentra|S CVT|Excellent Price||11988|42091|Georgetown|TX|Gray|Black|no| 1| personal
3N1AB7APXKY311871|2019|Nissan|Sentra|S CVT|Great Price|$448 off avg. list price|12452|28661|Glendale|AZ|White|Black|no| 1| personal
3FA6P0D97KR205810|2019|Ford|Fusion|Titanium AWD|Excellent Price|$1624 off avg. list price|16969|36989|Guntersville|AL|Silver|Black|no| 1| personal
