vin,make,model,pricecategory,price,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,bodytype,ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,LuxurySportsOrHybrid,drivetrain,age,odo
KNMAT2MT5KP557315,NISSAN,ROGUE,FAIR PRICE,17873.0,PHOENIX,AZ,BLACK,BLACK,N,1,PERSONAL,Y,SUV,16.0,29,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,15.448
4T1B11HK6KU216265,TOYOTA,CAMRY,GREAT PRICE,20248.0,VANCOUVER,WA,BLACK,BLACK,N,1,FLEET,Y,SEDAN,5.0,39,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,33.342
JM3KFBDL1H0161127,MAZDA,CX5,EXCELLENT PRICE,18888.0,SAN ANTONIO,TX,BLACK,BLACK,N,1,PERSONAL,N,SUV,11.0,14,1.9291914970700141,60.07692307692307,8.1,28.0,N,AWD,3.0,53.839
1C4HJXDN5KW549322,JEEP,WRANGLER,EXCELLENT PRICE,34643.531376481704,NEWARK,DE,BLACK,BLACK,N,1,PERSONAL,Y,SUV,26.0,35,5.534839958792396,74.23076923076924,7.1,21.0,N,FWD,1.0,15.083
4T1B11HK3KU757807,TOYOTA,CAMRY,GREAT PRICE,21497.0,SAN ANTONIO,TX,WHITE,UNKNOWN,N,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,15.928
1N4BL4BV6KC165915,NISSAN,ALTIMA,GREAT PRICE,17490.0,PETALUMA,CA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,30.593
1GAZGPFG0K1246732,CHEVROLET,EXPRESS PASSENGER,FAIR PRICE,22786.0,BENTONVILLE,AR,WHITE,GRAY,N,1,PERSONAL,Y,VAN/MINIVAN,9.0,5,11.692583720044867,78.23076923076924,7.9,28.5,U,FWD,1.0,24.577
4T1BF1FK4CU546539,TOYOTA,CAMRY,EXCELLENT PRICE,9500.0,LYNWOOD,CA,RED,BLACK,Y,2,PERSONAL,Y,SEDAN,5.0,49,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,8.0,87.565
JTHBK1GG4D2077751,LEXUS,ES,EXCELLENT PRICE,13720.0,LAWRENCEVILLE,GA,WHITE,UNKNOWN,N,2,FLEET,Y,SEDAN,2.0,10,1.6699578894174951,54.30769230769231,8.1,27.5,Y,FWD,7.0,91.041
1N6AD0ERXKN702443,NISSAN,FRONTIER,GREAT PRICE,21190.0,PORTLAND,TX,WHITE,GRAY,N,1,PERSONAL,N,PICKUP,16.0,14,6.28802759768661,76.23076923076924,7.2,19.5,N,FWD,1.0,13.139
5YFEPRAE5LP064481,TOYOTA,COROLLA,GREAT PRICE,16672.0,AUSTIN,TX,RED,BLACK,N,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,5.151
1N4AL2AP9BN417759,NISSAN,ALTIMA,EXCELLENT PRICE,4373.0,COUNTRYSIDE,IL,GRAY,BEIGE,Y,2,FLEET,Y,SEDAN,16.0,9,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,9.0,145.502
2C4RDGCG8KR663242,DODGE,GRAND CARAVAN,EXCELLENT PRICE,14599.0,MCDONOUGH,GA,GRAY,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,10,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,45.072
1GAZGPFG0K1223953,CHEVROLET,EXPRESS PASSENGER,GREAT PRICE,25397.0,DUNN,NC,WHITE,GRAY,N,1,PERSONAL,Y,VAN/MINIVAN,9.0,22,11.692583720044867,78.23076923076924,7.9,28.5,U,FWD,1.0,10.804
5J8TB3H56DL005539,ACURA,RDX,EXCELLENT PRICE,17450.0,FAIRFIELD,CA,SILVER,BLACK,N,2,PERSONAL,Y,SUV,17.0,49,0.8766066421183164,65.53846153846153,7.9,25.0,Y,FWD,7.0,46.92
2C3CDZBT9KH651806,DODGE,CHALLENGER,EXCELLENT PRICE,30250.0,SAN BERNARDINO,CA,GRAY,BLACK,N,1,PERSONAL,Y,COUPE,25.0,49,2.126715603110482,98.53846153846152,8.3,24.5,Y,AWD,1.0,17.784
3FAHP0JAXAR314073,FORD,FUSION,EXCELLENT PRICE,8600.0,BLUE MOUND,TX,GRAY,UNKNOWN,N,2,PERSONAL,N,SEDAN,10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,10.0,102.363
2C4RDGCG4KR600963,DODGE,GRAND CARAVAN,FAIR PRICE,19998.0,CINCINNATI,OH,SILVER,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,15,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,34.558
4T1BF1FK4CU202385,TOYOTA,CAMRY,EXCELLENT PRICE,8495.0,STERLING,VA,WHITE,BLACK,N,2,FLEET,Y,SEDAN,5.0,31,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,8.0,101.466
1GNSKHKC2KR347747,CHEVROLET,SUBURBAN,GREAT PRICE,34643.531376481704,LAKE ELSINORE,CA,WHITE,BLACK,N,1,PERSONAL,Y,SUV,9.0,49,11.692583720044867,78.23076923076924,7.6,18.5,N,AWD,1.0,39.614
JTDEPRAE3LJ033590,TOYOTA,COROLLA,GREAT PRICE,15986.0,DAYTON,OH,BLUE,UNKNOWN,Y,1,FLEET,Y,SEDAN,5.0,15,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,17.385
1N4BL4BV5KC135000,NISSAN,ALTIMA,GREAT PRICE,17499.0,SAINT PETERSBURG,FL,BLACK,GRAY,Y,1,PERSONAL,Y,SEDAN,16.0,27,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,1.9
JNKCV61E49M010739,INFINITI,G,EXCELLENT PRICE,6395.0,PLANTATION,FL,WHITE,BEIGE,Y,2,FLEET,Y,SEDAN,24.0,27,0.6528082167930821,68.30769230769229,7.4,26.5,Y,AWD,11.0,94.894
3FADP4BJ7KM112827,FORD,FIESTA,GREAT PRICE,11329.0,PANAMA CITY,FL,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,27,13.832688602095642,71.61538461538461,7.9,31.0,N,FWD,1.0,29.346
1FTEW1E58JFC29846,FORD,F150,EXCELLENT PRICE,29799.0,EVERETT,WA,GRAY,GRAY,Y,2,PERSONAL,Y,PICKUP,10.0,39,13.832688602095642,71.61538461538461,8.8,22.0,N,AWD,2.0,46.132
1C6RR7WTXES253630,RAM,1500,EXCELLENT PRICE,22999.0,FOND DU LAC,WI,BLACK,BEIGE,N,2,PERSONAL,Y,PICKUP,19.0,24,4.144945910843808,98.15384615384615,8.7,22.5,N,AWD,6.0,90.758
1C3CCCAB8FN619547,CHRYSLER,200,EXCELLENT PRICE,6995.0,RAHWAY,NJ,BLACK,BLACK,N,2,PERSONAL,Y,SEDAN,31.0,43,0.6898618253052382,94.76923076923076,8.0,20.5,N,FWD,5.0,91.391
2C4RC1BG8CR410697,CHRYSLER,TOWN & COUNTRY,NOT LISTED,5000.0,HAZLET,NJ,BLUE,BLACK,N,2,PERSONAL,N,VAN/MINIVAN,31.0,43,0.6898618253052382,94.76923076923076,7.9,28.5,U,FWD,8.0,137.698
KNMAT2MT4KP507151,NISSAN,ROGUE,FAIR PRICE,16675.0,O'FALLON,MO,BLACK,BLACK,Y,1,PERSONAL,Y,SUV,16.0,6,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,43.944
4T1B11HK8KU159888,TOYOTA,CAMRY,EXCELLENT PRICE,17999.0,EAST STROUDSBURG,PA,GRAY,GRAY,N,1,PERSONAL,Y,SEDAN,5.0,34,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,29.354
55SWF4JB1HU225507,MERCEDES-BENZ,CCLASS,GREAT PRICE,24579.0,ESCONDIDO,CA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,22.0,49,2.208680273976825,57.92307692307693,7.9,28.5,Y,AWD,3.0,33.142
5NMS23AD7KH082253,HYUNDAI,SANTA FE,GREAT PRICE,18500.0,HOUSTON,TX,GRAY,UNKNOWN,N,1,PERSONAL,N,SUV,13.0,14,4.156328806440607,79.07692307692308,8.5,25.5,N,FWD,1.0,29.832
KM8J3CA45HU303614,HYUNDAI,TUCSON,GREAT PRICE,14995.0,EWING,NJ,BLACK,GRAY,N,1,PERSONAL,Y,SUV,13.0,43,4.156328806440607,79.07692307692308,7.9,26.5,N,AWD,3.0,42.96
3N1AB7AP3KL607876,NISSAN,SENTRA,EXCELLENT PRICE,13990.0,PETALUMA,CA,BLACK,BLACK,N,1,FLEET,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,31.053
5NPEC4AC1BH114558,HYUNDAI,SONATA,EXCELLENT PRICE,6990.0,EVERETT,WA,BLUE,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,39,4.156328806440607,79.07692307692308,8.3,30.5,N,FWD,9.0,90.241
JN1EV7AR7HM840216,INFINITI,Q50,GREAT PRICE,23496.0,CHANTILLY,VA,BLACK,GRAY,N,1,PERSONAL,Y,SEDAN,24.0,31,0.6528082167930821,68.30769230769229,7.4,26.5,Y,AWD,3.0,27.392
1FM5K7F80KGA17411,FORD,EXPLORER,EXCELLENT PRICE,28495.0,KENNESAW,GA,RED,GRAY,N,1,PERSONAL,Y,SUV,10.0,10,13.832688602095642,71.61538461538461,7.3,20.5,N,FWD,1.0,25.629
1GNSKBKCXKR375695,CHEVROLET,TAHOE,GREAT PRICE,34643.531376481704,PEMBROKE,MA,WHITE,BLACK,N,2,PERSONAL,Y,SUV,9.0,47,11.692583720044867,78.23076923076924,7.9,18.5,N,AWD,1.0,36.869
1VWBN7A34EC029662,VOLKSWAGEN,PASSAT,EXCELLENT PRICE,11190.0,CHICAGO,IL,SILVER,BLACK,N,2,PERSONAL,Y,SEDAN,6.0,9,2.223404675236836,58.769230769230774,7.8,30.5,N,FWD,6.0,51.556
KNMAT2MT3KP505195,NISSAN,ROGUE,GREAT PRICE,19995.0,IMPERIAL,CA,BLACK,BLACK,N,1,PERSONAL,Y,SUV,16.0,49,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,34.25
KNMAT2MTXKP511074,NISSAN,ROGUE,GREAT PRICE,15998.0,PALMETTO BAY,FL,BLUE,BLACK,N,1,PERSONAL,Y,SUV,16.0,27,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,30.025
1GAZGPFG7K1141444,CHEVROLET,EXPRESS PASSENGER,EXCELLENT PRICE,21687.0,COLORADO SPRINGS,CO,WHITE,GRAY,N,1,PERSONAL,Y,VAN/MINIVAN,9.0,33,11.692583720044867,78.23076923076924,7.9,28.5,U,FWD,1.0,38.428
1FMCU9GX4FUB86406,FORD,ESCAPE,EXCELLENT PRICE,12991.0,DOVER,NH,GOLD,BLACK,N,1,PERSONAL,Y,SUV,10.0,36,13.832688602095642,71.61538461538461,8.3,25.0,N,AWD,5.0,67.626
WVWED7AJ2CW178908,VOLKSWAGEN,GTI,EXCELLENT PRICE,8995.0,CORONA,CA,WHITE,BLACK,N,2,PERSONAL,Y,HATCHBACK,6.0,49,2.223404675236836,58.769230769230774,8.6,28.0,N,FWD,8.0,96.363
3C6UR5DJ0KG697540,RAM,2500,GREAT PRICE,34643.531376481704,LEWISVILLE,TX,BLACK,BLACK,N,1,PERSONAL,N,PICKUP,19.0,14,4.144945910843808,98.15384615384615,8.7,22.5,N,AWD,1.0,7.083
KNDPMCAC6L7629030,KIA,SPORTAGE,EXCELLENT PRICE,17591.0,BLACKFOOT,ID,WHITE,BLACK,N,1,PERSONAL,Y,SUV,14.0,20,3.9890632445645786,73.38461538461539,8.5,25.5,N,AWD,0.0,29.614
JTDEPRAE9LJ027339,TOYOTA,COROLLA,GREAT PRICE,16777.0,HOUSTON,TX,SILVER,BLACK,N,1,FLEET,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,24.848
KNMAT2MT5KP524458,NISSAN,ROGUE,GREAT PRICE,17686.0,ROCK HILL,SC,BLACK,BLACK,N,1,PERSONAL,Y,SUV,16.0,23,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,33.316
4T1B11HK0KU802458,TOYOTA,CAMRY,EXCELLENT PRICE,19849.0,GUNTERSVILLE,AL,SILVER,GRAY,N,1,FLEET,Y,SEDAN,5.0,8,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,5.565
2C3CCAEG9KH706032,CHRYSLER,300,EXCELLENT PRICE,27996.0,NORTH CHARLESTON,SC,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,31.0,23,0.6898618253052382,94.76923076923076,8.0,20.5,N,AWD,1.0,10.522
KNDJP3A59K7697089,KIA,SOUL,EXCELLENT PRICE,13949.0,FRISCO,TX,WHITE,BLACK,N,1,PERSONAL,N,WAGON,14.0,14,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,1.0,32.957
1G2ZG57B694195569,PONTIAC,G6,NOT LISTED,5200.0,CHESAPEAKE,VA,UNKNOWN,GRAY,N,2,PERSONAL,N,SEDAN,14.0,31,6.28802759768661,74.23076923076924,7.9,28.5,U,FWD,11.0,98.173
1FTNE2ELXBDB28800,FORD,ECONOLINE CARGO VAN,NOT LISTED,11900.0,NEWPORT NEWS,VA,WHITE,GRAY,N,2,PERSONAL,N,VAN/MINIVAN,10.0,31,13.832688602095642,71.61538461538461,7.9,28.5,U,FWD,9.0,19.918
1N4AL3AP8HC287872,NISSAN,ALTIMA,EXCELLENT PRICE,12500.0,LAWRENCEVILLE,GA,SILVER,BLACK,N,2,PERSONAL,Y,SEDAN,16.0,10,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,3.0,52.535
YV1MS382872271402,VOLVO,S40,EXCELLENT PRICE,4996.0,OREGON CITY,OR,WHITE,BLACK,Y,2,FLEET,Y,SEDAN,29.0,48,0.6631075808160745,82.53846153846153,7.7,30.0,Y,FWD,11.547138900174604,146.56620378416707
3C4NJCCB8KT659905,JEEP,COMPASS,EXCELLENT PRICE,17220.0,FONTANA,CA,SILVER,BLACK,N,1,PERSONAL,Y,SUV,26.0,49,5.534839958792396,74.23076923076924,7.0,27.5,N,FWD,1.0,27.315
1C4HJXDG5KW528052,JEEP,WRANGLER,GREAT PRICE,33500.0,MESA,AZ,BLACK,BLACK,N,1,PERSONAL,Y,SUV,26.0,29,5.534839958792396,74.23076923076924,7.1,21.0,N,FWD,1.0,30.002
JN1EV7AP0HM730770,INFINITI,Q50,EXCELLENT PRICE,22988.0,DULUTH,GA,SILVER,GRAY,N,1,PERSONAL,Y,SEDAN,24.0,10,0.6528082167930821,68.30769230769229,7.4,26.5,Y,AWD,3.0,24.9
4T1B11HK7KU740153,TOYOTA,CAMRY,GREAT PRICE,19950.0,DALLAS,TX,WHITE,GRAY,Y,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,35.439
1HGCR2F1XHA009391,HONDA,ACCORD,EXCELLENT PRICE,15250.0,OPELOUSAS,LA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,18.0,18,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,91.659
1N6AD0EV0KN712296,NISSAN,FRONTIER,EXCELLENT PRICE,22299.0,JACKSONVILLE,FL,BLACK,GRAY,N,1,PERSONAL,Y,PICKUP,16.0,27,6.28802759768661,76.23076923076924,7.2,19.5,N,AWD,1.0,41.68
5NPD84LF0KH421353,HYUNDAI,ELANTRA,EXCELLENT PRICE,13000.0,ORANGEBURG,SC,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,13.0,23,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,33.72
1FATP8FF6K5140567,FORD,MUSTANG,EXCELLENT PRICE,26598.0,PASADENA,TX,RED,BLACK,N,1,PERSONAL,N,COUPE,10.0,14,13.832688602095642,71.61538461538461,8.3,26.0,Y,FWD,1.0,27.794
KM8J23A48KU925313,HYUNDAI,TUCSON,GREAT PRICE,14540.0,TAMPA,FL,WHITE,GRAY,N,1,PERSONAL,Y,SUV,13.0,27,4.156328806440607,79.07692307692308,7.9,26.5,N,FWD,1.0,36.332
3GTU2YEJ2DG223752,GMC,SIERRA 1500,NOT LISTED,14988.0,PLEASANTON,CA,WHITE,BLACK,N,1,PERSONAL,N,PICKUP,28.0,49,3.3940162460390058,72.07692307692308,7.8,20.0,N,AWD,7.0,138.013
JTDEPRAE3LJ045822,TOYOTA,COROLLA,GREAT PRICE,16852.0,MEMPHIS,TN,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,5.0,11,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,26.519
1C3CDZAB5EN234347,DODGE,AVENGER,NOT LISTED,5875.0,ORLANDO,FL,RED,BLACK,Y,2,FLEET,N,SEDAN,25.0,27,2.126715603110482,98.53846153846152,8.3,24.5,Y,FWD,6.0,54.171
3CZRU6H5XHM731472,HONDA,HRV,EXCELLENT PRICE,17276.0,MOREHEAD CITY,NC,SILVER,UNKNOWN,N,2,PERSONAL,Y,SUV,18.0,22,8.336902292535045,48.69230769230769,7.4,31.0,N,AWD,3.0,34.542
3C4NJDDB4KT660506,JEEP,COMPASS,EXCELLENT PRICE,18796.0,ROSEVILLE,CA,SILVER,BLACK,N,1,FLEET,Y,SUV,26.0,49,5.534839958792396,74.23076923076924,7.0,27.5,N,AWD,1.0,40.27
3VWC57BU5KM092792,VOLKSWAGEN,JETTA,EXCELLENT PRICE,13600.0,BALTIMORE,MD,WHITE,BLACK,N,2,PERSONAL,Y,SEDAN,6.0,45,2.223404675236836,58.769230769230774,7.7,35.0,N,FWD,1.0,42.106
2G11Z5SA5K9130855,CHEVROLET,IMPALA,EXCELLENT PRICE,16498.0,VICTORVILLE,CA,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,49,11.692583720044867,78.23076923076924,8.2,25.5,N,FWD,1.0,26.548
3N1AB7AP0KY244150,NISSAN,SENTRA,FAIR PRICE,14850.0,INDIANAPOLIS,IN,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,7,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,12.043
KNDJT2A27A7127490,KIA,SOUL,EXCELLENT PRICE,5995.0,WEST NYACK,NY,BLACK,BLACK,N,2,PERSONAL,Y,WAGON,14.0,50,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,10.0,95.163
KMHD84LF7HU208846,HYUNDAI,ELANTRA,EXCELLENT PRICE,9995.0,FAIRFAX,VA,RED,GRAY,N,1,FLEET,Y,SEDAN,13.0,31,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,18.862
1B3LC46K08N245384,DODGE,AVENGER,EXCELLENT PRICE,4950.0,DAWSONVILLE,GA,BLUE,GRAY,N,2,PERSONAL,Y,SEDAN,25.0,10,2.126715603110482,98.53846153846152,8.3,24.5,Y,FWD,11.547138900174604,98.054
WDCTG4GB1JJ407645,MERCEDES-BENZ,GLA,GREAT PRICE,25908.0,GLENDALE,AZ,WHITE,UNKNOWN,N,1,PERSONAL,Y,SUV,22.0,29,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,12.037
1C4HJXEGXKW630137,JEEP,WRANGLER,GREAT PRICE,34643.531376481704,MOUNT VERNON,WA,BLACK,BLACK,N,0,PERSONAL,Y,SUV,26.0,39,5.534839958792396,74.23076923076924,7.1,21.0,N,FWD,1.0,14.947
1G1ZD5ST1LF043501,CHEVROLET,MALIBU,EXCELLENT PRICE,18897.0,DALLAS,TX,WHITE,BLACK,N,1,PERSONAL,N,SEDAN,9.0,14,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,0.0,16.001
1D4GP25B25B320645,DODGE,CARAVAN,EXCELLENT PRICE,1999.0,TULSA,OK,BLACK,BROWN,N,2,PERSONAL,Y,VAN/MINIVAN,25.0,3,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,11.547138900174604,146.56620378416707
KM8J2CA48KU858504,HYUNDAI,TUCSON,GREAT PRICE,17000.0,PERHAM,MN,SILVER,GRAY,N,1,PERSONAL,Y,SUV,13.0,30,4.156328806440607,79.07692307692308,7.9,26.5,N,AWD,1.0,24.399
5NMS2CAD6KH123519,HYUNDAI,SANTA FE,EXCELLENT PRICE,21995.0,KINGMAN,AZ,GRAY,BLACK,N,1,PERSONAL,Y,SUV,13.0,29,4.156328806440607,79.07692307692308,8.5,25.5,N,AWD,1.0,17.573
1GAZGPFG5K1239551,CHEVROLET,EXPRESS PASSENGER,GREAT PRICE,22555.0,GREENVILLE,NC,BLACK,GRAY,N,1,PERSONAL,Y,VAN/MINIVAN,9.0,22,11.692583720044867,78.23076923076924,7.9,28.5,U,FWD,1.0,40.813
JTDEPRAE7LJ018493,TOYOTA,COROLLA,GREAT PRICE,14990.0,STARKE,FL,GRAY,UNKNOWN,N,1,PERSONAL,Y,SEDAN,5.0,27,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,31.129
1FATP8UH1K5169981,FORD,MUSTANG,EXCELLENT PRICE,22991.0,COLMA,CA,WHITE,BLACK,N,1,PERSONAL,Y,COUPE,10.0,49,13.832688602095642,71.61538461538461,8.3,26.0,Y,FWD,1.0,34.309
JTEBU5JR0K5659883,TOYOTA,4RUNNER,GREAT PRICE,32498.0,CEDAR PARK,TX,GRAY,UNKNOWN,N,1,PERSONAL,N,SUV,5.0,14,12.1872269830779,43.230769230769226,7.5,19.0,N,AWD,1.0,30.939
5NPD84LF9KH431282,HYUNDAI,ELANTRA,GREAT PRICE,14300.0,JOLIET,IL,SILVER,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,9,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,30.575
55SWF4JB7HU204810,MERCEDES-BENZ,CCLASS,EXCELLENT PRICE,21750.0,FREMONT,CA,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,22.0,49,2.208680273976825,57.92307692307693,7.9,28.5,Y,AWD,3.0,41.99
3N1AB7AP4KY263185,NISSAN,SENTRA,EXCELLENT PRICE,11303.0,DALLAS,TX,BLACK,BLACK,N,1,PERSONAL,N,SEDAN,16.0,14,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,37.749
1N4AL3AP8FN338790,NISSAN,ALTIMA,EXCELLENT PRICE,11391.0,THE WOODLANDS,TX,BLACK,BLACK,N,1,PERSONAL,N,SEDAN,16.0,14,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,5.0,57.456
3N1CN7AP4KL849155,NISSAN,VERSA,EXCELLENT PRICE,11896.0,EUGENE,OR,RED,BLACK,N,1,FLEET,Y,SEDAN,16.0,48,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,31.545
JN1BJ1CP0KW523400,NISSAN,ROGUE SPORT,EXCELLENT PRICE,13400.0,FONTANA,CA,BLACK,BLACK,N,1,PERSONAL,Y,SUV,16.0,49,6.28802759768661,76.23076923076924,6.8,28.5,N,FWD,1.0,27.646
3GYFNAEY3AS651983,CADILLAC,SRX,EXCELLENT PRICE,9895.0,REPUBLIC,MO,SILVER,GRAY,N,2,PERSONAL,Y,SUV,12.0,6,0.8453554773218747,80.23076923076924,7.1,26.0,Y,FWD,10.0,104.836
3N1AB7AP3KY286960,NISSAN,SENTRA,GREAT PRICE,14647.0,STAUNTON,VA,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,31,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,20.809
19XFB2F54FE093821,HONDA,CIVIC,EXCELLENT PRICE,10493.0,CINCINNATI,OH,BLACK,UNKNOWN,Y,1,FLEET,Y,SEDAN,18.0,15,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,5.0,50.868
5N1DR2MM6KC637357,NISSAN,PATHFINDER,GREAT PRICE,25500.0,LILLINGTON,NC,GRAY,BLACK,N,1,PERSONAL,Y,SUV,16.0,22,6.28802759768661,76.23076923076924,7.4,23.5,N,AWD,1.0,21.85
4JGDA5JB1HA974728,MERCEDES-BENZ,GLE,GREAT PRICE,32988.0,ONTARIO,CA,BLACK,BLACK,N,1,PERSONAL,Y,SUV,22.0,49,2.208680273976825,57.92307692307693,8.4,19.0,Y,AWD,3.0,39.518
4JGDF6EE9HA883623,MERCEDES-BENZ,GLS,EXCELLENT PRICE,32995.0,OAKLAND,CA,GRAY,BEIGE,N,1,PERSONAL,Y,SUV,22.0,49,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,57.289
2HKRM4H58EH689332,HONDA,CRV,EXCELLENT PRICE,13122.0,STUART,FL,SILVER,BLACK,N,2,PERSONAL,Y,SUV,18.0,27,8.336902292535045,48.69230769230769,8.5,29.0,N,AWD,6.0,69.067
19XFB2F54FE224035,HONDA,CIVIC,EXCELLENT PRICE,6385.0,NEW CASTLE,PA,GRAY,BLACK,N,1,PERSONAL,Y,SEDAN,18.0,34,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,5.0,146.56620378416707
JA4AS3AA8KZ016494,MITSUBISHI,ECLIPSE CROSS,EXCELLENT PRICE,13995.0,FUQUAY VARINA,NC,SILVER,BLACK,N,1,PERSONAL,Y,SUV,20.0,22,0.7338088088347337,93.76923076923076,5.8,27.5,N,FWD,1.0,36.13
4T1BF1FK3CU163367,TOYOTA,CAMRY,EXCELLENT PRICE,7797.0,CHESAPEAKE,VA,SILVER,UNKNOWN,N,2,FLEET,Y,SEDAN,5.0,31,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,8.0,146.56620378416707
2C4RDGCG6KR656791,DODGE,GRAND CARAVAN,EXCELLENT PRICE,14899.0,MCDONOUGH,GA,BLACK,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,10,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,40.498
2G1105SA7H9167635,CHEVROLET,IMPALA,EXCELLENT PRICE,13993.0,WAKE FOREST,NC,WHITE,BLACK,N,2,PERSONAL,Y,SEDAN,9.0,22,11.692583720044867,78.23076923076924,8.2,25.5,N,FWD,3.0,94.925
5NMS2CAD3KH100747,HYUNDAI,SANTA FE,FAIR PRICE,21295.0,MELBOURNE,FL,RED,BLACK,N,1,PERSONAL,Y,SUV,13.0,27,4.156328806440607,79.07692307692308,8.5,25.5,N,AWD,1.0,18.27
4JGDF6EE5HA881139,MERCEDES-BENZ,GLS,GREAT PRICE,34643.531376481704,LONG ISLAND CITY,NY,WHITE,BLACK,N,1,PERSONAL,Y,SUV,22.0,50,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,18.875
JNKBV61F38M253395,INFINITI,G,EXCELLENT PRICE,7999.0,VIENNA,VA,WHITE,GRAY,N,2,PERSONAL,Y,SEDAN,24.0,31,0.6528082167930821,68.30769230769229,7.4,26.5,Y,AWD,11.547138900174604,140.171
5J8TB4H59HL022816,ACURA,RDX,EXCELLENT PRICE,21576.0,CARY,NC,BLACK,BEIGE,N,1,PERSONAL,Y,SUV,17.0,22,0.8766066421183164,65.53846153846153,7.9,25.0,Y,AWD,3.0,48.564
JHMCR6F5XHC022833,HONDA,ACCORD,EXCELLENT PRICE,20200.0,MILFORD,CT,SILVER,BEIGE,N,1,PERSONAL,Y,SEDAN,18.0,44,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,20.318
