vin,make,model,pricecategory,price,city,state,colorexterior,colorinterior,accidenthist,owner,usage,discount,bodytype,ReliabilityRank,CostOfLivingRank,PercentSales,AvgDaysToTurn,ReviewScore,AvgMPG,LuxurySportsOrHybrid,drivetrain,age,odo
5N1DR2MN4KC594758,NISSAN,PATHFINDER,GREAT PRICE,21430.0,DELAND,FL,WHITE,BLACK,N,1,PERSONAL,Y,SUV,16.0,27,6.28802759768661,76.23076923076924,7.4,23.5,N,FWD,1.0,25.008
1GNSKBKC0KR362874,CHEVROLET,TAHOE,FAIR PRICE,34643.531376481704,LEWISVILLE,TX,RED,BLACK,N,1,PERSONAL,N,SUV,9.0,14,11.692583720044867,78.23076923076924,7.9,18.5,N,AWD,1.0,22.803
2HGFC3B96HH359392,HONDA,CIVIC,GREAT PRICE,19175.0,CHANDLER,AZ,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,18.0,29,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,3.0,25.563
4JGBF7BE2BA641197,MERCEDES-BENZ,GL,EXCELLENT PRICE,13500.0,SARASOTA,FL,SILVER,UNKNOWN,N,2,PERSONAL,Y,SUV,22.0,27,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,9.0,115.967
1GDJG31R211210458,GMC,SAVANA CAMPER SPECIAL,EXCELLENT PRICE,4995.0,COEUR D'ALENE,ID,WHITE,UNKNOWN,Y,2,PERSONAL,Y,VAN/MINIVAN,28.0,20,3.3940162460390058,72.07692307692308,7.9,28.5,U,FWD,11.547138900174604,146.56620378416707
WDBRH64J52F134703,MERCEDES-BENZ,CCLASS,NOT LISTED,4495.0,HUNTINGTON BEACH,CA,SILVER,GRAY,N,2,PERSONAL,N,SEDAN,22.0,49,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,11.547138900174604,146.56620378416707
3N1CN7AP0KL807422,NISSAN,VERSA,EXCELLENT PRICE,12017.0,MODESTO,CA,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,1.0,33.221
5YFEPRAE9LP025523,TOYOTA,COROLLA,GREAT PRICE,15644.0,MT. PLEASANT,TX,RED,BEIGE,N,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,26.211
5NPD74LF4HH211799,HYUNDAI,ELANTRA,EXCELLENT PRICE,8780.0,SOUTH ATTLEBORO,MA,GRAY,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,47,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,65.422
1N4BL4CVXKC114125,NISSAN,ALTIMA,EXCELLENT PRICE,16796.0,YONKERS,NY,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,50,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,18.371
3N1CE2CP7FL350579,NISSAN,VERSA,EXCELLENT PRICE,7499.0,ALBUQUERQUE,NM,BLACK,BLACK,N,2,PERSONAL,Y,SEDAN,16.0,4,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,5.0,63.279
WBADX7C54CE745268,BMW,3 SERIES,EXCELLENT PRICE,15000.0,MATTHEWS,NC,BLACK,BLACK,Y,2,PERSONAL,Y,SEDAN,8.0,22,1.7781767945930906,74.0,7.7,31.0,Y,FWD,8.0,75.745
WDDSJ4EB6JN559358,MERCEDES-BENZ,CLA,GREAT PRICE,21900.0,PLANO,TX,BLACK,UNKNOWN,N,2,FLEET,N,SEDAN,22.0,14,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,2.0,21.524
5N1AT2MT4HC752379,NISSAN,ROGUE,EXCELLENT PRICE,12998.0,ORLANDO,FL,GRAY,BLACK,Y,2,PERSONAL,Y,SUV,16.0,27,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,3.0,75.256
1GCRYDED4LZ161468,CHEVROLET,SILVERADO 1500,EXCELLENT PRICE,32990.0,NEWNAN,GA,BLACK,BLACK,N,1,PERSONAL,Y,PICKUP,9.0,10,11.692583720044867,78.23076923076924,8.4,21.5,N,AWD,0.0,9.036
1GKS2GKCXKR316057,GMC,YUKON,GREAT PRICE,34643.531376481704,RENO,NV,BLACK,BLACK,N,1,PERSONAL,Y,SUV,28.0,38,3.3940162460390058,72.07692307692308,6.5,18.5,N,AWD,1.0,29.152
JTDZN3EU0C3054570,TOYOTA,PRIUS V,EXCELLENT PRICE,4991.0,OCALA,FL,GRAY,UNKNOWN,N,2,PERSONAL,Y,WAGON,5.0,27,12.1872269830779,43.230769230769226,7.4,40.888782705472316,N,FWD,8.0,146.56620378416707
1FM5K8D87HGB69266,FORD,EXPLORER,GREAT PRICE,23992.0,ELMHURST,IL,BLACK,BLACK,N,1,FLEET,Y,SUV,10.0,9,13.832688602095642,71.61538461538461,7.3,20.5,N,AWD,3.0,43.779
3N1AB7AP1HY283502,NISSAN,SENTRA,EXCELLENT PRICE,10495.0,CHARLOTTE,NC,WHITE,GRAY,N,2,FLEET,Y,SEDAN,16.0,22,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,3.0,50.051
1C4RJFBG6KC723855,JEEP,GRAND CHEROKEE,EXCELLENT PRICE,29389.0,TRACY,CA,BLACK,BLACK,N,1,PERSONAL,Y,SUV,26.0,49,5.534839958792396,74.23076923076924,8.1,22.5,N,AWD,1.0,26.975
1G1ZD5ST5LF005981,CHEVROLET,MALIBU,FAIR PRICE,17620.0,MEMPHIS,TN,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,11,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,0.0,46.407
1GNSKBKCXKR384283,CHEVROLET,TAHOE,GREAT PRICE,34643.531376481704,BETHLEHEM,PA,BLACK,BLACK,N,1,PERSONAL,Y,SUV,9.0,34,11.692583720044867,78.23076923076924,7.9,18.5,N,AWD,1.0,24.882
3C6UR5DJ9KG696905,RAM,2500,FAIR PRICE,34643.531376481704,LUTZ,FL,BLACK,BLACK,N,1,PERSONAL,Y,PICKUP,19.0,27,4.144945910843808,98.15384615384615,8.7,22.5,N,AWD,1.0,12.136
5NPD84LF9KH442363,HYUNDAI,ELANTRA,GREAT PRICE,12994.0,PHOENIX,AZ,WHITE,BEIGE,N,1,FLEET,Y,SEDAN,13.0,29,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,1.0,33.12
2A4RR5D19AR241358,CHRYSLER,TOWN & COUNTRY,EXCELLENT PRICE,5550.0,YUTAN,NE,SILVER,GRAY,N,2,PERSONAL,Y,VAN/MINIVAN,31.0,17,0.6898618253052382,94.76923076923076,7.9,28.5,U,FWD,10.0,137.699
WDCTG4GB9JJ424211,MERCEDES-BENZ,GLA,FAIR PRICE,25685.0,SPOKANE VALLEY,WA,BLACK,BLACK,N,1,PERSONAL,Y,SUV,22.0,39,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,13.934
3FA6P0D91KR109381,FORD,FUSION,EXCELLENT PRICE,18570.0,CITY OF INDUSTRY,CA,SILVER,UNKNOWN,N,1,PERSONAL,Y,SEDAN,10.0,49,13.832688602095642,71.61538461538461,8.2,26.0,N,AWD,1.0,30.865
KM8J23A4XKU923692,HYUNDAI,TUCSON,GREAT PRICE,15000.0,VERO BEACH,FL,GRAY,GRAY,N,1,PERSONAL,Y,SUV,13.0,27,4.156328806440607,79.07692307692308,7.9,26.5,N,FWD,1.0,37.843
KNDJP3A54G7375452,KIA,SOUL,EXCELLENT PRICE,13654.0,TULSA,OK,GRAY,GRAY,N,1,PERSONAL,Y,WAGON,14.0,3,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,4.0,40.2
1FM5K7B83DGB97413,FORD,EXPLORER,EXCELLENT PRICE,11990.0,HOUSTON,TX,SILVER,GRAY,N,2,PERSONAL,N,SUV,10.0,14,13.832688602095642,71.61538461538461,7.3,20.5,N,FWD,7.0,81.312
WDDSJ4GB5JN658475,MERCEDES-BENZ,CLA,EXCELLENT PRICE,20595.0,GREAT NECK,NY,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,22.0,50,2.208680273976825,57.92307692307693,7.9,28.5,Y,FWD,2.0,11.378
KNDJP3A55K7666650,KIA,SOUL,EXCELLENT PRICE,14000.0,BULLHEAD CITY,AZ,SILVER,BLACK,N,1,PERSONAL,Y,WAGON,14.0,29,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,1.0,37.035
1FADP3K23DL189055,FORD,FOCUS,EXCELLENT PRICE,4859.0,HOLLYWOOD,FL,BLUE,GRAY,Y,2,FLEET,Y,SEDAN,10.0,27,13.832688602095642,71.61538461538461,7.9,28.5,U,FWD,7.0,90.441
KM8J33A27HU374487,HYUNDAI,TUCSON,EXCELLENT PRICE,16510.0,STAFFORD,TX,SILVER,GRAY,N,1,PERSONAL,N,SUV,13.0,14,4.156328806440607,79.07692307692308,7.9,26.5,N,FWD,3.0,32.262
5LTPW16517FJ08850,LINCOLN,MARK LT,NOT LISTED,6988.0,PENSACOLA,FL,GRAY,UNKNOWN,N,2,PERSONAL,N,PICKUP,7.0,27,0.7127111277128115,76.53846153846153,7.2,18.0,Y,FWD,11.547138900174604,146.56620378416707
WBA8E5G38HNU44241,BMW,3 SERIES,EXCELLENT PRICE,21523.0,KENVIL,NJ,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,8.0,43,1.7781767945930906,74.0,7.7,31.0,Y,FWD,3.0,17.225
WDCTG4GB5JJ410161,MERCEDES-BENZ,GLA,FAIR PRICE,25991.0,CONROE,TX,SILVER,BLACK,N,1,FLEET,N,SUV,22.0,14,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,2.0,10.991
4JGDF6EEXHA973993,MERCEDES-BENZ,GLS,GREAT PRICE,34643.531376481704,NAPERVILLE,IL,WHITE,BEIGE,N,1,PERSONAL,Y,SUV,22.0,9,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,32.968
2HGFB2F57DH536790,HONDA,CIVIC,EXCELLENT PRICE,9950.0,RICHMOND,VA,BLACK,GRAY,N,2,PERSONAL,Y,SEDAN,18.0,31,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,7.0,77.923
3FA6P0LU2KR188601,FORD,FUSION,EXCELLENT PRICE,14695.0,TURNERSVILLE,NJ,GOLD,GRAY,N,2,PERSONAL,Y,SEDAN,10.0,43,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,35.155
1FMJK1JTXKEA28693,FORD,EXPEDITION,GREAT PRICE,34643.531376481704,HOT SPRINGS,AR,WHITE,BLACK,N,0,PERSONAL,Y,SUV,10.0,5,13.832688602095642,71.61538461538461,8.3,20.5,N,AWD,1.0,36.782
KM8J3CA47HU566929,HYUNDAI,TUCSON,GREAT PRICE,16999.0,LEOMINSTER,MA,BLACK,GRAY,N,1,PERSONAL,Y,SUV,13.0,47,4.156328806440607,79.07692307692308,7.9,26.5,N,AWD,3.0,32.55
2GNFLFEK5H6113998,CHEVROLET,EQUINOX,EXCELLENT PRICE,16900.0,FREDERICKSBURG,VA,RED,BLACK,N,2,PERSONAL,Y,SUV,9.0,31,11.692583720044867,78.23076923076924,8.4,29.0,N,AWD,3.0,29.006
1G1BE5SM4K7116103,CHEVROLET,CRUZE,EXCELLENT PRICE,13995.0,CARROLLTON,GA,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,10,11.692583720044867,78.23076923076924,8.5,33.0,N,FWD,1.0,38.485
5XXGT4L39KG316453,KIA,OPTIMA,FAIR PRICE,14150.0,WINTER HAVEN,FL,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,14.0,27,3.9890632445645786,73.38461538461539,8.4,28.5,N,FWD,1.0,32.271
1VWCN7A36EC098034,VOLKSWAGEN,PASSAT,EXCELLENT PRICE,9994.0,FORT WAYNE,IN,BLACK,GRAY,N,1,PERSONAL,Y,SEDAN,6.0,7,2.223404675236836,58.769230769230774,7.8,30.5,N,FWD,6.0,95.624
JN8AZ2NEXK9230223,INFINITI,QX80,NOT LISTED,34643.531376481704,STAFFORD,TX,BROWN,GRAY,N,1,PERSONAL,N,SUV,24.0,14,0.6528082167930821,68.30769230769229,6.6,17.0,Y,AWD,1.0,32.992
1N4BL4BV4KN324533,NISSAN,ALTIMA,GREAT PRICE,17900.0,SELMA,CA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,49,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,1.0,12.229
JTDEPRAE1LJ043471,TOYOTA,COROLLA,EXCELLENT PRICE,17777.0,WHITTIER,CA,RED,BLACK,N,1,FLEET,Y,SEDAN,5.0,49,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,15.576
1C4NJPFB2HD184883,JEEP,PATRIOT,EXCELLENT PRICE,11497.0,SAN ANTONIO,TX,WHITE,GRAY,N,2,PERSONAL,N,SUV,26.0,14,5.534839958792396,74.23076923076924,7.9,28.5,U,FWD,3.0,61.992
2T1BU4EE2DC067994,TOYOTA,COROLLA,EXCELLENT PRICE,8595.0,OGDEN,UT,GRAY,BEIGE,Y,2,PERSONAL,Y,SEDAN,5.0,26,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,7.0,71.239
5YFEPRAE2LP040526,TOYOTA,COROLLA,EXCELLENT PRICE,14487.0,SAN ANTONIO,TX,WHITE,BLACK,N,1,PERSONAL,N,SEDAN,5.0,14,12.1872269830779,43.230769230769226,7.9,32.0,N,FWD,0.0,12.164
5XXGT4L36KG348535,KIA,OPTIMA,GREAT PRICE,15820.0,INDIANAPOLIS,IN,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,14.0,7,3.9890632445645786,73.38461538461539,8.4,28.5,N,FWD,1.0,22.944
3C6UR5DJ7KG720912,RAM,2500,GREAT PRICE,34643.531376481704,GRANITEVILLE,SC,BLACK,BLACK,N,1,PERSONAL,Y,PICKUP,19.0,23,4.144945910843808,98.15384615384615,8.7,22.5,N,AWD,1.0,5.562
1C6RR7GT5FS719058,RAM,1500,EXCELLENT PRICE,16995.0,NAUGATUCK,CT,BLACK,GRAY,N,2,PERSONAL,Y,PICKUP,19.0,44,4.144945910843808,98.15384615384615,8.7,22.5,N,AWD,5.0,77.6
WBA8E3G54GNU01178,BMW,3 SERIES,EXCELLENT PRICE,20750.0,PLANO,TX,BLACK,RED,N,2,PERSONAL,N,SEDAN,8.0,14,1.7781767945930906,74.0,7.7,31.0,Y,FWD,4.0,36.387
KNMAT2MT2KP510100,NISSAN,ROGUE,EXCELLENT PRICE,17000.0,DENISON,TX,BLUE,BLACK,N,1,PERSONAL,N,SUV,16.0,14,6.28802759768661,76.23076923076924,7.4,29.5,N,FWD,1.0,38.49
4T1BD1FK0CU049364,TOYOTA,CAMRY,NOT LISTED,7900.0,PHOENIX,AZ,GRAY,GRAY,N,2,PERSONAL,N,SEDAN,5.0,29,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,8.0,136.0
5NPD74LF1HH179734,HYUNDAI,ELANTRA,EXCELLENT PRICE,10500.0,SEATTLE,WA,SILVER,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,39,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,37.0
1G4HP54K324179326,BUICK,LESABRE,EXCELLENT PRICE,5995.0,CARROLLTON,GA,SILVER,GRAY,N,2,PERSONAL,Y,SEDAN,3.0,10,1.0989843197019002,82.92307692307692,7.9,28.5,U,FWD,11.547138900174604,46.819
3N1AB7AP5KY218904,NISSAN,SENTRA,EXCELLENT PRICE,12795.0,LAS VEGAS,NV,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,38,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,35.705
1G1BE5SM1J7184325,CHEVROLET,CRUZE,EXCELLENT PRICE,12121.0,HEMET,CA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,49,11.692583720044867,78.23076923076924,8.5,33.0,N,FWD,2.0,47.61
2T3WFREV5HW348272,TOYOTA,RAV4,EXCELLENT PRICE,16985.0,DULUTH,GA,BLACK,UNKNOWN,N,1,FLEET,Y,SUV,5.0,10,12.1872269830779,43.230769230769226,7.9,30.5,N,FWD,3.0,36.519
3MEHM07189R630446,MERCURY,MILAN,NOT LISTED,4990.0,TREXLERTOWN,PA,GRAY,BLACK,N,2,PERSONAL,N,SEDAN,14.0,34,6.28802759768661,74.23076923076924,7.9,28.5,U,FWD,11.0,92.324
3FA6P0LU7KR207224,FORD,FUSION,GREAT PRICE,15900.0,ABILENE,TX,GRAY,UNKNOWN,N,1,PERSONAL,N,SEDAN,10.0,14,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,40.457
1FMCU9EG8CKC05159,FORD,ESCAPE,EXCELLENT PRICE,9300.0,BROOKFIELD,WI,BLACK,BLACK,N,2,FLEET,Y,SUV,10.0,24,13.832688602095642,71.61538461538461,8.3,25.0,N,AWD,8.0,74.476
JTMRF4DV2B5038063,TOYOTA,RAV4,EXCELLENT PRICE,8299.0,DAVENPORT,IA,RED,BLACK,Y,2,PERSONAL,Y,SUV,5.0,13,12.1872269830779,43.230769230769226,7.9,30.5,N,AWD,9.0,122.273
3N1AB7AP7KY295824,NISSAN,SENTRA,EXCELLENT PRICE,12668.0,ROCK HILL,SC,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,23,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,28.114
WBA5R1C59KAK09210,BMW,3 SERIES,EXCELLENT PRICE,33964.0,SAN ANTONIO,TX,BLACK,BLACK,N,1,PERSONAL,N,SEDAN,8.0,14,1.7781767945930906,74.0,7.7,31.0,Y,AWD,1.0,8.597
JTHBK1GG2F2162008,LEXUS,ES,EXCELLENT PRICE,13995.0,ACWORTH,GA,SILVER,BLACK,Y,2,FLEET,Y,SEDAN,2.0,10,1.6699578894174951,54.30769230769231,8.1,27.5,Y,FWD,5.0,61.922
5NPDH4AE2DH211981,HYUNDAI,ELANTRA,EXCELLENT PRICE,6697.0,SOUTHERN PINES,NC,GRAY,GRAY,N,2,PERSONAL,Y,SEDAN,13.0,22,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,7.0,128.981
JTHBA30G565154959,LEXUS,ES,EXCELLENT PRICE,4995.0,WESTMONT,IL,SILVER,UNKNOWN,N,2,FLEET,Y,SEDAN,2.0,9,1.6699578894174951,54.30769230769231,8.1,27.5,Y,FWD,11.547138900174604,146.56620378416707
19XFC2F55HE079779,HONDA,CIVIC,EXCELLENT PRICE,14558.0,HOLLYWOOD,FL,BLACK,BLACK,Y,1,PERSONAL,Y,SEDAN,18.0,27,8.336902292535045,48.69230769230769,8.2,34.0,N,FWD,3.0,19.371
4JGDF6EE2HA767471,MERCEDES-BENZ,GLS,GREAT PRICE,32991.0,MT. PLEASANT,SC,BLACK,UNKNOWN,N,2,PERSONAL,Y,SUV,22.0,23,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,73.447
3FA6P0LU1KR225475,FORD,FUSION,EXCELLENT PRICE,14500.0,MATTOON,IL,RED,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,9,13.832688602095642,71.61538461538461,8.2,26.0,N,FWD,1.0,37.491
1GCRYDED9LZ163488,CHEVROLET,SILVERADO 1500,EXCELLENT PRICE,32855.0,TALLAHASSEE,FL,GRAY,BLACK,N,1,PERSONAL,Y,PICKUP,9.0,27,11.692583720044867,78.23076923076924,8.4,21.5,N,AWD,0.0,11.909
KM8J3CA49HU401674,HYUNDAI,TUCSON,GREAT PRICE,15794.0,NEW ROCHELLE,NY,SILVER,GRAY,N,1,FLEET,Y,SUV,13.0,50,4.156328806440607,79.07692307692308,7.9,26.5,N,AWD,3.0,27.623
KNDJP3A57G7260117,KIA,SOUL,EXCELLENT PRICE,8495.0,DALLAS,TX,BLACK,BLACK,Y,1,PERSONAL,N,WAGON,14.0,14,3.9890632445645786,73.38461538461539,8.5,28.5,N,FWD,4.0,80.064
1J8HG48K17C685512,JEEP,COMMANDER,NOT LISTED,4995.0,ADDISON,IL,BLACK,BLACK,N,2,FLEET,N,SUV,26.0,9,5.534839958792396,74.23076923076924,7.9,28.5,U,AWD,11.547138900174604,122.548
1FATP8UH1K5170032,FORD,MUSTANG,EXCELLENT PRICE,23988.0,ENGLEWOOD,CO,SILVER,UNKNOWN,N,1,PERSONAL,Y,COUPE,10.0,33,13.832688602095642,71.61538461538461,8.3,26.0,Y,FWD,1.0,32.861
1FATP8UH5K5170244,FORD,MUSTANG,GREAT PRICE,22514.0,SACRAMENTO,CA,WHITE,BLACK,N,1,PERSONAL,Y,COUPE,10.0,49,13.832688602095642,71.61538461538461,8.3,26.0,Y,FWD,1.0,30.898
3N1AB7APXKY220308,NISSAN,SENTRA,GREAT PRICE,13421.0,LAKE HAVASU CITY,AZ,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,29,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,1.0,30.239
WDDZF4KB2HA022069,MERCEDES-BENZ,ECLASS,EXCELLENT PRICE,31995.0,PORTLAND,OR,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,22.0,48,2.208680273976825,57.92307692307693,8.0,25.5,Y,FWD,3.0,26.028
3N1AB7AP9JY316476,NISSAN,SENTRA,EXCELLENT PRICE,11888.0,BATTLE CREEK,MI,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,12,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,2.0,38.953
KMHD74LF2HU396839,HYUNDAI,ELANTRA,GREAT PRICE,11990.0,YORKTOWN,VA,BLACK,GRAY,N,1,PERSONAL,Y,SEDAN,13.0,31,4.156328806440607,79.07692307692308,8.1,31.0,N,FWD,3.0,28.355
3FADP4EJ0KM119050,FORD,FIESTA,EXCELLENT PRICE,10199.0,VICTORVILLE,CA,WHITE,BLACK,N,1,PERSONAL,Y,SEDAN,10.0,49,13.832688602095642,71.61538461538461,7.9,31.0,N,FWD,1.0,26.796
1N4AL3AP8FC475370,NISSAN,ALTIMA,EXCELLENT PRICE,7300.0,PLANO,TX,WHITE,BEIGE,Y,2,PERSONAL,N,SEDAN,16.0,14,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,5.0,91.018
3KPC24A39KE045097,HYUNDAI,ACCENT,EXCELLENT PRICE,10488.0,COSTA MESA,CA,SILVER,BLACK,N,1,FLEET,Y,SEDAN,13.0,49,4.156328806440607,79.07692307692308,8.3,33.0,N,FWD,1.0,39.118
1HGCM56377A099583,HONDA,ACCORD,EXCELLENT PRICE,5500.0,SEATTLE,WA,BLACK,UNKNOWN,Y,2,PERSONAL,Y,SEDAN,18.0,39,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,11.547138900174604,95.0
2T2BZMCA4HC101792,LEXUS,RX,EXCELLENT PRICE,27786.0,BIRMINGHAM,AL,BLUE,BROWN,N,1,FLEET,Y,SUV,2.0,8,1.6699578894174951,54.30769230769231,7.5,25.5,Y,AWD,3.0,39.937
JTHBK1GG7E2096828,LEXUS,ES,EXCELLENT PRICE,15780.0,OKLAHOMA CITY,OK,BLACK,UNKNOWN,N,2,FLEET,Y,SEDAN,2.0,3,1.6699578894174951,54.30769230769231,8.1,27.5,Y,FWD,6.0,61.092
1HGCR2F38HA157511,HONDA,ACCORD,EXCELLENT PRICE,15231.0,KINGWOOD,TX,SILVER,UNKNOWN,N,2,FLEET,N,SEDAN,18.0,14,8.336902292535045,48.69230769230769,8.1,34.0,N,FWD,3.0,29.504
SALSK2D40BA294260,LAND ROVER,RANGE ROVER SPORT,EXCELLENT PRICE,13993.0,CARROLLTON,TX,GRAY,BROWN,N,2,PERSONAL,N,SUV,32.0,14,0.5623454870761957,74.23076923076924,7.6,20.0,Y,FWD,9.0,100.304
2C4RDGCG1KR622225,DODGE,GRAND CARAVAN,GREAT PRICE,16995.0,PLEASANT HILL,IA,RED,BLACK,Y,1,PERSONAL,Y,VAN/MINIVAN,25.0,13,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,43.091
5XXGT4L37HG167971,KIA,OPTIMA,EXCELLENT PRICE,11970.0,ALBUQUERQUE,NM,GRAY,BLACK,N,2,FLEET,Y,SEDAN,14.0,4,3.9890632445645786,73.38461538461539,8.4,28.5,N,FWD,3.0,48.637
3FADP4EJ8JM122163,FORD,FIESTA,EXCELLENT PRICE,9998.0,OLYMPIA,WA,WHITE,BLACK,Y,1,PERSONAL,Y,SEDAN,10.0,39,13.832688602095642,71.61538461538461,7.9,31.0,N,FWD,2.0,37.038
WDC0G8EB7LF691575,MERCEDES-BENZ,GLC,EXCELLENT PRICE,34643.531376481704,PARAMUS,NJ,BLACK,BLACK,N,1,PERSONAL,Y,SUV,22.0,43,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,0.0,4.438
3N1CE2CP9JL368848,NISSAN,VERSA,EXCELLENT PRICE,10657.0,AUGUSTA,GA,GRAY,BLACK,N,2,FLEET,Y,SEDAN,16.0,10,6.28802759768661,76.23076923076924,6.9,35.0,N,FWD,2.0,26.282
5N1AR2MM9GC622524,NISSAN,PATHFINDER,EXCELLENT PRICE,17000.0,MANOR,TX,BLUE,BLACK,N,2,PERSONAL,N,SUV,16.0,14,6.28802759768661,76.23076923076924,7.4,23.5,N,AWD,4.0,56.998
1C6RR7TT2KS596626,RAM,1500 CLASSIC,EXCELLENT PRICE,29818.0,GREENVILLE,SC,BLUE,BLACK,N,1,FLEET,Y,PICKUP,19.0,23,4.144945910843808,98.15384615384615,7.9,28.5,U,AWD,1.0,28.504
4T1B11HK9KU285323,TOYOTA,CAMRY,GREAT PRICE,20250.0,LUGOFF,SC,RED,BLACK,N,1,PERSONAL,Y,SEDAN,5.0,23,12.1872269830779,43.230769230769226,8.7,35.0,N,FWD,1.0,7.804
1G1ZD5ST5KF144569,CHEVROLET,MALIBU,GREAT PRICE,16000.0,PLAINFIELD,IN,SILVER,BLACK,N,1,PERSONAL,Y,SEDAN,9.0,7,11.692583720044867,78.23076923076924,7.8,32.5,N,FWD,1.0,41.282
JN8AE2KP5F9120803,NISSAN,QUEST,EXCELLENT PRICE,9995.0,LEESBURG,VA,BLACK,UNKNOWN,N,2,PERSONAL,Y,VAN/MINIVAN,16.0,31,6.28802759768661,76.23076923076924,7.9,28.5,U,FWD,5.0,78.466
1N4AL3AP9GC202875,NISSAN,ALTIMA,EXCELLENT PRICE,10997.0,SAN ANTONIO,TX,BLACK,BEIGE,N,2,FLEET,N,SEDAN,16.0,14,6.28802759768661,76.23076923076924,7.7,33.5,N,FWD,4.0,50.793
3N1AB7AP3JY222853,NISSAN,SENTRA,EXCELLENT PRICE,10485.0,HACKENSACK,NJ,BLACK,BLACK,N,1,PERSONAL,Y,SEDAN,16.0,43,6.28802759768661,76.23076923076924,7.2,33.0,N,FWD,2.0,38.079
4JGDF6EE6HA868786,MERCEDES-BENZ,GLS,EXCELLENT PRICE,34643.531376481704,CARROLLTON,TX,WHITE,BLACK,N,1,PERSONAL,N,SUV,22.0,14,2.208680273976825,57.92307692307693,8.4,19.0,Y,FWD,3.0,39.579
2C4RDGCG5KR692441,DODGE,GRAND CARAVAN,EXCELLENT PRICE,19500.0,CHEHALIS,WA,SILVER,BLACK,N,1,PERSONAL,Y,VAN/MINIVAN,25.0,39,2.126715603110482,98.53846153846152,6.8,21.0,N,FWD,1.0,37.049
1FMJU1MT2KEA79112,FORD,EXPEDITION,GREAT PRICE,34643.531376481704,DURHAM,NC,WHITE,GRAY,N,1,PERSONAL,Y,SUV,10.0,22,13.832688602095642,71.61538461538461,8.3,20.5,N,AWD,1.0,8.138
